交易編號,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
1206,多頭出場,2022-11-14 12:20,Trend Rev,14142,1,708900,-1840,-0.26,830,0.12,-1970,-0.28,114760,28.69
1206,多頭進場,2022-11-14 11:00,L_Cmd,14178,1,708900,-1840,-0.26,830,0.12,-1970,-0.28,114760,28.69
1207,多頭出場,2022-11-15 00:15,Trend Rev,14153,1,709000,-1390,-0.20,1130,0.16,-1420,-0.20,113370,28.34
1207,多頭進場,2022-11-14 23:10,L_Cmd,14180,1,709000,-1390,-0.20,1130,0.16,-1420,-0.20,113370,28.34
1208,多頭出場,2022-11-15 09:05,Vol Top,14267,1,711200,2110,0.30,2580,0.36,-420,-0.06,115460,28.87
1208,多頭進場,2022-11-15 08:50,L_Cmd,14224,1,711200,2110,0.30,2580,0.36,-420,-0.06,115460,28.87
1209,多頭出場,2022-11-15 09:15,Vol Top,14321,1,713350,2660,0.37,2780,0.39,-1720,-0.24,118100,29.53
1209,多頭進場,2022-11-15 09:00,L_Add,14267,1,713350,2660,0.37,2780,0.39,-1720,-0.24,118100,29.53
1210,多頭出場,2022-11-15 09:15,L_Exit,14333,1,714900,1710,0.24,1780,0.25,-70,-0.01,119830,29.96
1210,多頭進場,2022-11-15 09:10,L_Add,14298,1,714900,1710,0.24,1780,0.25,-70,-0.01,119830,29.96
1211,多頭出場,2022-11-15 09:20,Vol Top,14330,1,716050,410,0.06,630,0.09,-720,-0.10,120260,30.07
1211,多頭進場,2022-11-15 09:15,L_Add,14321,1,716050,410,0.06,630,0.09,-720,-0.10,120260,30.07
1212,多頭出場,2022-11-15 10:15,L_Exit,14548,1,717200,10160,1.42,10230,1.43,-1020,-0.14,130360,32.59
1212,多頭進場,2022-11-15 09:30,L_Cmd,14344,1,717200,10160,1.42,10230,1.43,-1020,-0.14,130360,32.59
1213,多頭出場,2022-11-15 10:15,L_Exit_Add,14548,1,718700,8660,1.20,8730,1.21,-420,-0.06,139040,34.76
1213,多頭進場,2022-11-15 10:00,L_Add,14374,1,718700,8660,1.20,8730,1.21,-420,-0.06,139040,34.76
1214,多頭出場,2022-11-15 10:15,L_Exit_Add,14548,1,719650,7710,1.07,7780,1.08,-370,-0.05,146770,36.69
1214,多頭進場,2022-11-15 10:10,L_Add,14393,1,719650,7710,1.07,7780,1.08,-370,-0.05,146770,36.69
1215,多頭出場,2022-11-15 10:15,L_Exit_G,14548,1,722450,4910,0.68,4980,0.69,-470,-0.07,151700,37.92
1215,多頭進場,2022-11-15 10:15,L_G_進,14449,1,722450,4910,0.68,4980,0.69,-470,-0.07,151700,37.92
1216,多頭出場,2022-11-15 13:35,L_Exit,14510,1,728200,-2740,-0.38,530,0.07,-2720,-0.37,148960,37.24
1216,多頭進場,2022-11-15 13:10,L_Cmd,14564,1,728200,-2740,-0.38,530,0.07,-2720,-0.37,148960,37.24
1217,多頭出場,2022-11-15 22:10,L_Exit,14664,1,736050,-2890,-0.39,630,0.09,-2870,-0.39,146070,36.52
1217,多頭進場,2022-11-15 21:35,L_Cmd,14721,1,736050,-2890,-0.39,630,0.09,-2870,-0.39,146070,36.52
1218,多頭出場,2022-11-17 09:00,Trend Rev,14448,1,723150,-790,-0.11,330,0.05,-920,-0.13,145280,36.32
1218,多頭進場,2022-11-17 08:50,L_Cmd,14463,1,723150,-790,-0.11,330,0.05,-920,-0.13,145280,36.32
1219,多頭出場,2022-11-17 11:30,Trend Rev,14440,1,722950,-990,-0.14,80,0.01,-1170,-0.16,144290,36.07
1219,多頭進場,2022-11-17 11:20,L_Cmd,14459,1,722950,-990,-0.14,80,0.01,-1170,-0.16,144290,36.07
1220,多頭出場,2022-11-17 13:20,L_Exit_G,14543,1,723250,3860,0.53,3930,0.54,-870,-0.12,148090,37.02
1220,多頭進場,2022-11-17 11:35,L_Cmd,14465,1,723250,3860,0.53,3930,0.54,-870,-0.12,148090,37.02
1221,多頭出場,2022-11-17 17:35,Trend Rev,14473,1,725450,-1840,-0.25,2730,0.38,-2270,-0.31,146270,36.57
1221,多頭進場,2022-11-17 12:00,L_Add,14509,1,725450,-1840,-0.25,2730,0.38,-2270,-0.31,146270,36.57
1222,多頭出場,2022-11-17 17:35,Trend Rev,14473,1,726050,-2440,-0.34,2130,0.29,-2870,-0.40,143850,35.96
1222,多頭進場,2022-11-17 12:15,L_Add,14521,1,726050,-2440,-0.34,2130,0.29,-2870,-0.40,143850,35.96
1223,多頭出場,2022-11-17 17:35,Trend Rev,14473,1,726300,-2690,-0.37,1880,0.26,-3120,-0.43,141180,35.30
1223,多頭進場,2022-11-17 13:20,L_G_進,14526,1,726300,-2690,-0.37,1880,0.26,-3120,-0.43,141180,35.30
1224,多頭出場,2022-11-18 00:10,L_G_Cut,14439,1,722200,-290,-0.04,3780,0.52,-1770,-0.25,140830,35.21
1224,多頭進場,2022-11-17 22:50,L_Cmd,14444,1,722200,-290,-0.04,3780,0.52,-1770,-0.25,140830,35.21
1225,多頭出場,2022-11-18 01:50,L_Exit,14536,1,724600,2160,0.30,2230,0.31,-2820,-0.39,143010,35.75
1225,多頭進場,2022-11-17 23:20,L_Add,14492,1,724600,2160,0.30,2230,0.31,-2820,-0.39,143010,35.75
1226,多頭出場,2022-11-18 08:45,L_Exit_Add,14551,1,724600,2910,0.40,2980,0.41,-2820,-0.39,145920,36.48
1226,多頭進場,2022-11-17 23:25,L_Add,14492,1,724600,2910,0.40,2980,0.41,-2820,-0.39,145920,36.48
1227,多頭出場,2022-11-18 08:45,L_Exit_Add,14551,1,725700,1810,0.25,1880,0.26,-3920,-0.54,147750,36.94
1227,多頭進場,2022-11-17 23:30,L_G_進,14514,1,725700,1810,0.25,1880,0.26,-3920,-0.54,147750,36.94
1228,多頭出場,2022-11-18 08:50,Vol Top,14556,1,726450,1310,0.18,2580,0.36,-2320,-0.32,149060,37.27
1228,多頭進場,2022-11-18 03:05,L_Add,14529,1,726450,1310,0.18,2580,0.36,-2320,-0.32,149060,37.27
1229,多頭出場,2022-11-18 09:10,Vol Top,14608,1,727800,2560,0.35,2680,0.37,-1620,-0.22,151620,37.91
1229,多頭進場,2022-11-18 08:50,L_Add,14556,1,727800,2560,0.35,2680,0.37,-1620,-0.22,151620,37.91
1230,多頭出場,2022-11-18 09:15,Vol Top,14656,1,730400,2360,0.32,2630,0.36,-20,0.00,153980,38.50
1230,多頭進場,2022-11-18 09:10,L_Add,14608,1,730400,2360,0.32,2630,0.36,-20,0.00,153980,38.50
1231,多頭出場,2022-11-18 09:25,Vol Top,14677,1,732800,1010,0.14,1080,0.15,-1220,-0.17,155010,38.75
1231,多頭進場,2022-11-18 09:15,L_Add,14656,1,732800,1010,0.14,1080,0.15,-1220,-0.17,155010,38.75
1232,多頭出場,2022-11-21 12:20,Trend Rev,14476,1,724250,-490,-0.07,530,0.07,-670,-0.09,154520,38.63
1232,多頭進場,2022-11-21 12:15,L_Cmd,14485,1,724250,-490,-0.07,530,0.07,-670,-0.09,154520,38.63
1233,多頭出場,2022-11-21 22:05,Trend Rev,14434,1,722000,-340,-0.05,330,0.05,-320,-0.04,154180,38.55
1233,多頭進場,2022-11-21 21:55,L_Cmd,14440,1,722000,-340,-0.05,330,0.05,-320,-0.04,154180,38.55
1234,多頭出場,2022-11-22 09:50,Trend Rev,14420,1,722400,-1440,-0.20,280,0.04,-1520,-0.21,152740,38.19
1234,多頭進場,2022-11-22 09:40,L_Cmd,14448,1,722400,-1440,-0.20,280,0.04,-1520,-0.21,152740,38.19
1235,多頭出場,2022-11-22 17:35,Vol Top,14522,1,724800,1260,0.17,1680,0.23,-820,-0.11,153980,38.50
1235,多頭進場,2022-11-22 11:10,L_Cmd,14496,1,724800,1260,0.17,1680,0.23,-820,-0.11,153980,38.50
1236,多頭出場,2022-11-22 23:20,Vol Top,14570,1,726250,2210,0.30,2280,0.31,-2270,-0.31,156170,39.04
1236,多頭進場,2022-11-22 11:40,L_Add,14525,1,726250,2210,0.30,2280,0.31,-2270,-0.31,156170,39.04
1237,多頭出場,2022-11-23 04:05,Vol Top,14604,1,727850,2310,0.32,2480,0.34,-20,0.00,158480,39.62
1237,多頭進場,2022-11-22 23:15,L_Add,14557,1,727850,2310,0.32,2480,0.34,-20,0.00,158480,39.62
1238,多頭出場,2022-11-23 04:05,Vol Top,14604,1,728500,1660,0.23,1830,0.25,-370,-0.05,160160,40.04
1238,多頭進場,2022-11-22 23:20,L_Add,14570,1,728500,1660,0.23,1830,0.25,-370,-0.05,160160,40.04
1239,多頭出場,2022-11-23 08:45,L_Exit,14630,1,729600,1860,0.25,1930,0.26,-970,-0.13,162040,40.51
1239,多頭進場,2022-11-22 23:50,L_Add,14592,1,729600,1860,0.25,1930,0.26,-970,-0.13,162040,40.51
1240,多頭出場,2022-11-23 22:40,Vol Top,14651,1,730750,1760,0.24,1780,0.24,-1270,-0.17,163760,40.94
1240,多頭進場,2022-11-23 10:55,L_Cmd,14615,1,730750,1760,0.24,1780,0.24,-1270,-0.17,163760,40.94
1241,多頭出場,2022-11-23 22:45,Vol Top,14638,1,731900,-40,-0.01,680,0.09,-370,-0.05,163740,40.94
1241,多頭進場,2022-11-23 22:35,L_Add,14638,1,731900,-40,-0.01,680,0.09,-370,-0.05,163740,40.94
1242,多頭出場,2022-11-24 03:05,Vol Top,14694,1,732550,2110,0.29,2430,0.33,-1120,-0.15,165830,41.46
1242,多頭進場,2022-11-23 22:40,L_Add,14651,1,732550,2110,0.29,2430,0.33,-1120,-0.15,165830,41.46
1243,多頭出場,2022-11-24 08:50,Vol Top,14700,1,733750,1210,0.16,1230,0.17,-2320,-0.32,167060,41.77
1243,多頭進場,2022-11-23 22:55,L_Add,14675,1,733750,1210,0.16,1230,0.17,-2320,-0.32,167060,41.77
1244,多頭出場,2022-11-24 08:50,L_Exit,14709,1,734700,710,0.10,780,0.11,-2470,-0.34,167790,41.95
1244,多頭進場,2022-11-24 03:05,L_Add,14694,1,734700,710,0.10,780,0.11,-2470,-0.34,167790,41.95
1245,多頭出場,2022-11-24 12:20,Vol Top,14717,1,734500,1310,0.18,1880,0.26,-1520,-0.21,169080,42.27
1245,多頭進場,2022-11-24 09:50,L_Cmd,14690,1,734500,1310,0.18,1880,0.26,-1520,-0.21,169080,42.27
1246,多頭出場,2022-11-24 12:45,Vol Top,14759,1,735900,2010,0.27,2180,0.30,-170,-0.02,171070,42.77
1246,多頭進場,2022-11-24 12:15,L_Add,14718,1,735900,2010,0.27,2180,0.30,-170,-0.02,171070,42.77
1247,多頭出場,2022-11-24 12:50,L_Exit,14783,1,737450,1660,0.23,1730,0.23,-120,-0.02,172750,43.19
1247,多頭進場,2022-11-24 12:40,L_Add,14749,1,737450,1660,0.23,1730,0.23,-120,-0.02,172750,43.19
1248,多頭出場,2022-11-24 17:05,Vol Top,14794,1,737950,1710,0.23,1830,0.25,-420,-0.06,174460,43.61
1248,多頭進場,2022-11-24 12:45,L_Add,14759,1,737950,1710,0.23,1830,0.25,-420,-0.06,174460,43.61
1249,多頭出場,2022-11-24 17:05,Vol Top,14794,1,739400,260,0.04,380,0.05,-1870,-0.25,174740,43.69
1249,多頭進場,2022-11-24 13:00,L_Add,14788,1,739400,260,0.04,380,0.05,-1870,-0.25,174740,43.69
1250,多頭出場,2022-11-24 22:15,L_Exit,14794,1,740500,-840,-0.11,30,0.00,-820,-0.11,173900,43.48
1250,多頭進場,2022-11-24 22:05,L_Cmd,14810,1,740500,-840,-0.11,30,0.00,-820,-0.11,173900,43.48
1251,多頭出場,2022-11-24 23:30,Vol Top,14823,1,740400,710,0.10,830,0.11,-70,-0.01,174570,43.64
1251,多頭進場,2022-11-24 23:05,L_Cmd,14808,1,740400,710,0.10,830,0.11,-70,-0.01,174570,43.64
1252,多頭出場,2022-11-25 04:20,L_Exit_Add,14793,1,740900,-1290,-0.17,430,0.06,-1270,-0.17,173300,43.33
1252,多頭進場,2022-11-24 23:25,L_Add,14818,1,740900,-1290,-0.17,430,0.06,-1270,-0.17,173300,43.33
1253,多頭出場,2022-11-25 04:20,L_Exit,14791,1,741150,-1640,-0.22,180,0.02,-1620,-0.22,171680,42.92
1253,多頭進場,2022-11-24 23:30,L_Add,14823,1,741150,-1640,-0.22,180,0.02,-1620,-0.22,171680,42.92
1254,空頭出場,2022-11-28 10:15,S_Exit,14510,1,721950,-3590,-0.50,280,0.04,-3570,-0.49,168090,42.02
1254,空頭進場,2022-11-28 10:10,S_Cmd,14439,1,721950,-3590,-0.50,280,0.04,-3570,-0.49,168090,42.02
1255,空頭出場,2022-11-29 01:00,S_Exit,14482,1,726100,1960,0.27,2030,0.28,-520,-0.07,170050,42.51
1255,空頭進場,2022-11-29 00:30,S_Cmd,14522,1,726100,1960,0.27,2030,0.28,-520,-0.07,170050,42.51
1256,空頭出場,2022-11-29 04:35,S_Exit,14406,1,722000,1660,0.23,1780,0.25,-820,-0.11,171650,42.91
1256,空頭進場,2022-11-29 03:30,S_Cmd,14440,1,722000,1660,0.23,1780,0.25,-820,-0.11,171650,42.91
1257,空頭出場,2022-11-29 08:45,S_Exit_Add,14465,1,721200,-2090,-0.29,980,0.14,-2070,-0.29,169580,42.40
1257,空頭進場,2022-11-29 04:15,S_Add,14424,1,721200,-2090,-0.29,980,0.14,-2070,-0.29,169580,42.40
1258,空頭出場,2022-11-29 08:45,S_Exit_Add,14470,1,720950,-2590,-0.36,730,0.10,-2570,-0.36,167010,41.75
1258,空頭進場,2022-11-29 04:25,S_Add,14419,1,720950,-2590,-0.36,730,0.10,-2570,-0.36,167010,41.75
1259,空頭出場,2022-11-29 08:50,Trend Rev,14499,1,720750,-4240,-0.59,530,0.07,-4320,-0.60,162790,40.70
1259,空頭進場,2022-11-29 04:30,S_G_進,14415,1,720750,-4240,-0.59,530,0.07,-4320,-0.60,162790,40.70
1260,多頭出場,2022-11-29 12:15,L_Exit_G,14655,1,728950,3760,0.52,3830,0.53,-70,-0.01,166490,41.62
1260,多頭進場,2022-11-29 11:20,L_Cmd,14579,1,728950,3760,0.52,3830,0.53,-70,-0.01,166490,41.62
1261,多頭出場,2022-11-29 13:05,L_Exit_G,14677,1,731100,2710,0.37,2780,0.38,-770,-0.11,169200,42.30
1261,多頭進場,2022-11-29 11:30,L_Add,14622,1,731100,2710,0.37,2780,0.38,-770,-0.11,169200,42.30
1262,多頭出場,2022-11-29 15:00,L_Exit,14692,1,731500,3060,0.42,3130,0.43,-570,-0.08,172260,43.07
1262,多頭進場,2022-11-29 12:00,L_Add,14630,1,731500,3060,0.42,3130,0.43,-570,-0.08,172260,43.07
1263,多頭出場,2022-11-29 15:00,L_Exit_Add,14692,1,731850,2710,0.37,2780,0.38,-20,0.00,174990,43.75
1263,多頭進場,2022-11-29 12:15,L_G_進,14637,1,731850,2710,0.37,2780,0.38,-20,0.00,174990,43.75
1264,多頭出場,2022-11-29 15:00,L_Exit_G,14692,1,732850,1710,0.23,1780,0.24,-970,-0.13,176720,44.18
1264,多頭進場,2022-11-29 12:25,L_G_進,14657,1,732850,1710,0.23,1780,0.24,-970,-0.13,176720,44.18
1265,多頭出場,2022-11-29 20:05,Vol Top,14666,1,733650,-390,-0.05,980,0.13,-1970,-0.27,176350,44.09
1265,多頭進場,2022-11-29 13:10,L_G_進,14673,1,733650,-390,-0.05,980,0.13,-1970,-0.27,176350,44.09
1266,多頭出場,2022-11-30 00:00,L_Exit,14611,1,732950,-2440,-0.33,130,0.02,-2420,-0.33,173910,43.48
1266,多頭進場,2022-11-29 23:30,L_Cmd,14659,1,732950,-2440,-0.33,130,0.02,-2420,-0.33,173910,43.48
1267,多頭出場,2022-11-30 03:20,Trend Rev,14614,1,731300,-640,-0.09,80,0.01,-670,-0.09,173270,43.32
1267,多頭進場,2022-11-30 03:05,L_Cmd,14626,1,731300,-640,-0.09,80,0.01,-670,-0.09,173270,43.32
1268,多頭出場,2022-11-30 09:40,Vol Top,14724,1,733550,2610,0.36,2680,0.37,-1370,-0.19,175840,43.96
1268,多頭進場,2022-11-30 09:05,L_Cmd,14671,1,733550,2610,0.36,2680,0.37,-1370,-0.19,175840,43.96
1269,多頭出場,2022-11-30 11:15,L_Exit,14769,1,735500,2910,0.40,2980,0.41,-2220,-0.30,178730,44.68
1269,多頭進場,2022-11-30 09:35,L_Add,14710,1,735500,2910,0.40,2980,0.41,-2220,-0.30,178730,44.68
1270,多頭出場,2022-11-30 11:25,L_Exit_G,14787,1,736200,3110,0.42,3180,0.43,-2920,-0.40,181840,45.46
1270,多頭進場,2022-11-30 09:40,L_Add,14724,1,736200,3110,0.42,3180,0.43,-2920,-0.40,181840,45.46
1271,多頭出場,2022-11-30 12:20,L_Exit_Add,14802,1,737250,2810,0.38,2930,0.40,-170,-0.02,184650,46.16
1271,多頭進場,2022-11-30 11:10,L_Add,14745,1,737250,2810,0.38,2930,0.40,-170,-0.02,184650,46.16
1272,多頭出場,2022-11-30 12:20,L_Exit_G,14802,1,738450,1610,0.22,1730,0.23,-670,-0.09,186280,46.57
1272,多頭進場,2022-11-30 11:15,L_G_進,14769,1,738450,1610,0.22,1730,0.23,-670,-0.09,186280,46.57
1273,多頭出場,2022-11-30 12:20,L_Exit_G,14811,1,739100,1410,0.19,1480,0.20,-1320,-0.18,187710,46.93
1273,多頭進場,2022-11-30 11:25,L_G_進,14782,1,739100,1410,0.19,1480,0.20,-1320,-0.18,187710,46.93
1274,多頭出場,2022-11-30 13:25,L_Exit_Add,14836,1,739600,2160,0.29,2230,0.30,-220,-0.03,189890,47.47
1274,多頭進場,2022-11-30 12:15,L_G_進,14792,1,739600,2160,0.29,2230,0.30,-220,-0.03,189890,47.47
1275,多頭出場,2022-11-30 22:00,L_Exit,14773,1,741000,-2390,-0.32,430,0.06,-2370,-0.32,187500,46.88
1275,多頭進場,2022-11-30 13:30,L_Cmd,14820,1,741000,-2390,-0.32,430,0.06,-2370,-0.32,187500,46.88
1276,多頭出場,2022-12-01 08:55,Vol Top,15059,1,748000,4910,0.66,4980,0.67,-1570,-0.21,192370,48.09
1276,多頭進場,2022-12-01 03:20,L_Cmd,14960,1,748000,4910,0.66,4980,0.67,-1570,-0.21,192370,48.09
1277,多頭出場,2022-12-01 09:00,Vol Top,15057,1,752000,810,0.11,1780,0.24,-270,-0.04,193200,48.30
1277,多頭進場,2022-12-01 08:50,L_Add,15040,1,752000,810,0.11,1780,0.24,-270,-0.04,193200,48.30
1278,多頭出場,2022-12-01 09:05,L_Exit,15102,1,752950,2110,0.28,2180,0.29,-870,-0.12,195330,48.83
1278,多頭進場,2022-12-01 08:55,L_Add,15059,1,752950,2110,0.28,2180,0.29,-870,-0.12,195330,48.83
1279,多頭出場,2022-12-01 09:55,L_Exit,15029,1,755050,-3640,-0.48,880,0.12,-3620,-0.48,191690,47.92
1279,多頭進場,2022-12-01 09:10,L_Cmd,15101,1,755050,-3640,-0.48,880,0.12,-3620,-0.48,191690,47.92
1280,多頭出場,2022-12-01 15:45,L_Exit,14927,1,749150,-2840,-0.38,0,0.00,-2820,-0.38,188850,47.21
1280,多頭進場,2022-12-01 13:45,L_Cmd,14983,1,749150,-2840,-0.38,0,0.00,-2820,-0.38,188850,47.21
1281,多頭出場,2022-12-01 21:30,L_Exit,14995,1,747650,2060,0.28,2130,0.28,-870,-0.12,190910,47.73
1281,多頭進場,2022-12-01 21:05,L_Cmd,14953,1,747650,2060,0.28,2130,0.28,-870,-0.12,190910,47.73
1282,多頭出場,2022-12-01 21:45,L_Exit,14962,1,749650,-1590,-0.21,130,0.02,-1570,-0.21,189320,47.33
1282,多頭進場,2022-12-01 21:35,L_Cmd,14993,1,749650,-1590,-0.21,130,0.02,-1570,-0.21,189320,47.33
1283,多頭出場,2022-12-02 21:15,L_Exit,14914,1,746650,-990,-0.13,130,0.02,-970,-0.13,188330,47.08
1283,多頭進場,2022-12-02 21:10,L_Cmd,14933,1,746650,-990,-0.13,130,0.02,-970,-0.13,188330,47.08
1284,多頭出場,2022-12-05 12:25,L_G_Cut,14986,1,748700,560,0.07,3580,0.48,-620,-0.08,188830,47.21
1284,多頭進場,2022-12-05 09:10,L_Cmd,14974,1,748700,560,0.07,3580,0.48,-620,-0.08,188830,47.21
1285,多頭出場,2022-12-05 12:45,Trend Rev,14924,1,750700,-4540,-0.60,1580,0.21,-4620,-0.62,184310,46.08
1285,多頭進場,2022-12-05 09:25,L_Add,15014,1,750700,-4540,-0.60,1580,0.21,-4620,-0.62,184310,46.08
1286,多頭出場,2022-12-05 12:45,Trend Rev,14924,1,751000,-4840,-0.64,1280,0.17,-4920,-0.66,179490,44.87
1286,多頭進場,2022-12-05 10:05,L_Add,15020,1,751000,-4840,-0.64,1280,0.17,-4920,-0.66,179490,44.87
1287,多頭出場,2022-12-05 12:45,Trend Rev,14924,1,751650,-5490,-0.73,80,0.01,-5570,-0.74,174020,43.51
1287,多頭進場,2022-12-05 10:15,L_G_進,15033,1,751650,-5490,-0.73,80,0.01,-5570,-0.74,174020,43.51
1288,多頭出場,2022-12-06 09:25,L_Exit,14833,1,744200,-2590,-0.35,480,0.06,-2570,-0.35,171430,42.86
1288,多頭進場,2022-12-06 09:05,L_Cmd,14884,1,744200,-2590,-0.35,480,0.06,-2570,-0.35,171430,42.86
1289,空頭出場,2022-12-06 13:15,S_Exit,14712,1,738200,2560,0.35,2630,0.36,-570,-0.08,173930,43.48
1289,空頭進場,2022-12-06 12:30,S_Cmd,14764,1,738200,2560,0.35,2630,0.36,-570,-0.08,173930,43.48
1290,空頭出場,2022-12-06 13:15,S_Exit_G,14702,1,737150,2010,0.27,2080,0.28,-320,-0.04,175960,43.99
1290,空頭進場,2022-12-06 13:00,S_Add,14743,1,737150,2010,0.27,2080,0.28,-320,-0.04,175960,43.99
1291,空頭出場,2022-12-06 13:25,S_Exit_Add,14682,1,736500,2360,0.32,2430,0.33,-170,-0.02,178340,44.59
1291,空頭進場,2022-12-06 13:05,S_Add,14730,1,736500,2360,0.32,2430,0.33,-170,-0.02,178340,44.59
1292,空頭出場,2022-12-06 13:25,S_Exit_Add,14682,1,736100,1960,0.27,2030,0.28,-370,-0.05,180320,45.08
1292,空頭進場,2022-12-06 13:10,S_G_進,14722,1,736100,1960,0.27,2030,0.28,-370,-0.05,180320,45.08
1293,空頭出場,2022-12-06 22:50,Vol Bot,14679,1,734300,310,0.04,2130,0.29,-1670,-0.23,180610,45.15
1293,空頭進場,2022-12-06 13:30,S_Cmd,14686,1,734300,310,0.04,2130,0.29,-1670,-0.23,180610,45.15
1294,空頭出場,2022-12-06 23:05,S_Exit,14615,1,732750,1960,0.27,2030,0.28,-1270,-0.17,182570,45.64
1294,空頭進場,2022-12-06 22:45,S_Add,14655,1,732750,1960,0.27,2030,0.28,-1270,-0.17,182570,45.64
1295,空頭出場,2022-12-06 23:10,Vol Bot,14635,1,731700,-90,-0.01,980,0.13,-370,-0.05,182500,45.63
1295,空頭進場,2022-12-06 23:05,S_Add,14634,1,731700,-90,-0.01,980,0.13,-370,-0.05,182500,45.63
1296,空頭出場,2022-12-07 11:45,Trend Rev,14658,1,730850,-2090,-0.29,1230,0.17,-2120,-0.29,180410,45.10
1296,空頭進場,2022-12-07 11:05,S_Cmd,14617,1,730850,-2090,-0.29,1230,0.17,-2120,-0.29,180410,45.10
1297,空頭出場,2022-12-07 15:40,S_Exit,14557,1,731000,3110,0.43,3180,0.44,-620,-0.08,183520,45.88
1297,空頭進場,2022-12-07 13:30,S_Cmd,14620,1,731000,3110,0.43,3180,0.44,-620,-0.08,183520,45.88
1298,空頭出場,2022-12-08 09:20,S_Exit,14472,1,726200,2560,0.35,2630,0.36,-1220,-0.17,186080,46.52
1298,空頭進場,2022-12-08 09:05,S_Cmd,14524,1,726200,2560,0.35,2630,0.36,-1220,-0.17,186080,46.52
1299,空頭出場,2022-12-08 11:20,S_Exit,14532,1,723700,-2940,-0.41,3080,0.43,-2920,-0.40,183100,45.78
1299,空頭進場,2022-12-08 09:25,S_Cmd,14474,1,723700,-2940,-0.41,3080,0.43,-2920,-0.40,183100,45.78
1300,空頭出場,2022-12-08 12:05,S_Exit_Add,14540,1,722350,-4690,-0.65,1730,0.24,-4670,-0.65,178430,44.61
1300,空頭進場,2022-12-08 09:35,S_Add,14447,1,722350,-4690,-0.65,1730,0.24,-4670,-0.65,178430,44.61
1301,空頭出場,2022-12-08 15:40,Trend Rev,14538,1,721300,-5640,-0.78,680,0.09,-5970,-0.83,172810,43.20
1301,空頭進場,2022-12-08 09:55,S_Add,14426,1,721300,-5640,-0.78,680,0.09,-5970,-0.83,172810,43.20
1302,多頭出場,2022-12-09 21:30,L_Exit_Add,14746,1,735700,1560,0.21,3430,0.47,-2270,-0.31,174330,43.58
1302,多頭進場,2022-12-09 11:10,L_Cmd,14714,1,735700,1560,0.21,3430,0.47,-2270,-0.31,174330,43.58
1303,多頭出場,2022-12-09 21:30,L_Exit_Add,14742,1,738950,-1890,-0.26,180,0.02,-1870,-0.25,172460,43.11
1303,多頭進場,2022-12-09 21:05,L_Add,14779,1,738950,-1890,-0.26,180,0.02,-1870,-0.25,172460,43.11
1304,多頭出場,2022-12-09 21:40,Trend Rev,14712,1,738750,-3190,-0.43,130,0.02,-4270,-0.58,169290,42.32
1304,多頭進場,2022-12-09 21:10,L_Add,14775,1,738750,-3190,-0.43,130,0.02,-4270,-0.58,169290,42.32
1305,多頭出場,2022-12-10 01:55,Trend Rev,14721,1,736550,-540,-0.07,1880,0.26,-520,-0.07,168710,42.18
1305,多頭進場,2022-12-10 00:00,L_Cmd,14731,1,736550,-540,-0.07,1880,0.26,-520,-0.07,168710,42.18
1306,多頭出場,2022-12-10 01:55,Trend Rev,14721,1,738000,-1990,-0.27,430,0.06,-1970,-0.27,166740,41.69
1306,多頭進場,2022-12-10 00:25,L_Add,14760,1,738000,-1990,-0.27,430,0.06,-1970,-0.27,166740,41.69
1307,多頭出場,2022-12-10 01:55,Trend Rev,14721,1,738350,-2340,-0.32,80,0.01,-2320,-0.31,164420,41.11
1307,多頭進場,2022-12-10 00:30,L_Add,14767,1,738350,-2340,-0.32,80,0.01,-2320,-0.31,164420,41.11
1308,空頭出場,2022-12-12 09:00,S_Exit,14556,1,730950,3110,0.43,3180,0.44,-220,-0.03,167490,41.87
1308,空頭進場,2022-12-12 08:50,S_Cmd,14619,1,730950,3110,0.43,3180,0.44,-220,-0.03,167490,41.87
1309,空頭出場,2022-12-12 09:05,S_Exit_Add,14504,1,729700,4460,0.61,4530,0.62,-220,-0.03,171950,42.99
1309,空頭進場,2022-12-12 08:55,S_Add,14594,1,729700,4460,0.61,4530,0.62,-220,-0.03,171950,42.99
1310,空頭出場,2022-12-12 09:05,S_Exit_Add,14504,1,729450,4210,0.58,4280,0.59,-370,-0.05,176180,44.05
1310,空頭進場,2022-12-12 09:00,S_Add,14589,1,729450,4210,0.58,4280,0.59,-370,-0.05,176180,44.05
1311,空頭出場,2022-12-12 09:05,S_Exit_Add,14504,1,728450,3210,0.44,3280,0.45,-370,-0.05,179410,44.85
1311,空頭進場,2022-12-12 09:05,S_Add,14569,1,728450,3210,0.44,3280,0.45,-370,-0.05,179410,44.85
1312,空頭出場,2022-12-12 22:35,S_Exit,14537,1,729250,2360,0.32,2430,0.33,-470,-0.06,181770,45.44
1312,空頭進場,2022-12-12 22:05,S_Cmd,14585,1,729250,2360,0.32,2430,0.33,-470,-0.06,181770,45.44
1313,空頭出場,2022-12-12 22:50,S_Exit,14574,1,727050,-1690,-0.23,80,0.01,-1670,-0.23,180080,45.02
1313,空頭進場,2022-12-12 22:40,S_Cmd,14541,1,727050,-1690,-0.23,80,0.01,-1670,-0.23,180080,45.02
