交易編號,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
4135,空頭出場,2024-11-12 00:55,S_Exit_G,23029,1,1156200,4710,0.41,4780,0.41,-2170,-0.19,1113990,278.50
4135,空頭進場,2024-11-11 22:55,S_Add,23124,1,1156200,4710,0.41,4780,0.41,-2170,-0.19,1113990,278.50
4136,空頭出場,2024-11-12 01:00,S_Exit_Add,23016,1,1154750,3910,0.34,3980,0.34,-3620,-0.31,1117900,279.48
4136,空頭進場,2024-11-11 23:00,S_Add,23095,1,1154750,3910,0.34,3980,0.34,-3620,-0.31,1117900,279.48
4137,空頭出場,2024-11-12 01:00,S_Exit_G,23016,1,1154400,3560,0.31,3630,0.31,-3970,-0.34,1121480,280.37
4137,空頭進場,2024-11-11 23:05,S_G_進,23088,1,1154400,3560,0.31,3630,0.31,-3970,-0.34,1121480,280.37
4138,空頭出場,2024-11-12 02:00,S_Exit_Add,22987,1,1153700,4310,0.37,4380,0.38,-70,-0.01,1125810,281.45
4138,空頭進場,2024-11-12 00:45,S_G_進,23074,1,1153700,4310,0.37,4380,0.38,-70,-0.01,1125810,281.45
4139,空頭出場,2024-11-12 02:05,S_Exit_G,22985,1,1151450,2160,0.19,2230,0.19,-1220,-0.11,1127990,282.00
4139,空頭進場,2024-11-12 01:00,S_G_進,23029,1,1151450,2160,0.19,2230,0.19,-1220,-0.11,1127990,282.00
4140,空頭出場,2024-11-12 13:25,S_Exit,22909,1,1152850,7360,0.64,7430,0.64,-5370,-0.47,1135330,283.83
4140,空頭進場,2024-11-12 10:40,S_Cmd,23057,1,1152850,7360,0.64,7430,0.64,-5370,-0.47,1135330,283.83
4141,空頭出場,2024-11-12 13:30,Vol Bot,22933,1,1149600,2910,0.25,4180,0.36,-670,-0.06,1138260,284.57
4141,空頭進場,2024-11-12 13:20,S_Add,22992,1,1149600,2910,0.25,4180,0.36,-670,-0.06,1138260,284.57
4142,空頭出場,2024-11-12 15:20,S_Exit_Add,22789,1,1146650,7160,0.62,7230,0.63,-920,-0.08,1145400,286.35
4142,空頭進場,2024-11-12 13:30,S_Add,22933,1,1146650,7160,0.62,7230,0.63,-920,-0.08,1145400,286.35
4143,空頭出場,2024-11-12 15:25,S_Exit_Add,22728,1,1143750,7310,0.64,7380,0.65,-1870,-0.16,1152730,288.18
4143,空頭進場,2024-11-12 15:00,S_Add,22875,1,1143750,7310,0.64,7380,0.65,-1870,-0.16,1152730,288.18
4144,空頭出場,2024-11-13 03:00,Trend Rev,22800,1,1138750,-1290,-0.11,5530,0.49,-2120,-0.19,1151380,287.84
4144,空頭進場,2024-11-12 23:35,S_Cmd,22775,1,1138750,-1290,-0.11,5530,0.49,-2120,-0.19,1151380,287.84
4145,空頭出場,2024-11-13 03:00,Trend Rev,22800,1,1135250,-4790,-0.42,2030,0.18,-5620,-0.50,1146610,286.65
4145,空頭進場,2024-11-13 00:00,S_Add,22705,1,1135250,-4790,-0.42,2030,0.18,-5620,-0.50,1146610,286.65
4146,空頭出場,2024-11-13 03:00,Trend Rev,22800,1,1134200,-5840,-0.51,980,0.09,-6670,-0.59,1140790,285.20
4146,空頭進場,2024-11-13 00:10,S_Add,22684,1,1134200,-5840,-0.51,980,0.09,-6670,-0.59,1140790,285.20
4147,空頭出場,2024-11-13 03:00,Trend Rev,22800,1,1133750,-6290,-0.55,30,0.00,-7120,-0.63,1134520,283.63
4147,空頭進場,2024-11-13 00:15,S_G_進,22675,1,1133750,-6290,-0.55,30,0.00,-7120,-0.63,1134520,283.63
4148,空頭出場,2024-11-13 23:05,S_Exit,22710,1,1144500,8960,0.78,9030,0.79,-670,-0.06,1143440,285.86
4148,空頭進場,2024-11-13 22:50,S_Cmd,22890,1,1144500,8960,0.78,9030,0.79,-670,-0.06,1143440,285.86
4149,空頭出場,2024-11-13 23:25,S_Exit_Add,22686,1,1140750,6410,0.56,6480,0.57,-470,-0.04,1149830,287.46
4149,空頭進場,2024-11-13 23:00,S_Add,22815,1,1140750,6410,0.56,6480,0.57,-470,-0.04,1149830,287.46
4150,空頭出場,2024-11-13 23:40,S_Exit_G,22675,1,1139900,6110,0.54,6180,0.54,-320,-0.03,1155940,288.99
4150,空頭進場,2024-11-13 23:05,S_Add,22798,1,1139900,6110,0.54,6180,0.54,-320,-0.03,1155940,288.99
4151,空頭出場,2024-11-14 03:25,Vol Bot,22806,1,1136950,-3390,-0.30,3230,0.28,-6320,-0.56,1152570,288.14
4151,空頭進場,2024-11-13 23:10,S_Add,22739,1,1136950,-3390,-0.30,3230,0.28,-6320,-0.56,1152570,288.14
4152,空頭出場,2024-11-14 03:25,Vol Bot,22806,1,1137250,-3090,-0.27,3530,0.31,-6020,-0.53,1149500,287.38
4152,空頭進場,2024-11-13 23:15,S_G_進,22745,1,1137250,-3090,-0.27,3530,0.31,-6020,-0.53,1149500,287.38
4153,空頭出場,2024-11-14 03:25,Vol Bot,22806,1,1134800,-5540,-0.49,1080,0.10,-8470,-0.75,1143980,286.00
4153,空頭進場,2024-11-13 23:30,S_G_進,22696,1,1134800,-5540,-0.49,1080,0.10,-8470,-0.75,1143980,286.00
4154,空頭出場,2024-11-14 04:35,S_Exit,22818,1,1137900,-3040,-0.27,1880,0.17,-3020,-0.27,1140920,285.23
4154,空頭進場,2024-11-14 03:40,S_Cmd,22758,1,1137900,-3040,-0.27,1880,0.17,-3020,-0.27,1140920,285.23
4155,空頭出場,2024-11-14 08:45,S_Exit_Add,22833,1,1136250,-5440,-0.48,230,0.02,-5420,-0.48,1135500,283.88
4155,空頭進場,2024-11-14 04:05,S_Add,22725,1,1136250,-5440,-0.48,230,0.02,-5420,-0.48,1135500,283.88
4156,空頭出場,2024-11-14 09:45,S_Exit,22815,1,1135450,-5340,-0.47,1430,0.13,-5320,-0.47,1130160,282.54
4156,空頭進場,2024-11-14 09:30,S_Cmd,22709,1,1135450,-5340,-0.47,1430,0.13,-5320,-0.47,1130160,282.54
4157,空頭出場,2024-11-14 12:15,S_Exit,22760,1,1131100,-6940,-0.61,2180,0.19,-6920,-0.61,1123220,280.81
4157,空頭進場,2024-11-14 10:20,S_Cmd,22622,1,1131100,-6940,-0.61,2180,0.19,-6920,-0.61,1123220,280.81
4158,空頭出場,2024-11-15 08:55,Trend Rev,22767,1,1136100,-2290,-0.20,2530,0.22,-2770,-0.24,1120910,280.23
4158,空頭進場,2024-11-15 04:10,S_Cmd,22722,1,1136100,-2290,-0.20,2530,0.22,-2770,-0.24,1120910,280.23
4159,空頭出場,2024-11-15 08:55,Trend Rev,22767,1,1133950,-4440,-0.39,0,0.00,-4920,-0.43,1116490,279.12
4159,空頭進場,2024-11-15 04:50,S_Add,22679,1,1133950,-4440,-0.39,0,0.00,-4920,-0.43,1116490,279.12
4160,空頭出場,2024-11-15 11:10,Trend Rev,22791,1,1135150,-4440,-0.39,680,0.06,-4570,-0.40,1112050,278.01
4160,空頭進場,2024-11-15 10:45,S_Cmd,22703,1,1135150,-4440,-0.39,680,0.06,-4570,-0.40,1112050,278.01
4161,空頭出場,2024-11-15 16:05,S_Exit,22673,1,1139150,5460,0.48,5530,0.49,-70,-0.01,1117510,279.38
4161,空頭進場,2024-11-15 13:40,S_Cmd,22783,1,1139150,5460,0.48,5530,0.49,-70,-0.01,1117510,279.38
4162,空頭出場,2024-11-15 22:35,S_Exit,22646,1,1136450,4110,0.36,4180,0.37,-570,-0.05,1121600,280.40
4162,空頭進場,2024-11-15 22:20,S_Cmd,22729,1,1136450,4110,0.36,4180,0.37,-570,-0.05,1121600,280.40
4163,空頭出場,2024-11-15 22:40,Vol Bot,22672,1,1133950,310,0.03,1680,0.15,-270,-0.02,1121930,280.48
4163,空頭進場,2024-11-15 22:35,S_Add,22679,1,1133950,310,0.03,1680,0.15,-270,-0.02,1121930,280.48
4164,空頭出場,2024-11-16 02:05,S_Exit,22530,1,1131400,4860,0.43,4930,0.44,-1120,-0.10,1126750,281.69
4164,空頭進場,2024-11-15 23:15,S_Cmd,22628,1,1131400,4860,0.43,4930,0.44,-1120,-0.10,1126750,281.69
4165,空頭出場,2024-11-16 02:45,S_Exit_Add,22483,1,1129500,5310,0.47,5380,0.48,-2720,-0.24,1132080,283.02
4165,空頭進場,2024-11-15 23:45,S_Add,22590,1,1129500,5310,0.47,5380,0.48,-2720,-0.24,1132080,283.02
4166,空頭出場,2024-11-16 02:45,S_Exit_Add,22483,1,1128650,4460,0.40,4530,0.40,-1170,-0.10,1136560,284.14
4166,空頭進場,2024-11-16 00:45,S_Add,22573,1,1128650,4460,0.40,4530,0.40,-1170,-0.10,1136560,284.14
4167,多頭出場,2024-11-20 08:50,Vol Top,22977,1,1144700,4110,0.36,4630,0.40,-2670,-0.23,1140630,285.16
4167,多頭進場,2024-11-20 00:20,L_Cmd,22894,1,1144700,4110,0.36,4630,0.40,-2670,-0.23,1140630,285.16
4168,多頭出場,2024-11-20 09:05,Vol Top,22946,1,1146500,760,0.07,3430,0.30,-1820,-0.16,1141410,285.35
4168,多頭進場,2024-11-20 03:05,L_Add,22930,1,1146500,760,0.07,3430,0.30,-1820,-0.16,1141410,285.35
4169,多頭出場,2024-11-20 09:50,Trend Rev,22866,1,1148850,-5590,-0.49,1080,0.09,-5670,-0.49,1135840,283.96
4169,多頭進場,2024-11-20 08:50,L_Add,22977,1,1148850,-5590,-0.49,1080,0.09,-5670,-0.49,1135840,283.96
4170,空頭出場,2024-11-20 20:50,Trend Rev,22794,1,1138700,-1040,-0.09,3080,0.27,-2470,-0.22,1134800,283.70
4170,空頭進場,2024-11-20 12:45,S_Cmd,22774,1,1138700,-1040,-0.09,3080,0.27,-2470,-0.22,1134800,283.70
4171,空頭出場,2024-11-20 22:30,S_Exit,22689,1,1137950,3460,0.30,3530,0.31,-820,-0.07,1138240,284.56
4171,空頭進場,2024-11-20 22:15,S_Cmd,22759,1,1137950,3460,0.30,3530,0.31,-820,-0.07,1138240,284.56
4172,空頭出場,2024-11-20 22:35,Vol Bot,22691,1,1136750,2160,0.19,2330,0.20,-670,-0.06,1140420,285.10
4172,空頭進場,2024-11-20 22:25,S_Add,22735,1,1136750,2160,0.19,2330,0.20,-670,-0.06,1140420,285.10
4173,空頭出場,2024-11-20 22:40,Vol Bot,22641,1,1134550,2460,0.22,3280,0.29,-170,-0.01,1142880,285.72
4173,空頭進場,2024-11-20 22:35,S_Add,22691,1,1134550,2460,0.22,3280,0.29,-170,-0.01,1142880,285.72
4174,空頭出場,2024-11-20 22:45,Vol Bot,22652,1,1132050,-590,-0.05,930,0.08,-820,-0.07,1142290,285.57
4174,空頭進場,2024-11-20 22:40,S_Add,22641,1,1132050,-590,-0.05,930,0.08,-820,-0.07,1142290,285.57
4175,空頭出場,2024-11-20 23:10,S_Exit,22523,1,1130150,3960,0.35,4030,0.36,-920,-0.08,1146230,286.56
4175,空頭進場,2024-11-20 23:00,S_Cmd,22603,1,1130150,3960,0.35,4030,0.36,-920,-0.08,1146230,286.56
4176,空頭出場,2024-11-21 00:50,S_Exit_Add,22658,1,1127750,-5190,-0.46,2930,0.26,-5170,-0.46,1141040,285.26
4176,空頭進場,2024-11-20 23:10,S_Add,22555,1,1127750,-5190,-0.46,2930,0.26,-5170,-0.46,1141040,285.26
4177,空頭出場,2024-11-21 04:30,S_Exit_Add,22689,1,1126200,-8290,-0.74,1380,0.12,-8270,-0.73,1132770,283.19
4177,空頭進場,2024-11-20 23:20,S_Add,22524,1,1126200,-8290,-0.74,1380,0.12,-8270,-0.73,1132770,283.19
4178,空頭出場,2024-11-21 09:10,Vol Bot,22564,1,1130250,2010,0.18,4480,0.40,-1220,-0.11,1134760,283.69
4178,空頭進場,2024-11-21 09:00,S_Cmd,22605,1,1130250,2010,0.18,4480,0.40,-1220,-0.11,1134760,283.69
4179,空頭出場,2024-11-21 09:20,S_BE,22605,1,1126450,-3840,-0.34,680,0.06,-3820,-0.34,1130940,282.74
4179,空頭進場,2024-11-21 09:05,S_Add,22529,1,1126450,-3840,-0.34,680,0.06,-3820,-0.34,1130940,282.74
4180,空頭出場,2024-11-21 15:25,S_Exit,22431,1,1128300,6710,0.59,6780,0.60,-2620,-0.23,1137650,284.41
4180,空頭進場,2024-11-21 13:35,S_Cmd,22566,1,1128300,6710,0.59,6780,0.60,-2620,-0.23,1137650,284.41
4181,多頭出場,2024-11-22 09:20,Vol Top,22990,1,1145750,3710,0.32,5180,0.45,-20,0.00,1141320,285.33
4181,多頭進場,2024-11-22 09:05,L_Cmd,22915,1,1145750,3710,0.32,5180,0.45,-20,0.00,1141320,285.33
4182,多頭出場,2024-11-22 10:40,L_Exit,23059,1,1149850,3060,0.27,3130,0.27,-7220,-0.63,1144400,286.10
4182,多頭進場,2024-11-22 09:15,L_Add,22997,1,1149850,3060,0.27,3130,0.27,-7220,-0.63,1144400,286.10
4183,多頭出場,2024-11-22 15:05,Vol Top,23080,1,1149500,4460,0.39,5730,0.50,-6870,-0.60,1148860,287.21
4183,多頭進場,2024-11-22 09:20,L_Add,22990,1,1149500,4460,0.39,5730,0.50,-6870,-0.60,1148860,287.21
4184,多頭出場,2024-11-22 15:05,Vol Top,23080,1,1152700,1260,0.11,2530,0.22,-4970,-0.43,1150140,287.54
4184,多頭進場,2024-11-22 10:45,L_Add,23054,1,1152700,1260,0.11,2530,0.22,-4970,-0.43,1150140,287.54
4185,多頭出場,2024-11-22 21:40,L_Exit,23064,1,1155750,-2590,-0.22,230,0.02,-2570,-0.22,1147550,286.89
4185,多頭進場,2024-11-22 21:25,L_Cmd,23115,1,1155750,-2590,-0.22,230,0.02,-2570,-0.22,1147550,286.89
4186,多頭出場,2024-11-25 09:55,L_Exit,23143,1,1161350,-4240,-0.37,1480,0.13,-4220,-0.36,1143310,285.83
4186,多頭進場,2024-11-25 08:50,L_Cmd,23227,1,1161350,-4240,-0.37,1480,0.13,-4220,-0.36,1143310,285.83
4187,空頭出場,2024-11-26 09:05,S_Exit,22654,1,1136450,3710,0.33,3780,0.33,-2970,-0.26,1147020,286.76
4187,空頭進場,2024-11-26 08:50,S_Cmd,22729,1,1136450,3710,0.33,3780,0.33,-2970,-0.26,1147020,286.76
4188,空頭出場,2024-11-26 09:30,S_Exit,22745,1,1132750,-4540,-0.40,2130,0.19,-4520,-0.40,1142480,285.62
4188,空頭進場,2024-11-26 09:10,S_Cmd,22655,1,1132750,-4540,-0.40,2130,0.19,-4520,-0.40,1142480,285.62
4189,空頭出場,2024-11-26 15:30,S_Exit,22556,1,1132650,4810,0.42,4880,0.43,-120,-0.01,1147290,286.82
4189,空頭進場,2024-11-26 13:40,S_Cmd,22653,1,1132650,4810,0.42,4880,0.43,-120,-0.01,1147290,286.82
4190,空頭出場,2024-11-26 23:45,Trend Rev,22699,1,1133350,-1640,-0.14,1330,0.12,-1820,-0.16,1145650,286.41
4190,空頭進場,2024-11-26 23:10,S_Cmd,22667,1,1133350,-1640,-0.14,1330,0.12,-1820,-0.16,1145650,286.41
4191,空頭出場,2024-11-27 12:45,S_Exit,22414,1,1126300,5560,0.49,5630,0.50,-3370,-0.30,1151170,287.79
4191,空頭進場,2024-11-27 10:00,S_Cmd,22526,1,1126300,5560,0.49,5630,0.50,-3370,-0.30,1151170,287.79
4192,空頭出場,2024-11-27 12:50,Vol Bot,22419,1,1123250,2260,0.20,2580,0.23,-770,-0.07,1153450,288.36
4192,空頭進場,2024-11-27 12:15,S_Add,22465,1,1123250,2260,0.20,2580,0.23,-770,-0.07,1153450,288.36
4193,空頭出場,2024-11-27 12:50,Vol Bot,22419,1,1122900,1910,0.17,2230,0.20,-1120,-0.10,1155380,288.85
4193,空頭進場,2024-11-27 12:20,S_Add,22458,1,1122900,1910,0.17,2230,0.20,-1120,-0.10,1155380,288.85
4194,空頭出場,2024-11-27 12:55,Vol Bot,22402,1,1120950,810,0.07,1630,0.15,-120,-0.01,1156190,289.05
4194,空頭進場,2024-11-27 12:50,S_Add,22419,1,1120950,810,0.07,1630,0.15,-120,-0.01,1156190,289.05
4195,空頭出場,2024-11-27 15:05,S_Exit,22434,1,1118100,-3640,-0.33,1030,0.09,-3620,-0.32,1152550,288.14
4195,空頭進場,2024-11-27 13:15,S_Cmd,22362,1,1118100,-3640,-0.33,1030,0.09,-3620,-0.32,1152550,288.14
4196,空頭出場,2024-11-27 22:40,S_Exit,22405,1,1117200,-3090,-0.28,630,0.06,-3070,-0.27,1149460,287.37
4196,空頭進場,2024-11-27 22:35,S_Cmd,22344,1,1117200,-3090,-0.28,630,0.06,-3070,-0.27,1149460,287.37
4197,空頭出場,2024-11-27 23:35,S_Exit,22207,1,1115050,4660,0.42,4730,0.42,-620,-0.06,1154080,288.52
4197,空頭進場,2024-11-27 23:15,S_Cmd,22301,1,1115050,4660,0.42,4730,0.42,-620,-0.06,1154080,288.52
4198,空頭出場,2024-11-28 00:15,S_Exit_Add,22156,1,1113250,5410,0.49,5480,0.49,-170,-0.02,1159470,289.87
4198,空頭進場,2024-11-27 23:25,S_Add,22265,1,1113250,5410,0.49,5480,0.49,-170,-0.02,1159470,289.87
4199,空頭出場,2024-11-28 00:25,S_Exit_G,22145,1,1111750,4460,0.40,4530,0.41,-870,-0.08,1163930,290.98
4199,空頭進場,2024-11-27 23:30,S_Add,22235,1,1111750,4460,0.40,4530,0.41,-870,-0.08,1163930,290.98
4200,空頭出場,2024-11-28 00:45,S_Exit_Add,22110,1,1110450,4910,0.44,4980,0.45,-1770,-0.16,1168840,292.21
4200,空頭進場,2024-11-27 23:40,S_Add,22209,1,1110450,4910,0.44,4980,0.45,-1770,-0.16,1168840,292.21
4201,空頭出場,2024-11-28 00:45,S_Exit_Add,22110,1,1109800,4260,0.38,4330,0.39,-1120,-0.10,1173120,293.28
4201,空頭進場,2024-11-28 00:05,S_G_進,22196,1,1109800,4260,0.38,4330,0.39,-1120,-0.10,1173120,293.28
4202,空頭出場,2024-11-28 00:45,S_Exit_G,22110,1,1108150,2610,0.24,2680,0.24,-1520,-0.14,1175750,293.94
4202,空頭進場,2024-11-28 00:20,S_G_進,22163,1,1108150,2610,0.24,2680,0.24,-1520,-0.14,1175750,293.94
4203,空頭出場,2024-11-28 00:50,S_Exit_G,22097,1,1107850,2960,0.27,3030,0.27,-1820,-0.16,1178710,294.68
4203,空頭進場,2024-11-28 00:30,S_G_進,22157,1,1107850,2960,0.27,3030,0.27,-1820,-0.16,1178710,294.68
4204,空頭出場,2024-11-28 04:55,S_Exit_Add,22260,1,1105500,-7540,-0.68,3030,0.27,-7520,-0.68,1171190,292.80
4204,空頭進場,2024-11-28 00:50,S_Add,22110,1,1105500,-7540,-0.68,3030,0.27,-7520,-0.68,1171190,292.80
4205,空頭出場,2024-11-28 10:50,Trend Rev,22261,1,1109400,-3690,-0.33,3530,0.32,-4020,-0.36,1167500,291.88
4205,空頭進場,2024-11-28 09:55,S_Cmd,22188,1,1109400,-3690,-0.33,3530,0.32,-4020,-0.36,1167500,291.88
4206,空頭出場,2024-11-29 09:00,Vol Bot,22085,1,1107100,2810,0.25,3930,0.35,-70,-0.01,1170290,292.57
4206,空頭進場,2024-11-29 08:50,S_Cmd,22142,1,1107100,2810,0.25,3930,0.35,-70,-0.01,1170290,292.57
4207,空頭出場,2024-11-29 09:05,Vol Bot,22009,1,1104600,4110,0.37,4430,0.40,-720,-0.07,1174400,293.60
4207,空頭進場,2024-11-29 08:55,S_Add,22092,1,1104600,4110,0.37,4430,0.40,-720,-0.07,1174400,293.60
4208,空頭出場,2024-11-29 09:05,S_BE,22092,1,1104250,-390,-0.04,4080,0.37,-370,-0.03,1174010,293.50
4208,空頭進場,2024-11-29 09:00,S_Add,22085,1,1104250,-390,-0.04,4080,0.37,-370,-0.03,1174010,293.50
4209,空頭出場,2024-11-29 09:10,S_Exit_Add,22158,1,1100450,-7490,-0.68,80,0.01,-7470,-0.68,1166540,291.64
4209,空頭進場,2024-11-29 09:05,S_Add,22009,1,1100450,-7490,-0.68,80,0.01,-7470,-0.68,1166540,291.64
4210,多頭出場,2024-12-02 09:30,L_Exit,22724,1,1130500,5660,0.50,5730,0.51,-1920,-0.17,1172140,293.03
4210,多頭進場,2024-12-02 09:05,L_Cmd,22610,1,1130500,5660,0.50,5730,0.51,-1920,-0.17,1172140,293.03
4211,多頭出場,2024-12-02 09:30,L_Exit_G,22724,1,1132400,3760,0.33,3830,0.34,-570,-0.05,1175920,293.98
4211,多頭進場,2024-12-02 09:15,L_Add,22648,1,1132400,3760,0.33,3830,0.34,-570,-0.05,1175920,293.98
4212,多頭出場,2024-12-02 10:25,L_Exit_Add,22772,1,1134500,4060,0.36,4130,0.36,-2670,-0.24,1179960,294.99
4212,多頭進場,2024-12-02 09:20,L_Add,22690,1,1134500,4060,0.36,4130,0.36,-2670,-0.24,1179960,294.99
4213,多頭出場,2024-12-02 10:25,L_Exit_G,22772,1,1134350,4210,0.37,4280,0.38,-220,-0.02,1184190,296.05
4213,多頭進場,2024-12-02 09:30,L_G_進,22687,1,1134350,4210,0.37,4280,0.38,-220,-0.02,1184190,296.05
4214,多頭出場,2024-12-02 10:55,L_Exit_G,22799,1,1135900,4010,0.35,4080,0.36,-870,-0.08,1188180,297.05
4214,多頭進場,2024-12-02 09:35,L_Add,22718,1,1135900,4010,0.35,4080,0.36,-870,-0.08,1188180,297.05
4215,多頭出場,2024-12-02 12:30,L_Exit_Add,22809,1,1136500,3910,0.34,3980,0.35,-1470,-0.13,1192090,298.02
4215,多頭進場,2024-12-02 09:45,L_G_進,22730,1,1136500,3910,0.34,3980,0.35,-1470,-0.13,1192090,298.02
4216,多頭出場,2024-12-02 12:35,Vol Top,22801,1,1137750,2260,0.20,2730,0.24,-820,-0.07,1194350,298.59
4216,多頭進場,2024-12-02 10:30,L_Add,22755,1,1137750,2260,0.20,2730,0.24,-820,-0.07,1194350,298.59
4217,多頭出場,2024-12-02 12:35,Vol Top,22801,1,1138750,1260,0.11,1730,0.15,-1820,-0.16,1195630,298.91
4217,多頭進場,2024-12-02 10:35,L_G_進,22775,1,1138750,1260,0.11,1730,0.15,-1820,-0.16,1195630,298.91
4218,多頭出場,2024-12-02 12:35,Vol Top,22801,1,1139400,610,0.05,1080,0.09,-2470,-0.22,1196260,299.07
4218,多頭進場,2024-12-02 11:00,L_G_進,22788,1,1139400,610,0.05,1080,0.09,-2470,-0.22,1196260,299.07
4219,多頭出場,2024-12-02 13:40,L_Exit_G,22825,1,1140050,1160,0.10,1230,0.11,-1270,-0.11,1197440,299.36
4219,多頭進場,2024-12-02 12:35,L_G_進,22801,1,1140050,1160,0.10,1230,0.11,-1270,-0.11,1197440,299.36
4220,多頭出場,2024-12-02 21:30,L_Exit,22940,1,1141500,5460,0.48,5530,0.48,-1370,-0.12,1202840,300.71
4220,多頭進場,2024-12-02 15:00,L_Cmd,22830,1,1141500,5460,0.48,5530,0.48,-1370,-0.12,1202840,300.71
4221,多頭出場,2024-12-02 21:35,L_Exit_G,22951,1,1145700,1810,0.16,1880,0.16,-470,-0.04,1204670,301.17
4221,多頭進場,2024-12-02 21:05,L_Add,22914,1,1145700,1810,0.16,1880,0.16,-470,-0.04,1204670,301.17
4222,多頭出場,2024-12-02 22:30,L_Exit_Add,23004,1,1146550,3610,0.31,3680,0.32,-1320,-0.12,1208280,302.07
4222,多頭進場,2024-12-02 21:10,L_Add,22931,1,1146550,3610,0.31,3680,0.32,-1320,-0.12,1208280,302.07
4223,多頭出場,2024-12-02 22:30,L_Exit_Add,23004,1,1146000,4160,0.36,4230,0.37,-770,-0.07,1212460,303.11
4223,多頭進場,2024-12-02 21:15,L_G_進,22920,1,1146000,4160,0.36,4230,0.37,-770,-0.07,1212460,303.11
4224,多頭出場,2024-12-02 22:35,Vol Top,22998,1,1148050,1810,0.16,2180,0.19,-520,-0.05,1214270,303.57
4224,多頭進場,2024-12-02 22:30,L_Add,22961,1,1148050,1810,0.16,2180,0.19,-520,-0.05,1214270,303.57
4225,多頭出場,2024-12-02 22:55,Vol Top,23020,1,1149900,1060,0.09,1280,0.11,-1870,-0.16,1215350,303.84
4225,多頭進場,2024-12-02 22:35,L_Add,22998,1,1149900,1060,0.09,1280,0.11,-1870,-0.16,1215350,303.84
4226,多頭出場,2024-12-03 03:05,Vol Top,23104,1,1152100,3060,0.27,3280,0.28,-2070,-0.18,1218350,304.59
4226,多頭進場,2024-12-02 23:15,L_Cmd,23042,1,1152100,3060,0.27,3280,0.28,-2070,-0.18,1218350,304.59
4227,多頭出場,2024-12-03 03:05,Vol Top,23104,1,1153700,1460,0.13,1680,0.15,-570,-0.05,1219830,304.96
4227,多頭進場,2024-12-03 00:30,L_Add,23074,1,1153700,1460,0.13,1680,0.15,-570,-0.05,1219830,304.96
4228,多頭出場,2024-12-03 03:25,L_G_Cut,23075,1,1154400,-690,-0.06,980,0.08,-1170,-0.10,1219160,304.79
4228,多頭進場,2024-12-03 00:40,L_Add,23088,1,1154400,-690,-0.06,980,0.08,-1170,-0.10,1219160,304.79
4229,多頭出場,2024-12-03 08:45,L_Exit,23180,1,1155200,3760,0.33,3830,0.33,-2220,-0.19,1222940,305.74
4229,多頭進場,2024-12-03 03:05,L_G_進,23104,1,1155200,3760,0.33,3830,0.33,-2220,-0.19,1222940,305.74
4230,多頭出場,2024-12-03 09:55,L_Exit,23049,1,1156900,-4490,-0.39,1230,0.11,-4470,-0.39,1218450,304.61
4230,多頭進場,2024-12-03 09:20,L_Cmd,23138,1,1156900,-4490,-0.39,1230,0.11,-4470,-0.39,1218450,304.61
4231,多頭出場,2024-12-03 13:20,Trend Rev,23048,1,1156200,-3840,-0.33,1230,0.11,-3820,-0.33,1214610,303.65
4231,多頭進場,2024-12-03 11:40,L_Cmd,23124,1,1156200,-3840,-0.33,1230,0.11,-3820,-0.33,1214610,303.65
4232,多頭出場,2024-12-03 21:35,L_Exit,23089,1,1156450,-2040,-0.18,30,0.00,-2020,-0.17,1212570,303.14
4232,多頭進場,2024-12-03 21:15,L_Cmd,23129,1,1156450,-2040,-0.18,30,0.00,-2020,-0.17,1212570,303.14
4233,多頭出場,2024-12-04 08:45,L_Exit,23215,1,1156250,4460,0.39,4530,0.39,-970,-0.08,1217030,304.26
4233,多頭進場,2024-12-04 03:20,L_Cmd,23125,1,1156250,4460,0.39,4530,0.39,-970,-0.08,1217030,304.26
4234,多頭出場,2024-12-04 12:45,Vol Top,23220,1,1156900,4060,0.35,4480,0.39,-970,-0.08,1221030,305.26
4234,多頭進場,2024-12-04 09:55,L_Cmd,23138,1,1156900,4060,0.35,4480,0.39,-970,-0.08,1221030,305.26
4235,多頭出場,2024-12-04 12:45,Vol Top,23220,1,1160100,860,0.07,1280,0.11,-3220,-0.28,1221910,305.48
4235,多頭進場,2024-12-04 11:40,L_Add,23202,1,1160100,860,0.07,1280,0.11,-3220,-0.28,1221910,305.48
4236,多頭出場,2024-12-04 12:50,Vol Top,23227,1,1160250,1060,0.09,1330,0.11,-3370,-0.29,1222990,305.75
4236,多頭進場,2024-12-04 11:45,L_Add,23205,1,1160250,1060,0.09,1330,0.11,-3370,-0.29,1222990,305.75
4237,多頭出場,2024-12-04 13:25,L_Exit,23275,1,1161000,2710,0.23,2780,0.24,-720,-0.06,1225720,306.43
4237,多頭進場,2024-12-04 12:45,L_G_進,23220,1,1161000,2710,0.23,2780,0.24,-720,-0.06,1225720,306.43
4238,多頭出場,2024-12-04 22:30,L_Exit_Add,23233,1,1163650,-2040,-0.18,2830,0.24,-2020,-0.17,1223660,305.91
4238,多頭進場,2024-12-04 13:30,L_Cmd,23273,1,1163650,-2040,-0.18,2830,0.24,-2020,-0.17,1223660,305.91
