交易編號,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,報酬 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %,持續時間（K線）
954,空頭進場,2022-08-24 00:25,S_Cmd,15068,1,753400,-590,-0.08,80,0.01,-570,-0.08,190840,47.71,2
955,空頭出場,2022-08-24 11:00,S_Exit,15014,1,753100,2360,0.31,2430,0.32,-420,-0.06,193160,48.29,14
955,空頭進場,2022-08-24 09:50,S_Cmd,15062,1,753100,2360,0.31,2430,0.32,-420,-0.06,193160,48.29,14
956,空頭出場,2022-08-24 12:10,S_Exit_Add,14996,1,752450,2610,0.35,2680,0.36,-1070,-0.14,195750,48.94,23
956,空頭進場,2022-08-24 10:15,S_Add,15049,1,752450,2610,0.35,2680,0.36,-1070,-0.14,195750,48.94,23
957,空頭出場,2022-08-24 12:10,S_Exit_G,14996,1,751450,1610,0.21,1680,0.22,-670,-0.09,197380,49.35,17
957,空頭進場,2022-08-24 10:45,S_Add,15029,1,751450,1610,0.21,1680,0.22,-670,-0.09,197380,49.35,17
958,空頭出場,2022-08-24 12:10,S_Exit_G,14996,1,750700,860,0.11,930,0.12,-920,-0.12,198260,49.57,14
958,空頭進場,2022-08-24 11:00,S_G_進,15014,1,750700,860,0.11,930,0.12,-920,-0.12,198260,49.57,14
959,空頭出場,2022-08-24 12:15,S_Exit_Add,14988,1,750500,1060,0.14,1130,0.15,-20,0.00,199320,49.83,2
959,空頭進場,2022-08-24 12:05,S_G_進,15010,1,750500,1060,0.14,1130,0.15,-20,0.00,199320,49.83,2
960,空頭出場,2022-08-24 12:45,S_Exit_Add,15048,1,749500,-2940,-0.39,130,0.02,-2920,-0.39,196400,49.10,6
960,空頭進場,2022-08-24 12:15,S_Add,14990,1,749500,-2940,-0.39,130,0.02,-2920,-0.39,196400,49.10,6
961,多頭出場,2022-08-25 15:00,L_Exit,15256,1,758750,4010,0.53,4080,0.54,-670,-0.09,200410,50.10,7
961,多頭進場,2022-08-25 13:15,L_Cmd,15175,1,758750,4010,0.53,4080,0.54,-670,-0.09,200410,50.10,7
962,多頭出場,2022-08-25 23:25,L_Cmd_Fast,15223,1,761900,-790,-0.10,1780,0.23,-820,-0.11,199580,49.90,17
962,多頭進場,2022-08-25 22:00,L_Cmd,15238,1,761900,-790,-0.10,1780,0.23,-820,-0.11,199580,49.90,17
963,多頭出場,2022-08-26 03:45,L_Exit_Add,15281,1,762800,1210,0.16,1280,0.17,-1720,-0.23,200770,50.19,64
963,多頭進場,2022-08-25 22:25,L_Add,15256,1,762800,1210,0.16,1280,0.17,-1720,-0.23,200770,50.19,64
964,多頭出場,2022-08-26 03:55,L_Exit_Add,15294,1,763400,1260,0.17,1330,0.17,-2320,-0.30,202030,50.51,62
964,多頭進場,2022-08-25 22:45,L_Add,15268,1,763400,1260,0.17,1330,0.17,-2320,-0.30,202030,50.51,62
965,多頭出場,2022-08-26 03:55,L_Exit_G,15294,1,763800,860,0.11,930,0.12,-70,-0.01,202910,50.73,3
965,多頭進場,2022-08-26 03:40,L_Add,15276,1,763800,860,0.11,930,0.12,-70,-0.01,202910,50.73,3
966,多頭出場,2022-08-26 08:50,L_Exit_G,15299,1,764100,810,0.11,880,0.12,-570,-0.07,203740,50.93,16
966,多頭進場,2022-08-26 03:45,L_G_進,15282,1,764100,810,0.11,880,0.12,-570,-0.07,203740,50.93,16
967,多頭出場,2022-08-26 09:00,L_Exit_Add,15304,1,764500,660,0.09,730,0.10,-970,-0.13,204420,51.11,16
967,多頭進場,2022-08-26 03:55,L_G_進,15290,1,764500,660,0.09,730,0.10,-970,-0.13,204420,51.11,16
968,多頭出場,2022-08-26 09:15,L_Exit,15276,1,765150,-1390,-0.18,80,0.01,-1370,-0.18,203030,50.76,2
968,多頭進場,2022-08-26 09:05,L_Cmd,15303,1,765150,-1390,-0.18,80,0.01,-1370,-0.18,203030,50.76,2
969,多頭出場,2022-08-26 10:20,L_Cmd_Fast,15274,1,764450,-790,-0.10,130,0.02,-870,-0.11,202240,50.56,3
969,多頭進場,2022-08-26 10:05,L_Cmd,15289,1,764450,-790,-0.10,130,0.02,-870,-0.11,202240,50.56,3
970,多頭出場,2022-08-26 12:30,L_Cmd_Fast,15284,1,765300,-1140,-0.15,130,0.02,-1420,-0.19,201100,50.28,10
970,多頭進場,2022-08-26 11:40,L_Cmd,15306,1,765300,-1140,-0.15,130,0.02,-1420,-0.19,201100,50.28,10
971,多頭出場,2022-08-26 21:50,L_Exit,15253,1,764100,-1490,-0.19,680,0.09,-1470,-0.19,199610,49.90,9
971,多頭進場,2022-08-26 21:05,L_Cmd,15282,1,764100,-1490,-0.19,680,0.09,-1470,-0.19,199610,49.90,9
972,空頭出場,2022-08-27 02:25,S_Exit,15034,1,755100,3360,0.44,3430,0.45,-920,-0.12,202950,50.74,40
972,空頭進場,2022-08-26 23:05,S_Cmd,15102,1,755100,3360,0.44,3430,0.45,-920,-0.12,202950,50.74,40
973,空頭出場,2022-08-27 02:55,S_Exit_Add,15019,1,753650,2660,0.35,2730,0.36,-1370,-0.18,205630,51.41,28
973,空頭進場,2022-08-27 00:35,S_Add,15073,1,753650,2660,0.35,2730,0.36,-1370,-0.18,205630,51.41,28
974,空頭出場,2022-08-27 04:45,S_Exit,14961,1,750000,1910,0.25,1980,0.26,-420,-0.06,207480,51.87,12
974,空頭進場,2022-08-27 03:45,S_Cmd,15000,1,750000,1910,0.25,1980,0.26,-420,-0.06,207480,51.87,12
975,空頭出場,2022-08-27 04:50,S_Exit_Add,14954,1,749300,1560,0.21,1630,0.22,-320,-0.04,209060,52.26,9
975,空頭進場,2022-08-27 04:05,S_Add,14986,1,749300,1560,0.21,1630,0.22,-320,-0.04,209060,52.26,9
976,空頭出場,2022-08-27 04:55,S_Exit_Add,14932,1,748750,2110,0.28,2180,0.29,-20,0.00,211150,52.79,3
976,空頭進場,2022-08-27 04:40,S_Add,14975,1,748750,2110,0.28,2180,0.29,-20,0.00,211150,52.79,3
977,空頭出場,2022-08-27 04:55,S_Exit_G,14932,1,748000,1360,0.18,1430,0.19,-120,-0.02,212530,53.13,2
977,空頭進場,2022-08-27 04:45,S_G_進,14960,1,748000,1360,0.18,1430,0.19,-120,-0.02,212530,53.13,2
978,空頭出場,2022-08-27 04:55,S_Exit_G,14932,1,747700,1060,0.14,1130,0.15,-270,-0.04,213610,53.40,1
978,空頭進場,2022-08-27 04:50,S_G_進,14954,1,747700,1060,0.14,1130,0.15,-270,-0.04,213610,53.40,1
979,空頭出場,2022-08-27 04:55,S_Exit_G,14932,1,747450,810,0.11,880,0.12,-70,-0.01,214440,53.61,0
979,空頭進場,2022-08-27 04:55,S_G_進,14949,1,747450,810,0.11,880,0.12,-70,-0.01,214440,53.61,0
980,空頭出場,2022-08-29 10:20,S_Exit,14857,1,739650,-3240,-0.44,1530,0.21,-3220,-0.44,211200,52.80,13
980,空頭進場,2022-08-29 09:15,S_Cmd,14793,1,739650,-3240,-0.44,1530,0.21,-3220,-0.44,211200,52.80,13
981,空頭出場,2022-08-29 15:05,S_Cmd_Fast,14862,1,742200,-940,-0.13,1380,0.19,-1170,-0.16,210220,52.55,5
981,空頭進場,2022-08-29 13:30,S_Cmd,14844,1,742200,-940,-0.13,1380,0.19,-1170,-0.16,210220,52.55,5
982,空頭出場,2022-08-29 21:55,Trend Rev,14875,1,741200,-2590,-0.35,380,0.05,-3120,-0.42,207650,51.91,85
982,空頭進場,2022-08-29 13:40,S_Add,14824,1,741200,-2590,-0.35,380,0.05,-3120,-0.42,207650,51.91,85
983,空頭出場,2022-08-29 21:55,Trend Rev,14875,1,742350,-1440,-0.19,1330,0.18,-1970,-0.27,206230,51.56,83
983,空頭進場,2022-08-29 15:00,S_Add,14847,1,742350,-1440,-0.19,1330,0.18,-1970,-0.27,206230,51.56,83
984,空頭出場,2022-08-30 00:05,S_Cmd_Fast,14861,1,742300,-790,-0.11,2080,0.28,-820,-0.11,205400,51.35,17
984,空頭進場,2022-08-29 22:40,S_Cmd,14846,1,742300,-790,-0.11,2080,0.28,-820,-0.11,205400,51.35,17
985,空頭出場,2022-08-30 00:20,Trend Rev,14865,1,741000,-2290,-0.31,780,0.11,-2570,-0.35,203130,50.78,17
985,空頭進場,2022-08-29 22:55,S_Add,14820,1,741000,-2290,-0.31,780,0.11,-2570,-0.35,203130,50.78,17
986,空頭出場,2022-08-30 00:20,Trend Rev,14865,1,740650,-2640,-0.36,280,0.04,-2920,-0.39,200510,50.13,16
986,空頭進場,2022-08-29 23:00,S_Add,14813,1,740650,-2640,-0.36,280,0.04,-2920,-0.39,200510,50.13,16
987,空頭出場,2022-08-30 22:20,S_Exit,14823,1,743750,2560,0.34,2630,0.35,-270,-0.04,203050,50.76,2
987,空頭進場,2022-08-30 22:10,S_Cmd,14875,1,743750,2560,0.34,2630,0.35,-270,-0.04,203050,50.76,2
988,空頭出場,2022-08-30 22:30,S_Exit_Add,14793,1,742900,3210,0.43,3280,0.44,-270,-0.04,206260,51.57,2
988,空頭進場,2022-08-30 22:20,S_Add,14858,1,742900,3210,0.43,3280,0.44,-270,-0.04,206260,51.57,2
989,空頭出場,2022-08-30 22:40,S_Exit_Add,14755,1,741250,3460,0.47,3530,0.48,-920,-0.12,209700,52.43,3
989,空頭進場,2022-08-30 22:25,S_Add,14825,1,741250,3460,0.47,3530,0.48,-920,-0.12,209700,52.43,3
990,空頭出場,2022-08-30 22:45,S_Exit_Add,14726,1,739700,3360,0.45,3430,0.46,-120,-0.02,213060,53.26,2
990,空頭進場,2022-08-30 22:35,S_Add,14794,1,739700,3360,0.45,3430,0.46,-120,-0.02,213060,53.26,2
991,空頭出場,2022-08-31 00:15,S_Exit_Add,14835,1,739350,-2440,-0.33,3280,0.44,-2420,-0.33,210620,52.65,19
991,空頭進場,2022-08-30 22:40,S_Add,14787,1,739350,-2440,-0.33,3280,0.44,-2420,-0.33,210620,52.65,19
992,空頭出場,2022-08-31 08:45,S_Exit_Add,14862,1,737900,-5240,-0.71,1830,0.25,-5220,-0.71,205400,51.35,75
992,空頭進場,2022-08-30 22:45,S_Add,14758,1,737900,-5240,-0.71,1830,0.25,-5220,-0.71,205400,51.35,75
993,空頭出場,2022-08-31 08:50,Trend Rev,14862,1,736550,-6590,-0.89,480,0.07,-6720,-0.91,198830,49.71,75
993,空頭進場,2022-08-30 22:50,S_Add,14731,1,736550,-6590,-0.89,480,0.07,-6720,-0.91,198830,49.71,75
994,多頭出場,2022-08-31 15:25,L_Exit,15002,1,752550,-2490,-0.33,2330,0.31,-2470,-0.33,196340,49.09,15
994,多頭進場,2022-08-31 13:00,L_Cmd,15051,1,752550,-2490,-0.33,2330,0.31,-2470,-0.33,196340,49.09,15
995,空頭出場,2022-08-31 22:15,Trend Rev,14986,1,748800,-540,-0.07,430,0.06,-920,-0.12,195800,48.95,2
995,空頭進場,2022-08-31 22:05,S_Cmd,14976,1,748800,-540,-0.07,430,0.06,-920,-0.12,195800,48.95,2
996,空頭出場,2022-08-31 22:45,Trend Rev,14983,1,748050,-1140,-0.15,530,0.07,-1120,-0.15,194660,48.67,3
996,空頭進場,2022-08-31 22:30,S_Cmd,14961,1,748050,-1140,-0.15,530,0.07,-1120,-0.15,194660,48.67,3
997,空頭出場,2022-09-01 11:45,S_Exit,14676,1,737450,3610,0.49,3680,0.50,-2520,-0.34,198230,49.56,35
997,空頭進場,2022-09-01 08:50,S_Cmd,14749,1,737450,3610,0.49,3680,0.50,-2520,-0.34,198230,49.56,35
998,空頭出場,2022-09-01 16:50,S_Exit_Add,14647,1,735700,3310,0.45,3380,0.46,-3670,-0.50,201560,50.39,73
998,空頭進場,2022-09-01 09:30,S_Add,14714,1,735700,3310,0.45,3380,0.46,-3670,-0.50,201560,50.39,73
999,空頭出場,2022-09-01 19:35,Trend Rev,14739,1,734650,-2340,-0.32,2580,0.35,-3020,-0.41,199240,49.81,79
999,空頭進場,2022-09-01 11:45,S_Add,14693,1,734650,-2340,-0.32,2580,0.35,-3020,-0.41,199240,49.81,79
1000,空頭出場,2022-09-02 00:05,S_Cmd_Fast,14676,1,733150,-690,-0.09,2480,0.34,-1470,-0.20,198510,49.63,24
1000,空頭進場,2022-09-01 22:05,S_Cmd,14663,1,733150,-690,-0.09,2480,0.34,-1470,-0.20,198510,49.63,24
1001,空頭出場,2022-09-02 01:25,S_Exit_Add,14713,1,731350,-4340,-0.59,680,0.09,-4320,-0.59,194190,48.55,38
1001,空頭進場,2022-09-01 22:15,S_Add,14627,1,731350,-4340,-0.59,680,0.09,-4320,-0.59,194190,48.55,38
1002,空頭出場,2022-09-02 01:25,S_Exit_Add,14717,1,731150,-4740,-0.65,130,0.02,-4720,-0.65,189470,47.37,37
1002,空頭進場,2022-09-01 22:20,S_Add,14623,1,731150,-4740,-0.65,130,0.02,-4720,-0.65,189470,47.37,37
1003,空頭出場,2022-09-02 09:20,Trend Rev,14731,1,735950,-640,-0.09,830,0.11,-1170,-0.16,188830,47.21,2
1003,空頭進場,2022-09-02 09:10,S_Cmd,14719,1,735950,-640,-0.09,830,0.11,-1170,-0.16,188830,47.21,2
1004,空頭出場,2022-09-02 10:00,Trend Rev,14731,1,734400,-2190,-0.30,280,0.04,-2170,-0.30,186640,46.66,5
1004,空頭進場,2022-09-02 09:35,S_Cmd,14688,1,734400,-2190,-0.30,280,0.04,-2170,-0.30,186640,46.66,5
1005,空頭出場,2022-09-02 12:15,S_Cmd_Fast,14686,1,733100,-1240,-0.17,1680,0.23,-1720,-0.23,185400,46.35,25
1005,空頭進場,2022-09-02 10:10,S_Cmd,14662,1,733100,-1240,-0.17,1680,0.23,-1720,-0.23,185400,46.35,25
1006,空頭出場,2022-09-02 16:05,S_G_Cut,14645,1,731650,-640,-0.09,2480,0.34,-670,-0.09,184700,46.18,21
1006,空頭進場,2022-09-02 13:10,S_Cmd,14633,1,731650,-640,-0.09,2480,0.34,-670,-0.09,184700,46.18,21
1007,空頭出場,2022-09-02 16:05,S_Cmd_Fast,14645,1,730500,-1790,-0.25,1330,0.18,-1820,-0.25,182930,45.73,18
1007,空頭進場,2022-09-02 13:25,S_Add,14610,1,730500,-1790,-0.25,1330,0.18,-1820,-0.25,182930,45.73,18
1008,空頭出場,2022-09-02 20:35,Trend Rev,14669,1,730050,-3440,-0.47,880,0.12,-4070,-0.56,179510,44.88,71
1008,空頭進場,2022-09-02 13:30,S_Add,14601,1,730050,-3440,-0.47,880,0.12,-4070,-0.56,179510,44.88,71
1009,空頭出場,2022-09-02 20:35,Trend Rev,14669,1,729250,-4240,-0.58,80,0.01,-4870,-0.67,175290,43.82,70
1009,空頭進場,2022-09-02 13:35,S_G_進,14585,1,729250,-4240,-0.58,80,0.01,-4870,-0.67,175290,43.82,70
1010,空頭出場,2022-09-03 00:45,S_Exit,14618,1,733450,2510,0.34,2580,0.35,-170,-0.02,177780,44.45,2
1010,空頭進場,2022-09-03 00:35,S_Cmd,14669,1,733450,2510,0.34,2580,0.35,-170,-0.02,177780,44.45,2
1011,空頭出場,2022-09-03 01:25,S_Exit_Add,14562,1,731450,3310,0.45,3380,0.46,-670,-0.09,181110,45.28,8
1011,空頭進場,2022-09-03 00:45,S_Add,14629,1,731450,3310,0.45,3380,0.46,-670,-0.09,181110,45.28,8
1012,空頭出場,2022-09-05 08:45,S_Exit,14593,1,726900,-2790,-0.38,880,0.12,-2770,-0.38,178320,44.58,16
1012,空頭進場,2022-09-03 03:40,S_Cmd,14538,1,726900,-2790,-0.38,880,0.12,-2770,-0.38,178320,44.58,16
1013,空頭出場,2022-09-05 11:00,S_Cmd_Fast,14625,1,728950,-2340,-0.32,930,0.13,-2470,-0.34,175980,44.00,4
1013,空頭進場,2022-09-05 10:40,S_Cmd,14579,1,728950,-2340,-0.32,930,0.13,-2470,-0.34,175980,44.00,4
1014,空頭出場,2022-09-06 04:45,Trend Rev,14634,1,731600,-140,-0.02,480,0.07,-320,-0.04,175840,43.96,4
1014,空頭進場,2022-09-06 04:25,S_Cmd,14632,1,731600,-140,-0.02,480,0.07,-320,-0.04,175840,43.96,4
1015,空頭出場,2022-09-06 12:05,S_Cmd_Fast,14629,1,730000,-1490,-0.20,2230,0.31,-1670,-0.23,174330,43.58,11
1015,空頭進場,2022-09-06 11:10,S_Cmd,14600,1,730000,-1490,-0.20,2230,0.31,-1670,-0.23,174330,43.58,11
1016,空頭出場,2022-09-06 12:30,Trend Rev,14643,1,728350,-3840,-0.53,580,0.08,-3870,-0.53,170510,42.63,15
1016,空頭進場,2022-09-06 11:15,S_Add,14567,1,728350,-3840,-0.53,580,0.08,-3870,-0.53,170510,42.63,15
1017,空頭出場,2022-09-06 22:50,S_Exit,14615,1,728650,-2140,-0.29,2030,0.28,-2120,-0.29,168350,42.09,9
1017,空頭進場,2022-09-06 22:05,S_Cmd,14573,1,728650,-2140,-0.29,2030,0.28,-2120,-0.29,168350,42.09,9
1018,空頭出場,2022-09-07 08:45,S_Exit_Add,14451,1,727550,4960,0.68,5030,0.69,-3970,-0.55,173290,43.32,82
1018,空頭進場,2022-09-06 22:10,S_Add,14551,1,727550,4960,0.68,5030,0.69,-3970,-0.55,173290,43.32,82
1019,空頭出場,2022-09-07 08:45,S_Exit_Add,14451,1,726450,3860,0.53,3930,0.54,-1320,-0.18,177170,44.29,23
1019,空頭進場,2022-09-07 03:05,S_Add,14529,1,726450,3860,0.53,3930,0.54,-1320,-0.18,177170,44.29,23
1020,空頭出場,2022-09-07 08:45,S_Exit_Add,14451,1,726150,3560,0.49,3630,0.50,-1370,-0.19,180750,45.19,17
1020,空頭進場,2022-09-07 03:35,S_Add,14523,1,726150,3560,0.49,3630,0.50,-1370,-0.19,180750,45.19,17
1021,空頭出場,2022-09-07 09:05,S_Exit,14382,1,722000,2860,0.40,2930,0.41,-570,-0.08,183590,45.90,3
1021,空頭進場,2022-09-07 08:50,S_Cmd,14440,1,722000,2860,0.40,2930,0.41,-570,-0.08,183590,45.90,3
1022,空頭出場,2022-09-07 09:20,S_Exit_Add,14344,1,720600,3360,0.47,3430,0.48,-120,-0.02,186910,46.73,3
1022,空頭進場,2022-09-07 09:05,S_Add,14412,1,720600,3360,0.47,3430,0.48,-120,-0.02,186910,46.73,3
1023,空頭出場,2022-09-07 09:20,S_Exit_G,14344,1,719450,2210,0.31,2280,0.32,-70,-0.01,189140,47.29,2
1023,空頭進場,2022-09-07 09:10,S_Add,14389,1,719450,2210,0.31,2280,0.32,-70,-0.01,189140,47.29,2
1024,空頭出場,2022-09-07 15:05,S_G_Cut,14374,1,718700,-40,-0.01,2130,0.30,-2570,-0.36,189080,47.27,55
1024,空頭進場,2022-09-07 09:15,S_Add,14374,1,718700,-40,-0.01,2130,0.30,-2570,-0.36,189080,47.27,55
1025,空頭出場,2022-09-07 20:05,S_Exit_Add,14306,1,718450,3110,0.43,3180,0.44,-2820,-0.39,192210,48.05,114
1025,空頭進場,2022-09-07 09:20,S_G_進,14369,1,718450,3110,0.43,3180,0.44,-2820,-0.39,192210,48.05,114
1026,空頭出場,2022-09-07 21:40,Trend Rev,14384,1,717400,-1840,-0.26,2230,0.31,-3870,-0.54,190390,47.60,132
1026,空頭進場,2022-09-07 09:25,S_Add,14348,1,717400,-1840,-0.26,2230,0.31,-3870,-0.54,190390,47.60,132
1027,空頭出場,2022-09-07 21:40,Trend Rev,14384,1,717200,-2040,-0.28,2030,0.28,-3170,-0.44,188370,47.09,108
1027,空頭進場,2022-09-07 11:25,S_G_進,14344,1,717200,-2040,-0.28,2030,0.28,-3170,-0.44,188370,47.09,108
1028,空頭出場,2022-09-08 10:10,S_G_Cut,14443,1,721300,-890,-0.12,1880,0.26,-970,-0.13,187420,46.86,13
1028,空頭進場,2022-09-08 09:05,S_Cmd,14426,1,721300,-890,-0.12,1880,0.26,-970,-0.13,187420,46.86,13
1029,空頭出場,2022-09-08 10:10,S_Cmd_Fast,14443,1,720000,-2190,-0.30,580,0.08,-2270,-0.32,185250,46.31,10
1029,空頭進場,2022-09-08 09:20,S_Add,14400,1,720000,-2190,-0.30,580,0.08,-2270,-0.32,185250,46.31,10
1030,空頭出場,2022-09-08 11:15,Trend Rev,14449,1,719800,-2690,-0.37,380,0.05,-3020,-0.42,182580,45.65,20
1030,空頭進場,2022-09-08 09:35,S_Add,14396,1,719800,-2690,-0.37,380,0.05,-3020,-0.42,182580,45.65,20
1031,空頭出場,2022-09-08 11:15,Trend Rev,14449,1,719550,-2940,-0.41,80,0.01,-3270,-0.45,179660,44.92,19
1031,空頭進場,2022-09-08 09:40,S_G_進,14391,1,719550,-2940,-0.41,80,0.01,-3270,-0.45,179660,44.92,19
1032,空頭出場,2022-09-09 00:30,Trend Rev,14523,1,725350,-840,-0.12,680,0.09,-1120,-0.15,178820,44.71,4
1032,空頭進場,2022-09-09 00:10,S_Cmd,14507,1,725350,-840,-0.12,680,0.09,-1120,-0.15,178820,44.71,4
1033,多頭出場,2022-09-12 19:15,L_Cmd_Fast,14819,1,740900,10,0.00,1430,0.19,-2220,-0.30,178830,44.71,98
1033,多頭進場,2022-09-12 09:55,L_Cmd,14818,1,740900,10,0.00,1430,0.19,-2220,-0.30,178830,44.71,98
1034,多頭出場,2022-09-13 00:00,L_G_Cut,14857,1,743000,-190,-0.03,1730,0.23,-470,-0.06,178580,44.65,25
1034,多頭進場,2022-09-12 21:55,L_Cmd,14860,1,743000,-190,-0.03,1730,0.23,-470,-0.06,178580,44.65,25
1035,多頭出場,2022-09-13 00:00,L_Cmd_Fast,14857,1,743800,-990,-0.13,930,0.13,-1270,-0.17,177610,44.40,22
1035,多頭進場,2022-09-12 22:10,L_Add,14876,1,743800,-990,-0.13,930,0.13,-1270,-0.17,177610,44.40,22
1036,多頭出場,2022-09-13 08:50,L_Exit_Add,14910,1,744400,1060,0.14,1280,0.17,-2020,-0.27,178670,44.67,81
1036,多頭進場,2022-09-12 22:20,L_Add,14888,1,744400,1060,0.14,1280,0.17,-2020,-0.27,178670,44.67,81
1037,多頭出場,2022-09-13 09:05,L_Exit_Add,14924,1,744600,1560,0.21,1630,0.22,-2220,-0.30,180230,45.06,83
1037,多頭進場,2022-09-12 22:25,L_G_進,14892,1,744600,1560,0.21,1630,0.22,-2220,-0.30,180230,45.06,83
1038,多頭出場,2022-09-13 09:35,L_Exit_Add,14871,1,745500,-1990,-0.27,880,0.12,-1970,-0.26,178260,44.57,9
1038,多頭進場,2022-09-13 08:50,L_Add,14910,1,745500,-1990,-0.27,880,0.12,-1970,-0.26,178260,44.57,9
1039,多頭出場,2022-09-13 09:40,L_Exit_Add,14867,1,745700,-2390,-0.32,680,0.09,-2370,-0.32,175890,43.97,9
1039,多頭進場,2022-09-13 08:55,L_Add,14914,1,745700,-2390,-0.32,680,0.09,-2370,-0.32,175890,43.97,9
1040,多頭出場,2022-09-13 17:10,L_Cmd_Fast,14875,1,743550,160,0.02,1430,0.19,-470,-0.06,176050,44.01,29
1040,多頭進場,2022-09-13 13:30,L_Cmd,14871,1,743550,160,0.02,1430,0.19,-470,-0.06,176050,44.01,29
1041,空頭出場,2022-09-14 02:25,S_Exit_Add,14595,1,733050,3260,0.44,3330,0.45,-1220,-0.17,179270,44.82,52
1041,空頭進場,2022-09-13 22:05,S_Cmd,14661,1,733050,3260,0.44,3330,0.45,-1220,-0.17,179270,44.82,52
1042,空頭出場,2022-09-14 02:25,S_Exit,14590,1,731800,2260,0.31,2330,0.32,-520,-0.07,181550,45.39,38
1042,空頭進場,2022-09-13 23:15,S_Add,14636,1,731800,2260,0.31,2330,0.32,-520,-0.07,181550,45.39,38
1043,空頭出場,2022-09-14 02:35,S_Exit_Add,14579,1,731200,2210,0.30,2330,0.32,-1120,-0.15,183780,45.95,31
1043,空頭進場,2022-09-14 00:00,S_Add,14624,1,731200,2210,0.30,2330,0.32,-1120,-0.15,183780,45.95,31
1044,空頭出場,2022-09-14 03:30,S_Exit,14478,1,725950,2010,0.28,2080,0.29,-170,-0.02,185770,46.44,4
1044,空頭進場,2022-09-14 03:10,S_Cmd,14519,1,725950,2010,0.28,2080,0.29,-170,-0.02,185770,46.44,4
1045,空頭出場,2022-09-14 08:45,S_Exit_Add,14441,1,725050,2960,0.41,3030,0.42,-220,-0.03,188690,47.17,18
1045,空頭進場,2022-09-14 03:30,S_Add,14501,1,725050,2960,0.41,3030,0.42,-220,-0.03,188690,47.17,18
1046,空頭出場,2022-09-14 08:45,S_Exit_Add,14441,1,724250,2160,0.30,2230,0.31,-470,-0.06,190870,47.72,17
1046,空頭進場,2022-09-14 03:35,S_Add,14485,1,724250,2160,0.30,2230,0.31,-470,-0.06,190870,47.72,17
1047,空頭出場,2022-09-14 08:45,S_Exit_G,14441,1,723800,1710,0.24,1780,0.25,-870,-0.12,192600,48.15,15
1047,空頭進場,2022-09-14 03:45,S_Add,14476,1,723800,1710,0.24,1780,0.25,-870,-0.12,192600,48.15,15
1048,空頭出場,2022-09-14 09:10,S_Exit_Add,14543,1,723500,-3690,-0.51,1480,0.20,-3670,-0.51,188930,47.23,19
1048,空頭進場,2022-09-14 03:50,S_G_進,14470,1,723500,-3690,-0.51,1480,0.20,-3670,-0.51,188930,47.23,19
1049,空頭出場,2022-09-14 11:50,S_Cmd_Fast,14575,1,728600,-190,-0.03,330,0.05,-370,-0.05,188740,47.19,2
1049,空頭進場,2022-09-14 11:40,S_Cmd,14572,1,728600,-190,-0.03,330,0.05,-370,-0.05,188740,47.19,2
1050,空頭出場,2022-09-14 22:35,S_Exit,14596,1,727250,-2590,-0.36,330,0.05,-2570,-0.35,186150,46.54,1
1050,空頭進場,2022-09-14 22:30,S_Cmd,14545,1,727250,-2590,-0.36,330,0.05,-2570,-0.35,186150,46.54,1
1051,空頭出場,2022-09-15 03:50,S_Exit,14592,1,727650,-1990,-0.27,230,0.03,-1970,-0.27,184160,46.04,6
1051,空頭進場,2022-09-15 03:20,S_Cmd,14553,1,727650,-1990,-0.27,230,0.03,-1970,-0.27,184160,46.04,6
1052,多頭出場,2022-09-15 12:00,L_Exit,14651,1,734800,-2290,-0.31,880,0.12,-2270,-0.31,181870,45.47,9
1052,多頭進場,2022-09-15 11:15,L_Cmd,14696,1,734800,-2290,-0.31,880,0.12,-2270,-0.31,181870,45.47,9
1053,空頭出場,2022-09-16 00:50,S_Cmd_Fast,14570,1,727600,-940,-0.13,1430,0.20,-1120,-0.15,180910,45.23,23
1053,空頭進場,2022-09-15 22:55,S_Cmd,14552,1,727600,-940,-0.13,1430,0.20,-1120,-0.15,180910,45.23,23
1054,空頭出場,2022-09-16 01:00,S_Exit_Add,14612,1,726350,-4290,-0.59,180,0.02,-4270,-0.59,176640,44.16,21
1054,空頭進場,2022-09-15 23:15,S_Add,14527,1,726350,-4290,-0.59,180,0.02,-4270,-0.59,176640,44.16,21
1055,空頭出場,2022-09-16 08:45,S_Exit,14489,1,726550,2060,0.28,2130,0.29,-720,-0.10,178660,44.67,21
1055,空頭進場,2022-09-16 03:15,S_Cmd,14531,1,726550,2060,0.28,2130,0.29,-720,-0.10,178660,44.67,21
1056,空頭出場,2022-09-16 09:20,S_Exit_Add,14471,1,725750,2160,0.30,2230,0.31,-1520,-0.21,180800,45.20,27
1056,空頭進場,2022-09-16 03:20,S_Add,14515,1,725750,2160,0.30,2230,0.31,-1520,-0.21,180800,45.20,27
1057,空頭出場,2022-09-16 09:20,S_Exit_G,14471,1,725250,1660,0.23,1730,0.24,-2020,-0.28,182480,45.62,25
1057,空頭進場,2022-09-16 03:30,S_Add,14505,1,725250,1660,0.23,1730,0.24,-2020,-0.28,182480,45.62,25
1058,空頭出場,2022-09-16 15:35,S_Exit_Add,14453,1,724250,1560,0.22,1630,0.23,-2120,-0.29,184040,46.01,66
