交易編號,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,報酬 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %,持續時間（K線）
4226,空頭進場,2024-12-16 12:20,S_Add,22973,1,1148650,-3440,-0.30,1330,0.12,-3620,-0.32,1800160,450.04,65
4227,多頭出場,2024-12-16 23:35,L_Exit,23036,1,1154100,-2340,-0.20,1580,0.14,-2320,-0.20,1797800,449.45,11
4227,多頭進場,2024-12-16 22:40,L_Cmd,23082,1,1154100,-2340,-0.20,1580,0.14,-2320,-0.20,1797800,449.45,11
4228,多頭出場,2024-12-16 23:45,Trend Rev,23035,1,1155500,-3790,-0.33,180,0.02,-4120,-0.36,1794030,448.51,8
4228,多頭進場,2024-12-16 23:05,L_Add,23110,1,1155500,-3790,-0.33,180,0.02,-4120,-0.36,1794030,448.51,8
4229,空頭出場,2024-12-17 00:50,S_Exit,23058,1,1149850,-3090,-0.27,380,0.03,-3070,-0.27,1790940,447.74,10
4229,空頭進場,2024-12-17 00:00,S_Cmd,22997,1,1149850,-3090,-0.27,380,0.03,-3070,-0.27,1790940,447.74,10
4230,多頭出場,2024-12-17 04:40,L_G_Cut,23139,1,1154050,2860,0.25,4580,0.40,-320,-0.03,1793740,448.44,44
4230,多頭進場,2024-12-17 01:00,L_Cmd,23081,1,1154050,2860,0.25,4580,0.40,-320,-0.03,1793740,448.44,44
4231,多頭出場,2024-12-17 04:50,L_Cmd_Fast,23123,1,1157800,-1690,-0.15,830,0.07,-2020,-0.17,1792070,448.02,21
4231,多頭進場,2024-12-17 03:05,L_Add,23156,1,1157800,-1690,-0.15,830,0.07,-2020,-0.17,1792070,448.02,21
4232,多頭出場,2024-12-17 08:45,L_Exit_Add,23093,1,1157850,-3240,-0.28,780,0.07,-3220,-0.28,1788850,447.21,22
4232,多頭進場,2024-12-17 03:10,L_Add,23157,1,1157850,-3240,-0.28,780,0.07,-3220,-0.28,1788850,447.21,22
4233,多頭出場,2024-12-17 08:45,L_Exit_Add,23092,1,1158300,-3740,-0.32,330,0.03,-3720,-0.32,1785130,446.28,21
4233,多頭進場,2024-12-17 03:15,L_G_進,23166,1,1158300,-3740,-0.32,330,0.03,-3720,-0.32,1785130,446.28,21
4234,多頭出場,2024-12-17 10:25,L_Cmd_Fast,23144,1,1159150,-1990,-0.17,1530,0.13,-2170,-0.19,1783140,445.79,12
4234,多頭進場,2024-12-17 09:25,L_Cmd,23183,1,1159150,-1990,-0.17,1530,0.13,-2170,-0.19,1783140,445.79,12
4235,空頭出場,2024-12-17 22:50,S_Exit,22938,1,1149650,2710,0.24,2780,0.24,-670,-0.06,1785830,446.46,3
4235,空頭進場,2024-12-17 22:35,S_Cmd,22993,1,1149650,2710,0.24,2780,0.24,-670,-0.06,1785830,446.46,3
4236,空頭出場,2024-12-18 00:35,S_Exit_Add,23025,1,1147750,-3540,-0.31,2330,0.20,-3520,-0.31,1782270,445.57,21
4236,空頭進場,2024-12-17 22:50,S_Add,22955,1,1147750,-3540,-0.31,2330,0.20,-3520,-0.31,1782270,445.57,21
4237,空頭出場,2024-12-18 00:40,Trend Rev,23031,1,1146850,-4740,-0.41,1430,0.12,-4770,-0.42,1777550,444.39,19
4237,空頭進場,2024-12-17 23:05,S_Add,22937,1,1146850,-4740,-0.41,1430,0.12,-4770,-0.42,1777550,444.39,19
4238,空頭出場,2024-12-18 00:40,Trend Rev,23031,1,1146300,-5290,-0.46,880,0.08,-5320,-0.46,1772280,443.07,16
4238,空頭進場,2024-12-17 23:20,S_Add,22926,1,1146300,-5290,-0.46,880,0.08,-5320,-0.46,1772280,443.07,16
4239,空頭出場,2024-12-18 03:35,Trend Rev,23028,1,1151050,-390,-0.03,0,0.00,-720,-0.06,1771890,442.97,2
4239,空頭進場,2024-12-18 03:25,S_Cmd,23021,1,1151050,-390,-0.03,0,0.00,-720,-0.06,1771890,442.97,2
4240,空頭出場,2024-12-18 04:30,S_Cmd_Fast,23030,1,1151150,-390,-0.03,280,0.02,-570,-0.05,1771500,442.88,3
4240,空頭進場,2024-12-18 04:15,S_Cmd,23023,1,1151150,-390,-0.03,280,0.02,-570,-0.05,1771500,442.88,3
4241,空頭出場,2024-12-18 04:45,S_Cmd_Fast,23035,1,1150750,-1040,-0.09,30,0.00,-1020,-0.09,1770460,442.62,2
4241,空頭進場,2024-12-18 04:35,S_Cmd,23015,1,1150750,-1040,-0.09,30,0.00,-1020,-0.09,1770460,442.62,2
4242,空頭出場,2024-12-18 08:55,S_Exit,23034,1,1149950,-1790,-0.16,180,0.02,-1770,-0.15,1768670,442.17,1
4242,空頭進場,2024-12-18 08:50,S_Cmd,22999,1,1149950,-1790,-0.16,180,0.02,-1770,-0.15,1768670,442.17,1
4243,空頭出場,2024-12-18 09:40,S_Exit,23029,1,1148800,-2690,-0.23,230,0.02,-2670,-0.23,1765980,441.50,6
4243,空頭進場,2024-12-18 09:10,S_Cmd,22976,1,1148800,-2690,-0.23,230,0.02,-2670,-0.23,1765980,441.50,6
4244,多頭出場,2024-12-18 11:30,L_Cmd_Fast,23037,1,1154800,-2990,-0.26,1230,0.11,-2970,-0.26,1762990,440.75,17
4244,多頭進場,2024-12-18 10:05,L_Cmd,23096,1,1154800,-2990,-0.26,1230,0.11,-2970,-0.26,1762990,440.75,17
4245,多頭出場,2024-12-18 13:00,L_Exit,23153,1,1162000,-4390,-0.38,330,0.03,-4370,-0.38,1758600,439.65,3
4245,多頭進場,2024-12-18 12:45,L_Cmd,23240,1,1162000,-4390,-0.38,330,0.03,-4370,-0.38,1758600,439.65,3
4246,多頭出場,2024-12-19 00:25,L_Cmd_Fast,23331,1,1167250,-740,-0.06,2030,0.17,-1320,-0.11,1757860,439.47,8
4246,多頭進場,2024-12-18 23:45,L_Cmd,23345,1,1167250,-740,-0.06,2030,0.17,-1320,-0.11,1757860,439.47,8
4247,空頭出場,2024-12-19 04:25,S_Exit,22861,1,1151550,8460,0.73,8530,0.74,-70,-0.01,1766280,441.57,5
4247,空頭進場,2024-12-19 04:00,S_Cmd,23031,1,1151550,8460,0.73,8530,0.74,-70,-0.01,1766280,441.57,5
4248,空頭出場,2024-12-19 04:30,S_Exit_Add,22778,1,1148350,9410,0.82,9480,0.83,-1870,-0.16,1775690,443.92,5
4248,空頭進場,2024-12-19 04:05,S_Add,22967,1,1148350,9410,0.82,9480,0.83,-1870,-0.16,1775690,443.92,5
4249,空頭出場,2024-12-19 04:30,S_Exit_Add,22778,1,1146000,7060,0.62,7130,0.62,-2320,-0.20,1782770,445.69,2
4249,空頭進場,2024-12-19 04:20,S_Add,22920,1,1146000,7060,0.62,7130,0.62,-2320,-0.20,1782770,445.69,2
4250,空頭出場,2024-12-19 04:35,S_Exit_Add,22667,1,1143250,9860,0.86,9930,0.87,-320,-0.03,1792630,448.16,1
4250,空頭進場,2024-12-19 04:30,S_Add,22865,1,1143250,9860,0.86,9930,0.87,-320,-0.03,1792630,448.16,1
4251,空頭出場,2024-12-19 04:40,S_Exit_Add,22611,1,1139550,8960,0.79,9030,0.79,-670,-0.06,1801590,450.40,1
4251,空頭進場,2024-12-19 04:35,S_Add,22791,1,1139550,8960,0.79,9030,0.79,-670,-0.06,1801590,450.40,1
4252,空頭出場,2024-12-19 15:25,S_Exit_Add,22921,1,1133450,-12640,-1.12,3330,0.29,-12620,-1.11,1788970,447.24,69
4252,空頭進場,2024-12-19 04:40,S_Add,22669,1,1133450,-12640,-1.12,3330,0.29,-12620,-1.11,1788970,447.24,69
4253,空頭出場,2024-12-19 23:05,S_Exit,22835,1,1145800,4010,0.35,4080,0.36,-1420,-0.12,1792940,448.24,5
4253,空頭進場,2024-12-19 22:40,S_Cmd,22916,1,1145800,4010,0.35,4080,0.36,-1420,-0.12,1792940,448.24,5
4254,空頭出場,2024-12-20 00:25,S_G_Cut,22888,1,1143950,-490,-0.04,3730,0.33,-2270,-0.20,1792430,448.11,18
4254,空頭進場,2024-12-19 22:55,S_Add,22879,1,1143950,-490,-0.04,3730,0.33,-2270,-0.20,1792430,448.11,18
4255,空頭出場,2024-12-20 03:00,Trend Rev,22905,1,1143700,-1590,-0.14,3980,0.35,-2520,-0.22,1790860,447.72,47
4255,空頭進場,2024-12-19 23:05,S_Add,22874,1,1143700,-1590,-0.14,3980,0.35,-2520,-0.22,1790860,447.72,47
4256,空頭出場,2024-12-20 03:00,Trend Rev,22905,1,1141750,-3540,-0.31,2030,0.18,-3570,-0.31,1787340,446.84,42
4256,空頭進場,2024-12-19 23:30,S_Add,22835,1,1141750,-3540,-0.31,2030,0.18,-3570,-0.31,1787340,446.84,42
4257,空頭出場,2024-12-20 03:00,Trend Rev,22905,1,1140700,-4590,-0.40,980,0.09,-4620,-0.41,1782770,445.69,41
4257,空頭進場,2024-12-19 23:35,S_G_進,22814,1,1140700,-4590,-0.40,980,0.09,-4620,-0.41,1782770,445.69,41
4258,空頭出場,2024-12-20 08:45,S_Exit,22712,1,1140050,4410,0.39,4480,0.39,-920,-0.08,1787180,446.80,1
4258,空頭進場,2024-12-20 04:55,S_Cmd,22801,1,1140050,4410,0.39,4480,0.39,-920,-0.08,1787180,446.80,1
4259,空頭出場,2024-12-20 11:30,S_Exit,22656,1,1137100,4260,0.37,4330,0.38,-2570,-0.23,1791380,447.85,32
4259,空頭進場,2024-12-20 08:50,S_Cmd,22742,1,1137100,4260,0.37,4330,0.38,-2570,-0.23,1791380,447.85,32
4260,空頭出場,2024-12-20 11:45,S_Exit_G,22634,1,1134500,2760,0.24,2830,0.25,-3820,-0.34,1794160,448.54,23
4260,空頭進場,2024-12-20 09:50,S_Add,22690,1,1134500,2760,0.24,2830,0.25,-3820,-0.34,1794160,448.54,23
4261,空頭出場,2024-12-20 12:25,S_Exit_Add,22607,1,1133850,3460,0.31,3530,0.31,-4470,-0.39,1797600,449.40,25
4261,空頭進場,2024-12-20 10:20,S_Add,22677,1,1133850,3460,0.31,3530,0.31,-4470,-0.39,1797600,449.40,25
4262,空頭出場,2024-12-20 12:30,S_Exit_Add,22590,1,1133700,4160,0.37,4230,0.37,-1070,-0.09,1801760,450.44,14
4262,空頭進場,2024-12-20 11:20,S_G_進,22674,1,1133700,4160,0.37,4230,0.37,-1070,-0.09,1801760,450.44,14
4263,空頭出場,2024-12-20 12:30,S_Exit_G,22590,1,1131950,2410,0.21,2480,0.22,-1420,-0.13,1804190,451.05,8
4263,空頭進場,2024-12-20 11:50,S_Add,22639,1,1131950,2410,0.21,2480,0.22,-1420,-0.13,1804190,451.05,8
4264,空頭出場,2024-12-20 13:00,S_G_Cut,22699,1,1130600,-4390,-0.39,1130,0.10,-5020,-0.44,1799820,449.96,8
4264,空頭進場,2024-12-20 12:20,S_G_進,22612,1,1130600,-4390,-0.39,1130,0.10,-5020,-0.44,1799820,449.96,8
4265,空頭出場,2024-12-20 17:20,S_Exit_Add,22554,1,1130450,2710,0.24,2780,0.25,-6920,-0.61,1802550,450.64,43
4265,空頭進場,2024-12-20 12:30,S_G_進,22609,1,1130450,2710,0.24,2780,0.25,-6920,-0.61,1802550,450.64,43
4266,多頭出場,2024-12-23 13:00,L_Exit_G,23209,1,1154350,6060,0.52,6130,0.53,-620,-0.05,1808550,452.14,39
4266,多頭進場,2024-12-23 09:45,L_Cmd,23087,1,1154350,6060,0.52,6130,0.53,-620,-0.05,1808550,452.14,39
4267,多頭出場,2024-12-23 13:40,L_Exit_G,23242,1,1156950,5110,0.44,5180,0.45,-670,-0.06,1813660,453.42,37
4267,多頭進場,2024-12-23 10:35,L_Add,23139,1,1156950,5110,0.44,5180,0.45,-670,-0.06,1813660,453.42,37
4268,多頭出場,2024-12-23 15:00,L_Exit_Add,23265,1,1158000,5210,0.45,5280,0.46,-1220,-0.11,1818870,454.72,37
4268,多頭進場,2024-12-23 10:40,L_Add,23160,1,1158000,5210,0.45,5280,0.46,-1220,-0.11,1818870,454.72,37
4269,多頭出場,2024-12-23 15:05,L_Exit,23293,1,1159050,5560,0.48,5630,0.49,-2270,-0.20,1824450,456.11,34
4269,多頭進場,2024-12-23 11:00,L_G_進,23181,1,1159050,5560,0.48,5630,0.49,-2270,-0.20,1824450,456.11,34
4270,多頭出場,2024-12-23 15:05,L_Exit_Add,23293,1,1160600,4010,0.35,4080,0.35,-820,-0.07,1828480,457.12,3
4270,多頭進場,2024-12-23 13:35,L_G_進,23212,1,1160600,4010,0.35,4080,0.35,-820,-0.07,1828480,457.12,3
4271,多頭出場,2024-12-23 15:05,L_Exit_G,23293,1,1162600,2010,0.17,2080,0.18,-1020,-0.09,1830510,457.63,1
4271,多頭進場,2024-12-23 15:00,L_G_進,23252,1,1162600,2010,0.17,2080,0.18,-1020,-0.09,1830510,457.63,1
4272,多頭出場,2024-12-23 22:50,L_Exit,23217,1,1164050,-3240,-0.28,180,0.02,-3220,-0.28,1827270,456.82,2
4272,多頭進場,2024-12-23 22:40,L_Cmd,23281,1,1164050,-3240,-0.28,180,0.02,-3220,-0.28,1827270,456.82,2
4273,多頭出場,2024-12-24 02:05,L_Exit_G,23406,1,1164300,5960,0.51,6030,0.52,-20,0.00,1833170,458.29,17
4273,多頭進場,2024-12-24 00:40,L_Cmd,23286,1,1164300,5960,0.51,6030,0.52,-20,0.00,1833170,458.29,17
4274,多頭出場,2024-12-24 02:35,L_Exit,23417,1,1166550,4260,0.37,4330,0.37,-470,-0.04,1837450,459.36,22
4274,多頭進場,2024-12-24 00:45,L_Add,23331,1,1166550,4260,0.37,4330,0.37,-470,-0.04,1837450,459.36,22
4275,多頭出場,2024-12-24 03:05,L_Exit_Add,23413,1,1166950,3660,0.31,4130,0.35,-420,-0.04,1841110,460.28,26
4275,多頭進場,2024-12-24 00:55,L_Add,23339,1,1166950,3660,0.31,4130,0.35,-420,-0.04,1841110,460.28,26
4276,多頭出場,2024-12-24 03:05,L_Exit_Add,23413,1,1167950,2660,0.23,3130,0.27,-1320,-0.11,1843790,460.95,25
4276,多頭進場,2024-12-24 01:00,L_G_進,23359,1,1167950,2660,0.23,3130,0.27,-1320,-0.11,1843790,460.95,25
4277,多頭出場,2024-12-24 09:00,L_Exit_Add,23330,1,1170700,-4240,-0.36,1780,0.15,-4220,-0.36,1839570,459.89,26
4277,多頭進場,2024-12-24 03:05,L_Add,23414,1,1170700,-4240,-0.36,1780,0.15,-4220,-0.36,1839570,459.89,26
4278,多頭出場,2024-12-25 18:00,L_Exit,23419,1,1166400,4510,0.39,4580,0.39,-1320,-0.11,1844080,461.02,48
4278,多頭進場,2024-12-25 12:45,L_Cmd,23328,1,1166400,4510,0.39,4580,0.39,-1320,-0.11,1844080,461.02,48
4279,多頭出場,2024-12-25 23:25,L_Cmd_Fast,23383,1,1169900,-790,-0.07,230,0.02,-820,-0.07,1843290,460.82,14
4279,多頭進場,2024-12-25 22:15,L_Cmd,23398,1,1169900,-790,-0.07,230,0.02,-820,-0.07,1843290,460.82,14
4280,多頭出場,2024-12-26 22:50,Trend Rev,23268,1,1164950,-1590,-0.14,1780,0.15,-2070,-0.18,1841700,460.43,3
4280,多頭進場,2024-12-26 22:35,L_Cmd,23299,1,1164950,-1590,-0.14,1780,0.15,-2070,-0.18,1841700,460.43,3
4281,多頭出場,2024-12-27 10:05,L_Cmd_Fast,23258,1,1163950,-1090,-0.09,130,0.01,-1270,-0.11,1840610,460.15,1
4281,多頭進場,2024-12-27 10:00,L_Cmd,23279,1,1163950,-1090,-0.09,130,0.01,-1270,-0.11,1840610,460.15,1
4282,空頭出場,2024-12-28 00:25,S_Exit,23202,1,1156900,-3240,-0.28,2380,0.21,-3220,-0.28,1837350,459.34,16
4282,空頭進場,2024-12-27 23:05,S_Cmd,23138,1,1156900,-3240,-0.28,2380,0.21,-3220,-0.28,1837350,459.34,16
4283,空頭出場,2024-12-28 04:00,Trend Rev,23230,1,1155200,-6340,-0.55,30,0.00,-6420,-0.56,1831030,457.76,53
4283,空頭進場,2024-12-27 23:35,S_Add,23104,1,1155200,-6340,-0.55,30,0.00,-6420,-0.56,1831030,457.76,53
4284,多頭出場,2024-12-30 12:15,L_Cmd_Fast,23250,1,1164600,-2140,-0.18,1480,0.13,-2320,-0.20,1828890,457.22,30
4284,多頭進場,2024-12-30 09:45,L_Cmd,23292,1,1164600,-2140,-0.18,1480,0.13,-2320,-0.20,1828890,457.22,30
4285,空頭出場,2024-12-31 00:35,S_Cmd_Fast,23019,1,1148750,-2240,-0.19,2680,0.23,-2570,-0.22,1826610,456.65,24
4285,空頭進場,2024-12-30 22:35,S_Cmd,22975,1,1148750,-2240,-0.19,2680,0.23,-2570,-0.22,1826610,456.65,24
4286,空頭出場,2024-12-31 01:20,S_Exit_Add,23073,1,1147600,-6090,-0.53,1530,0.13,-6070,-0.53,1820540,455.14,28
4286,空頭進場,2024-12-30 23:00,S_Add,22952,1,1147600,-6090,-0.53,1530,0.13,-6070,-0.53,1820540,455.14,28
4287,空頭出場,2024-12-31 01:25,S_Exit_Add,23093,1,1146600,-8090,-0.71,80,0.01,-8070,-0.70,1812470,453.12,24
4287,空頭進場,2024-12-30 23:25,S_Add,22932,1,1146600,-8090,-0.71,80,0.01,-8070,-0.70,1812470,453.12,24
4288,空頭出場,2024-12-31 10:05,S_Exit,23051,1,1150150,-2440,-0.21,2330,0.20,-2420,-0.21,1809990,452.50,16
4288,空頭進場,2024-12-31 08:45,S_Cmd,23003,1,1150150,-2440,-0.21,2330,0.20,-2420,-0.21,1809990,452.50,16
4289,空頭出場,2024-12-31 12:55,Trend Rev,23047,1,1148700,-3690,-0.32,880,0.08,-4820,-0.42,1806320,451.58,45
4289,空頭進場,2024-12-31 09:10,S_Add,22974,1,1148700,-3690,-0.32,880,0.08,-4820,-0.42,1806320,451.58,45
4290,空頭出場,2024-12-31 12:55,Trend Rev,23047,1,1148050,-4340,-0.38,230,0.02,-5470,-0.48,1802000,450.50,44
4290,空頭進場,2024-12-31 09:15,S_Add,22961,1,1148050,-4340,-0.38,230,0.02,-5470,-0.48,1802000,450.50,44
4291,空頭出場,2024-12-31 23:20,Trend Rev,23103,1,1152800,-2390,-0.21,230,0.02,-2370,-0.21,1799610,449.90,2
4291,空頭進場,2024-12-31 23:10,S_Cmd,23056,1,1152800,-2390,-0.21,230,0.02,-2370,-0.21,1799610,449.90,2
4292,空頭出場,2025-01-01 01:45,S_Exit,22972,1,1152300,3660,0.32,3730,0.32,-2370,-0.21,1803270,450.82,16
4292,空頭進場,2025-01-01 00:25,S_Cmd,23046,1,1152300,3660,0.32,3730,0.32,-2370,-0.21,1803270,450.82,16
4293,空頭出場,2025-01-02 09:05,S_Exit,22978,1,1145350,-3590,-0.31,1230,0.11,-3570,-0.31,1799680,449.92,3
4293,空頭進場,2025-01-02 08:50,S_Cmd,22907,1,1145350,-3590,-0.31,1230,0.11,-3570,-0.31,1799680,449.92,3
4294,空頭出場,2025-01-02 11:10,S_Exit,22767,1,1144050,5660,0.49,5730,0.50,-3120,-0.27,1805280,451.32,19
4294,空頭進場,2025-01-02 09:35,S_Cmd,22881,1,1144050,5660,0.49,5730,0.50,-3120,-0.27,1805280,451.32,19
4295,空頭出場,2025-01-02 11:10,S_Exit_G,22767,1,1141800,3410,0.30,3480,0.30,-1770,-0.16,1808710,452.18,7
4295,空頭進場,2025-01-02 10:35,S_Add,22836,1,1141800,3410,0.30,3480,0.30,-1770,-0.16,1808710,452.18,7
4296,空頭出場,2025-01-02 12:10,S_Exit_Add,22731,1,1140850,4260,0.37,4330,0.38,-120,-0.01,1812950,453.24,13
4296,空頭進場,2025-01-02 11:05,S_Add,22817,1,1140850,4260,0.37,4330,0.38,-120,-0.01,1812950,453.24,13
4297,空頭出場,2025-01-02 12:10,S_Exit_G,22731,1,1140200,3610,0.32,3680,0.32,-120,-0.01,1816580,454.15,12
4297,空頭進場,2025-01-02 11:10,S_G_進,22804,1,1140200,3610,0.32,3680,0.32,-120,-0.01,1816580,454.15,12
4298,空頭出場,2025-01-02 12:40,S_Exit_Add,22709,1,1138500,3010,0.26,3080,0.27,-1670,-0.15,1819610,454.90,17
4298,空頭進場,2025-01-02 11:15,S_Add,22770,1,1138500,3010,0.26,3080,0.27,-1670,-0.15,1819610,454.90,17
4299,空頭出場,2025-01-02 12:50,S_Exit_Add,22691,1,1137800,3210,0.28,3280,0.29,-1820,-0.16,1822820,455.71,13
4299,空頭進場,2025-01-02 11:45,S_G_進,22756,1,1137800,3210,0.28,3280,0.29,-1820,-0.16,1822820,455.71,13
4300,空頭出場,2025-01-02 13:25,S_Exit_Add,22821,1,1135600,-5490,-0.48,1080,0.10,-5470,-0.48,1817350,454.34,8
4300,空頭進場,2025-01-02 12:45,S_Add,22712,1,1135600,-5490,-0.48,1080,0.10,-5470,-0.48,1817350,454.34,8
4301,空頭出場,2025-01-02 22:25,S_Cmd_Fast,22882,1,1143100,-1040,-0.09,430,0.04,-1420,-0.12,1816310,454.08,4
4301,空頭進場,2025-01-02 22:05,S_Cmd,22862,1,1143100,-1040,-0.09,430,0.04,-1420,-0.12,1816310,454.08,4
4302,空頭出場,2025-01-02 22:45,S_Exit,22900,1,1141950,-3090,-0.27,230,0.02,-3320,-0.29,1813220,453.31,1
4302,空頭進場,2025-01-02 22:40,S_Cmd,22839,1,1141950,-3090,-0.27,230,0.02,-3320,-0.29,1813220,453.31,1
4303,多頭出場,2025-01-03 23:20,L_Exit,23063,1,1156500,-3390,-0.29,230,0.02,-3370,-0.29,1809830,452.46,3
4303,多頭進場,2025-01-03 23:05,L_Cmd,23130,1,1156500,-3390,-0.29,230,0.02,-3370,-0.29,1809830,452.46,3
4304,多頭出場,2025-01-04 03:25,L_Exit_G,23237,1,1157600,4210,0.36,4280,0.37,-1120,-0.10,1813980,453.50,35
4304,多頭進場,2025-01-04 00:30,L_Cmd,23152,1,1157600,4210,0.36,4280,0.37,-1120,-0.10,1813980,453.50,35
4305,多頭出場,2025-01-04 03:35,L_Exit_Add,23245,1,1159650,2560,0.22,2630,0.23,-120,-0.01,1816540,454.14,6
4305,多頭進場,2025-01-04 03:05,L_Add,23193,1,1159650,2560,0.22,2630,0.23,-120,-0.01,1816540,454.14,6
4306,多頭出場,2025-01-06 08:45,L_Exit,23301,1,1160500,4510,0.39,4580,0.39,-370,-0.03,1821070,455.27,22
4306,多頭進場,2025-01-04 03:10,L_Add,23210,1,1160500,4510,0.39,4580,0.39,-370,-0.03,1821070,455.27,22
4307,多頭出場,2025-01-06 08:45,L_Exit_Add,23301,1,1160850,4160,0.36,4230,0.36,-720,-0.06,1825250,456.31,20
4307,多頭進場,2025-01-04 03:20,L_G_進,23217,1,1160850,4160,0.36,4230,0.36,-720,-0.06,1825250,456.31,20
4308,多頭出場,2025-01-06 08:45,L_Exit_G,23301,1,1161900,3110,0.27,3180,0.27,-1770,-0.15,1828380,457.10,18
4308,多頭進場,2025-01-04 03:30,L_G_進,23238,1,1161900,3110,0.27,3180,0.27,-1770,-0.15,1828380,457.10,18
4309,多頭出場,2025-01-06 09:35,L_Exit_G,23377,1,1165000,3810,0.33,3880,0.33,-1820,-0.16,1832130,458.03,9
4309,多頭進場,2025-01-06 08:50,L_Cmd,23300,1,1165000,3810,0.33,3880,0.33,-1820,-0.16,1832130,458.03,9
4310,多頭出場,2025-01-06 09:35,L_Exit,23399,1,1166350,3560,0.31,3630,0.31,-120,-0.01,1835710,458.93,4
4310,多頭進場,2025-01-06 09:15,L_Add,23327,1,1166350,3560,0.31,3630,0.31,-120,-0.01,1835710,458.93,4
4311,多頭出場,2025-01-06 09:45,L_Exit_Add,23434,1,1167250,4410,0.38,4480,0.38,-970,-0.08,1840100,460.03,5
4311,多頭進場,2025-01-06 09:20,L_Add,23345,1,1167250,4410,0.38,4480,0.38,-970,-0.08,1840100,460.03,5
4312,多頭出場,2025-01-06 09:45,L_Exit_G,23434,1,1167500,4160,0.36,4230,0.36,-70,-0.01,1844280,461.07,3
4312,多頭進場,2025-01-06 09:30,L_G_進,23350,1,1167500,4160,0.36,4230,0.36,-70,-0.01,1844280,461.07,3
4313,多頭出場,2025-01-06 10:10,L_Exit_Add,23450,1,1169450,3010,0.26,3080,0.26,-20,0.00,1847270,461.82,6
4313,多頭進場,2025-01-06 09:40,L_Add,23389,1,1169450,3010,0.26,3080,0.26,-20,0.00,1847270,461.82,6
4314,多頭出場,2025-01-06 10:15,L_Exit_G,23483,1,1170600,3510,0.30,3580,0.31,-320,-0.03,1850780,462.70,6
4314,多頭進場,2025-01-06 09:45,L_G_進,23412,1,1170600,3510,0.30,3580,0.31,-320,-0.03,1850780,462.70,6
4315,多頭出場,2025-01-06 10:15,L_Exit_G,23483,1,1171100,3010,0.26,3080,0.26,-720,-0.06,1853810,463.45,3
4315,多頭進場,2025-01-06 10:00,L_Add,23422,1,1171100,3010,0.26,3080,0.26,-720,-0.06,1853810,463.45,3
4316,多頭出場,2025-01-06 10:20,L_Exit_Add,23499,1,1171550,3360,0.29,3430,0.29,-70,-0.01,1857170,464.29,2
4316,多頭進場,2025-01-06 10:10,L_G_進,23431,1,1171550,3360,0.29,3430,0.29,-70,-0.01,1857170,464.29,2
4317,多頭出場,2025-01-06 10:55,L_Exit_Add,23531,1,1172350,4160,0.35,4230,0.36,-70,-0.01,1861310,465.33,8
4317,多頭進場,2025-01-06 10:15,L_G_進,23447,1,1172350,4160,0.35,4230,0.36,-70,-0.01,1861310,465.33,8
4318,多頭出場,2025-01-06 11:05,L_Exit_G,23537,1,1174100,2710,0.23,2780,0.24,-570,-0.05,1864020,466.01,9
4318,多頭進場,2025-01-06 10:20,L_Add,23482,1,1174100,2710,0.23,2780,0.24,-570,-0.05,1864020,466.01,9
4319,多頭出場,2025-01-06 11:15,L_Exit_G,23552,1,1174800,2760,0.23,2830,0.24,-1270,-0.11,1866780,466.70,10
4319,多頭進場,2025-01-06 10:25,L_Add,23496,1,1174800,2760,0.23,2830,0.24,-1270,-0.11,1866780,466.70,10
4320,多頭出場,2025-01-06 11:30,L_Exit_G,23571,1,1175650,2860,0.24,2930,0.25,-2120,-0.18,1869640,467.41,11
4320,多頭進場,2025-01-06 10:35,L_G_進,23513,1,1175650,2860,0.24,2930,0.25,-2120,-0.18,1869640,467.41,11
4321,多頭出場,2025-01-06 11:30,L_Exit_Add,23585,1,1176350,2860,0.24,2930,0.25,-720,-0.06,1872520,468.13,5
4321,多頭進場,2025-01-06 11:05,L_G_進,23527,1,1176350,2860,0.24,2930,0.25,-720,-0.06,1872520,468.13,5
4322,多頭出場,2025-01-06 11:30,L_Exit_G,23585,1,1177050,2160,0.18,2230,0.19,-420,-0.04,1874700,468.68,3
4322,多頭進場,2025-01-06 11:15,L_G_進,23541,1,1177050,2160,0.18,2230,0.19,-420,-0.04,1874700,468.68,3
4323,多頭出場,2025-01-06 11:35,L_Exit_Add,23592,1,1177650,1910,0.16,1980,0.17,-170,-0.01,1876610,469.15,2
4323,多頭進場,2025-01-06 11:25,L_G_進,23553,1,1177650,1910,0.16,1980,0.17,-170,-0.01,1876610,469.15,2
4324,多頭出場,2025-01-06 15:10,L_Exit_Add,23675,1,1178900,4810,0.41,4880,0.41,-1170,-0.10,1881420,470.36,28
4324,多頭進場,2025-01-06 11:35,L_Add,23578,1,1178900,4810,0.41,4880,0.41,-1170,-0.10,1881420,470.36,28
4325,多頭出場,2025-01-06 15:25,L_Exit_Add,23693,1,1180550,4060,0.34,4130,0.35,-2670,-0.23,1885500,471.38,13
4325,多頭進場,2025-01-06 13:05,L_Add,23611,1,1180550,4060,0.34,4130,0.35,-2670,-0.23,1885500,471.38,13
4326,多頭出場,2025-01-06 22:15,L_Exit,23886,1,1196850,-2590,-0.22,930,0.08,-2570,-0.21,1882910,470.73,10
