交易編號,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,報酬 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %,持續時間（K線）
2028,多頭進場,2023-06-02 00:05,L_G_進,16574,1,828700,860,0.10,930,0.11,-920,-0.11,639460,159.86,36
2029,多頭出場,2023-06-02 03:35,L_Exit_Add,16558,1,829600,-1740,-0.21,80,0.01,-1720,-0.21,637740,159.44,6
2029,多頭進場,2023-06-02 03:05,L_Add,16592,1,829600,-1740,-0.21,80,0.01,-1720,-0.21,637740,159.44,6
2030,多頭出場,2023-06-02 09:20,L_Exit,16627,1,829300,2010,0.24,2080,0.25,-520,-0.06,639690,159.92,5
2030,多頭進場,2023-06-02 08:55,L_Cmd,16586,1,829300,2010,0.24,2080,0.25,-520,-0.06,639690,159.92,5
2031,多頭出場,2023-06-02 09:20,L_Exit_G,16627,1,829750,1560,0.19,1630,0.20,-970,-0.12,641270,160.32,4
2031,多頭進場,2023-06-02 09:00,L_Add,16595,1,829750,1560,0.19,1630,0.20,-970,-0.12,641270,160.32,4
2032,多頭出場,2023-06-02 09:45,L_Exit_Add,16651,1,830250,2260,0.27,2330,0.28,-970,-0.12,643510,160.88,8
2032,多頭進場,2023-06-02 09:05,L_Add,16605,1,830250,2260,0.27,2330,0.28,-970,-0.12,643510,160.88,8
2033,多頭出場,2023-06-02 09:45,L_Exit_G,16651,1,830400,2110,0.25,2180,0.26,-1070,-0.13,645640,161.41,7
2033,多頭進場,2023-06-02 09:10,L_G_進,16608,1,830400,2110,0.25,2180,0.26,-1070,-0.13,645640,161.41,7
2034,多頭出場,2023-06-02 10:00,L_Exit_Add,16671,1,831350,2160,0.26,2230,0.27,-2020,-0.24,647780,161.95,7
2034,多頭進場,2023-06-02 09:25,L_Add,16627,1,831350,2160,0.26,2230,0.27,-2020,-0.24,647780,161.95,7
2035,多頭出場,2023-06-02 10:20,L_Exit_G,16676,1,831750,2010,0.24,2080,0.25,-1070,-0.13,649790,162.45,8
2035,多頭進場,2023-06-02 09:40,L_G_進,16635,1,831750,2010,0.24,2080,0.25,-1070,-0.13,649790,162.45,8
2036,多頭出場,2023-06-02 10:40,L_Exit_G,16679,1,832500,1410,0.17,1480,0.18,-270,-0.03,651220,162.81,10
2036,多頭進場,2023-06-02 09:50,L_Add,16650,1,832500,1410,0.17,1480,0.18,-270,-0.03,651220,162.81,10
2037,多頭出場,2023-06-02 11:00,L_Exit_Add,16691,1,833150,1360,0.16,1430,0.17,-820,-0.10,652560,163.14,13
2037,多頭進場,2023-06-02 09:55,L_G_進,16663,1,833150,1360,0.16,1430,0.17,-820,-0.10,652560,163.14,13
2038,多頭出場,2023-06-02 11:05,L_Exit_G,16693,1,833250,1360,0.16,1430,0.17,-920,-0.11,653920,163.48,12
2038,多頭進場,2023-06-02 10:05,L_G_進,16665,1,833250,1360,0.16,1430,0.17,-920,-0.11,653920,163.48,12
2039,多頭出場,2023-06-02 11:30,L_Exit_Add,16723,1,833850,2260,0.27,2330,0.28,-470,-0.06,656180,164.05,9
2039,多頭進場,2023-06-02 10:45,L_Add,16677,1,833850,2260,0.27,2330,0.28,-470,-0.06,656180,164.05,9
2040,多頭出場,2023-06-02 11:30,L_Exit_G,16723,1,834000,2110,0.25,2180,0.26,-170,-0.02,658310,164.58,6
2040,多頭進場,2023-06-02 11:00,L_G_進,16680,1,834000,2110,0.25,2180,0.26,-170,-0.02,658310,164.58,6
2041,多頭出場,2023-06-02 11:30,L_Exit_G,16723,1,834500,1610,0.19,1680,0.20,-520,-0.06,659940,164.99,5
2041,多頭進場,2023-06-02 11:05,L_G_進,16690,1,834500,1610,0.19,1680,0.20,-520,-0.06,659940,164.99,5
2042,多頭出場,2023-06-02 11:40,L_Exit_Add,16735,1,834750,1960,0.23,2030,0.24,-470,-0.06,661880,165.47,5
2042,多頭進場,2023-06-02 11:15,L_G_進,16695,1,834750,1960,0.23,2030,0.24,-470,-0.06,661880,165.47,5
2043,多頭出場,2023-06-02 16:15,L_Exit_Add,16787,1,836050,3260,0.39,3330,0.40,-1620,-0.19,665140,166.29,41
2043,多頭進場,2023-06-02 11:35,L_Add,16721,1,836050,3260,0.39,3330,0.40,-1620,-0.19,665140,166.29,41
2044,多頭出場,2023-06-02 16:15,L_Exit_Add,16787,1,836200,3110,0.37,3180,0.38,-1770,-0.21,668270,167.07,40
2044,多頭進場,2023-06-02 11:40,L_Add,16724,1,836200,3110,0.37,3180,0.38,-1770,-0.21,668270,167.07,40
2045,多頭出場,2023-06-02 16:55,L_Exit_Add,16791,1,836700,2810,0.34,2880,0.34,-2270,-0.27,671100,167.78,47
2045,多頭進場,2023-06-02 11:45,L_Add,16734,1,836700,2810,0.34,2880,0.34,-2270,-0.27,671100,167.78,47
2046,多頭出場,2023-06-02 21:50,L_Cmd_Fast,16753,1,838500,-890,-0.11,1230,0.15,-1420,-0.17,670190,167.55,5
2046,多頭進場,2023-06-02 21:25,L_Cmd,16770,1,838500,-890,-0.11,1230,0.15,-1420,-0.17,670190,167.55,5
2047,多頭出場,2023-06-02 22:00,L_Exit_Add,16724,1,839550,-3390,-0.40,180,0.02,-3370,-0.40,666820,166.71,5
2047,多頭進場,2023-06-02 21:35,L_Add,16791,1,839550,-3390,-0.40,180,0.02,-3370,-0.40,666820,166.71,5
2048,多頭出場,2023-06-05 10:55,Trend Rev,16738,1,837000,-140,-0.02,180,0.02,-420,-0.05,666680,166.67,1
2048,多頭進場,2023-06-05 10:50,L_Cmd,16740,1,837000,-140,-0.02,180,0.02,-420,-0.05,666680,166.67,1
2049,多頭出場,2023-06-06 01:25,L_Exit,16707,1,836700,-1390,-0.17,80,0.01,-1370,-0.16,665290,166.32,5
2049,多頭進場,2023-06-06 01:00,L_Cmd,16734,1,836700,-1390,-0.17,80,0.01,-1370,-0.16,665290,166.32,5
2050,多頭出場,2023-06-06 04:15,L_Cmd_Fast,16704,1,835400,-240,-0.03,280,0.03,-320,-0.04,665050,166.26,5
2050,多頭進場,2023-06-06 03:50,L_Cmd,16708,1,835400,-240,-0.03,280,0.03,-320,-0.04,665050,166.26,5
2051,多頭出場,2023-06-06 09:35,L_Cmd_Fast,16705,1,836100,-890,-0.11,1180,0.14,-1070,-0.13,664140,166.04,5
2051,多頭進場,2023-06-06 09:10,L_Cmd,16722,1,836100,-890,-0.11,1180,0.14,-1070,-0.13,664140,166.04,5
2052,多頭出場,2023-06-06 09:50,Trend Rev,16691,1,836800,-2290,-0.27,330,0.04,-2420,-0.29,661870,165.47,7
2052,多頭進場,2023-06-06 09:15,L_Add,16736,1,836800,-2290,-0.27,330,0.04,-2420,-0.29,661870,165.47,7
2053,多頭出場,2023-06-06 11:15,L_Cmd_Fast,16727,1,838900,-2590,-0.31,330,0.04,-2720,-0.32,659280,164.82,11
2053,多頭進場,2023-06-06 10:20,L_Cmd,16778,1,838900,-2590,-0.31,330,0.04,-2720,-0.32,659280,164.82,11
2054,多頭出場,2023-06-06 23:50,L_Exit_G,16795,1,837550,2160,0.26,2230,0.27,-70,-0.01,661380,165.35,13
2054,多頭進場,2023-06-06 22:45,L_Cmd,16751,1,837550,2160,0.26,2230,0.27,-70,-0.01,661380,165.35,13
2055,多頭出場,2023-06-06 23:55,L_Exit,16802,1,838300,1760,0.21,1830,0.22,-620,-0.07,663140,165.79,11
2055,多頭進場,2023-06-06 23:00,L_Add,16766,1,838300,1760,0.21,1830,0.22,-620,-0.07,663140,165.79,11
2056,多頭出場,2023-06-07 03:40,L_G_Cut,16788,1,838700,660,0.08,1580,0.19,-1020,-0.12,663800,165.95,55
2056,多頭進場,2023-06-06 23:05,L_Add,16774,1,838700,660,0.08,1580,0.19,-1020,-0.12,663800,165.95,55
2057,多頭出場,2023-06-07 03:40,L_G_Cut,16788,1,838950,410,0.05,1330,0.16,-1270,-0.15,664230,166.06,52
2057,多頭進場,2023-06-06 23:20,L_G_進,16779,1,838950,410,0.05,1330,0.16,-1270,-0.15,664230,166.06,52
2058,多頭出場,2023-06-07 09:25,L_Exit_Add,16826,1,839800,1460,0.17,1530,0.18,-1470,-0.18,665710,166.43,69
2058,多頭進場,2023-06-06 23:55,L_G_進,16796,1,839800,1460,0.17,1530,0.18,-1470,-0.18,665710,166.43,69
2059,多頭出場,2023-06-07 09:25,L_Exit_Add,16826,1,840050,1210,0.14,1280,0.15,-1720,-0.20,666940,166.74,68
2059,多頭進場,2023-06-07 00:00,L_G_進,16801,1,840050,1210,0.14,1280,0.15,-1720,-0.20,666940,166.74,68
2060,多頭出場,2023-06-07 11:55,L_Exit_G,16892,1,842200,2360,0.28,2430,0.29,-1220,-0.14,669240,167.31,26
2060,多頭進場,2023-06-07 09:45,L_Cmd,16844,1,842200,2360,0.28,2430,0.29,-1220,-0.14,669240,167.31,26
2061,多頭出場,2023-06-07 15:10,L_G_Cut,16880,1,843550,410,0.05,1780,0.21,-770,-0.09,669650,167.41,39
2061,多頭進場,2023-06-07 10:45,L_Add,16871,1,843550,410,0.05,1780,0.21,-770,-0.09,669650,167.41,39
2062,多頭出場,2023-06-07 15:20,L_Cmd_Fast,16869,1,843750,-340,-0.04,1580,0.19,-370,-0.04,669330,167.33,30
2062,多頭進場,2023-06-07 11:40,L_Add,16875,1,843750,-340,-0.04,1580,0.19,-370,-0.04,669330,167.33,30
2063,多頭出場,2023-06-07 21:20,L_Exit_Add,16914,1,844050,1610,0.19,1930,0.23,-1570,-0.19,670940,167.74,99
2063,多頭進場,2023-06-07 11:55,L_G_進,16881,1,844050,1610,0.19,1930,0.23,-1570,-0.19,670940,167.74,99
2064,多頭出場,2023-06-07 21:20,L_Exit_Add,16914,1,845000,660,0.08,980,0.12,-2520,-0.30,671620,167.91,97
2064,多頭進場,2023-06-07 12:05,L_G_進,16900,1,845000,660,0.08,980,0.12,-2520,-0.30,671620,167.91,97
2065,多頭出場,2023-06-07 21:40,L_Exit_Add,16946,1,845750,1510,0.18,1580,0.19,-420,-0.05,673130,168.28,4
2065,多頭進場,2023-06-07 21:20,L_Add,16915,1,845750,1510,0.18,1580,0.19,-420,-0.05,673130,168.28,4
2066,多頭出場,2023-06-07 22:35,L_Exit_Add,16911,1,846600,-1090,-0.13,1630,0.19,-1070,-0.13,672040,168.01,11
2066,多頭進場,2023-06-07 21:40,L_Add,16932,1,846600,-1090,-0.13,1630,0.19,-1070,-0.13,672040,168.01,11
2067,多頭出場,2023-06-07 22:40,L_Exit_Add,16883,1,848000,-3890,-0.46,230,0.03,-3870,-0.46,668170,167.04,10
2067,多頭進場,2023-06-07 21:50,L_Add,16960,1,848000,-3890,-0.46,230,0.03,-3870,-0.46,668170,167.04,10
2068,多頭出場,2023-06-09 00:20,L_Exit_G,16832,1,838650,2910,0.35,2980,0.36,-620,-0.07,671020,167.76,23
2068,多頭進場,2023-06-08 22:25,L_Cmd,16773,1,838650,2910,0.35,2980,0.36,-620,-0.07,671020,167.76,23
2069,多頭出場,2023-06-09 00:30,L_Exit,16838,1,839650,2210,0.26,2330,0.28,-120,-0.01,673230,168.31,17
2069,多頭進場,2023-06-08 23:05,L_Add,16793,1,839650,2210,0.26,2330,0.28,-120,-0.01,673230,168.31,17
2070,多頭出場,2023-06-09 00:30,L_Exit_Add,16838,1,839950,1910,0.23,2030,0.24,-320,-0.04,675160,168.79,16
2070,多頭進場,2023-06-08 23:10,L_Add,16799,1,839950,1910,0.23,2030,0.24,-320,-0.04,675160,168.79,16
2071,多頭出場,2023-06-09 01:35,L_G_Cut,16805,1,840500,-290,-0.03,1530,0.18,-470,-0.06,674890,168.72,26
2071,多頭進場,2023-06-08 23:25,L_G_進,16810,1,840500,-290,-0.03,1530,0.18,-470,-0.06,674890,168.72,26
2072,多頭出場,2023-06-09 09:00,Trend Rev,16795,1,841600,-1890,-0.22,430,0.05,-2270,-0.27,673020,168.26,58
2072,多頭進場,2023-06-09 00:25,L_G_進,16832,1,841600,-1890,-0.22,430,0.05,-2270,-0.27,673020,168.26,58
2073,多頭出場,2023-06-09 12:25,L_Cmd_Fast,16843,1,843500,-1390,-0.16,780,0.09,-1720,-0.20,671630,167.91,27
2073,多頭進場,2023-06-09 10:10,L_Cmd,16870,1,843500,-1390,-0.16,780,0.09,-1720,-0.20,671630,167.91,27
2074,多頭出場,2023-06-09 17:50,L_Cmd_Fast,16870,1,843050,410,0.05,1530,0.18,-420,-0.05,672020,168.01,36
2074,多頭進場,2023-06-09 13:35,L_Cmd,16861,1,843050,410,0.05,1530,0.18,-420,-0.05,672020,168.01,36
2075,多頭出場,2023-06-09 21:25,L_Exit_Add,16917,1,844450,1360,0.16,1430,0.17,-1820,-0.22,673360,168.34,77
2075,多頭進場,2023-06-09 15:00,L_Add,16889,1,844450,1360,0.16,1430,0.17,-1820,-0.22,673360,168.34,77
2076,多頭出場,2023-06-09 21:35,L_Exit_Add,16958,1,845300,2560,0.30,2630,0.31,-220,-0.03,675920,168.98,4
2076,多頭進場,2023-06-09 21:15,L_Add,16906,1,845300,2560,0.30,2630,0.31,-220,-0.03,675920,168.98,4
2077,多頭出場,2023-06-09 21:35,L_Exit_Add,16958,1,845750,2110,0.25,2180,0.26,-420,-0.05,678050,169.51,2
2077,多頭進場,2023-06-09 21:25,L_Add,16915,1,845750,2110,0.25,2180,0.26,-420,-0.05,678050,169.51,2
2078,多頭出場,2023-06-09 22:50,L_Exit_Add,16925,1,847700,-1490,-0.18,1580,0.19,-1470,-0.17,676540,169.14,15
2078,多頭進場,2023-06-09 21:35,L_Add,16954,1,847700,-1490,-0.18,1580,0.19,-1470,-0.17,676540,169.14,15
2079,多頭出場,2023-06-09 22:50,L_Exit_Add,16916,1,848750,-2990,-0.35,530,0.06,-2970,-0.35,673570,168.39,10
2079,多頭進場,2023-06-09 22:00,L_Add,16975,1,848750,-2990,-0.35,530,0.06,-2970,-0.35,673570,168.39,10
2080,多頭出場,2023-06-10 00:00,L_Exit_Add,16895,1,849200,-4490,-0.53,80,0.01,-4470,-0.53,669100,167.28,21
2080,多頭進場,2023-06-09 22:15,L_Add,16984,1,849200,-4490,-0.53,80,0.01,-4470,-0.53,669100,167.28,21
2081,多頭出場,2023-06-13 02:55,L_Exit_Add,17071,1,851150,2360,0.28,2430,0.29,-1020,-0.12,671440,167.86,49
2081,多頭進場,2023-06-12 22:50,L_Cmd,17023,1,851150,2360,0.28,2430,0.29,-1020,-0.12,671440,167.86,49
2082,多頭出場,2023-06-13 03:10,L_Exit,17078,1,851950,1910,0.22,1980,0.23,-220,-0.03,673330,168.33,31
2082,多頭進場,2023-06-13 00:35,L_Add,17039,1,851950,1910,0.22,1980,0.23,-220,-0.03,673330,168.33,31
2083,多頭出場,2023-06-13 08:50,L_Exit_Add,17118,1,853800,2060,0.24,2130,0.25,-120,-0.01,675390,168.85,24
2083,多頭進場,2023-06-13 03:05,L_Add,17076,1,853800,2060,0.24,2130,0.25,-120,-0.01,675390,168.85,24
2084,多頭出場,2023-06-13 08:50,L_Exit_Add,17118,1,853900,1960,0.23,2030,0.24,-170,-0.02,677370,169.34,23
2084,多頭進場,2023-06-13 03:10,L_Add,17078,1,853900,1960,0.23,2030,0.24,-170,-0.02,677370,169.34,23
2085,多頭出場,2023-06-13 09:25,L_Exit_Add,17145,1,855900,1310,0.15,1380,0.16,-1820,-0.21,678700,169.68,7
2085,多頭進場,2023-06-13 08:50,L_Add,17118,1,855900,1310,0.15,1380,0.16,-1820,-0.21,678700,169.68,7
2086,多頭出場,2023-06-13 10:00,L_Exit,17215,1,857150,3560,0.42,3630,0.42,-420,-0.05,682200,170.55,6
2086,多頭進場,2023-06-13 09:30,L_Cmd,17143,1,857150,3560,0.42,3630,0.42,-420,-0.05,682200,170.55,6
2087,多頭出場,2023-06-13 10:00,L_Exit_G,17215,1,858200,2510,0.29,2580,0.30,-1070,-0.12,684730,171.18,5
2087,多頭進場,2023-06-13 09:35,L_Add,17164,1,858200,2510,0.29,2580,0.30,-1070,-0.12,684730,171.18,5
2088,多頭出場,2023-06-13 11:20,L_Exit_Add,17232,1,859450,2110,0.25,2180,0.25,-870,-0.10,686820,171.71,18
2088,多頭進場,2023-06-13 09:50,L_Add,17189,1,859450,2110,0.25,2180,0.25,-870,-0.10,686820,171.71,18
2089,多頭出場,2023-06-13 11:20,L_Exit_G,17232,1,859400,2160,0.25,2230,0.26,-820,-0.10,689000,172.25,17
2089,多頭進場,2023-06-13 09:55,L_G_進,17188,1,859400,2160,0.25,2230,0.26,-820,-0.10,689000,172.25,17
2090,多頭出場,2023-06-13 11:30,L_Exit_Add,17249,1,860750,1660,0.19,1730,0.20,-420,-0.05,690660,172.67,4
2090,多頭進場,2023-06-13 11:10,L_Add,17215,1,860750,1660,0.19,1730,0.20,-420,-0.05,690660,172.67,4
2091,多頭出場,2023-06-13 11:45,L_Exit_G,17273,1,860700,2910,0.34,2980,0.35,-320,-0.04,693550,173.39,6
2091,多頭進場,2023-06-13 11:15,L_G_進,17214,1,860700,2910,0.34,2980,0.35,-320,-0.04,693550,173.39,6
2092,多頭出場,2023-06-13 12:50,L_G_Cut,17206,1,861600,-1340,-0.16,2080,0.24,-1470,-0.17,692210,173.05,16
2092,多頭進場,2023-06-13 11:30,L_Add,17232,1,861600,-1340,-0.16,2080,0.24,-1470,-0.17,692210,173.05,16
2093,多頭出場,2023-06-13 20:40,L_Exit_Add,17286,1,862400,1860,0.22,1930,0.22,-2270,-0.26,694090,173.52,94
2093,多頭進場,2023-06-13 11:35,L_Add,17248,1,862400,1860,0.22,1930,0.22,-2270,-0.26,694090,173.52,94
2094,多頭出場,2023-06-13 20:45,L_Exit_Add,17292,1,862800,1760,0.20,1830,0.21,-2670,-0.31,695870,173.97,93
2094,多頭進場,2023-06-13 11:45,L_G_進,17256,1,862800,1760,0.20,1830,0.21,-2670,-0.31,695870,173.97,93
2095,多頭出場,2023-06-13 21:05,L_Exit_Add,17305,1,863500,1710,0.20,1830,0.21,-3370,-0.39,697580,174.40,96
2095,多頭進場,2023-06-13 11:50,L_G_進,17270,1,863500,1710,0.20,1830,0.21,-3370,-0.39,697580,174.40,96
2096,多頭出場,2023-06-13 21:55,L_Exit_Add,17245,1,865300,-3090,-0.36,680,0.08,-3070,-0.35,694510,173.63,10
2096,多頭進場,2023-06-13 21:05,L_Add,17306,1,865300,-3090,-0.36,680,0.08,-3070,-0.35,694510,173.63,10
2097,多頭出場,2023-06-15 01:20,L_Cmd_Fast,17246,1,861900,360,0.04,1680,0.19,-220,-0.03,694830,173.71,40
2097,多頭進場,2023-06-14 22:00,L_Cmd,17238,1,861900,360,0.04,1680,0.19,-220,-0.03,694830,173.71,40
2098,多頭出場,2023-06-15 02:00,L_Exit_Add,17210,1,862850,-2390,-0.28,730,0.08,-2370,-0.27,692460,173.12,46
2098,多頭進場,2023-06-14 22:10,L_Add,17257,1,862850,-2390,-0.28,730,0.08,-2370,-0.27,692460,173.12,46
2099,多頭出場,2023-06-15 02:00,L_Exit_Add,17202,1,863250,-3190,-0.37,330,0.04,-3170,-0.37,689290,172.32,44
2099,多頭進場,2023-06-14 22:20,L_Add,17265,1,863250,-3190,-0.37,330,0.04,-3170,-0.37,689290,172.32,44
2100,多頭出場,2023-06-15 03:15,Trend Rev,17231,1,863300,-1790,-0.21,80,0.01,-1820,-0.21,687500,171.88,1
2100,多頭進場,2023-06-15 03:10,L_Cmd,17266,1,863300,-1790,-0.21,80,0.01,-1820,-0.21,687500,171.88,1
2101,多頭出場,2023-06-15 22:40,L_Cmd_Fast,17304,1,865700,-540,-0.06,1030,0.12,-820,-0.09,686940,171.74,16
2101,多頭進場,2023-06-15 21:20,L_Cmd,17314,1,865700,-540,-0.06,1030,0.12,-820,-0.09,686940,171.74,16
2102,多頭出場,2023-06-16 03:15,L_Exit_Add,17359,1,866450,1460,0.17,1830,0.21,-1620,-0.19,688380,172.10,66
2102,多頭進場,2023-06-15 21:45,L_Add,17329,1,866450,1460,0.17,1830,0.21,-1620,-0.19,688380,172.10,66
2103,多頭出場,2023-06-16 08:45,L_Exit_Add,17300,1,867750,-2790,-0.32,280,0.03,-2770,-0.32,685610,171.40,23
2103,多頭進場,2023-06-16 03:05,L_Add,17355,1,867750,-2790,-0.32,280,0.03,-2770,-0.32,685610,171.40,23
2104,多頭出場,2023-06-16 08:45,L_Exit_Add,17300,1,867800,-2840,-0.33,230,0.03,-2820,-0.32,682790,170.70,22
2104,多頭進場,2023-06-16 03:10,L_Add,17356,1,867800,-2840,-0.33,230,0.03,-2820,-0.32,682790,170.70,22
2105,多頭出場,2023-06-16 11:40,Trend Rev,17301,1,865550,-540,-0.06,30,0.00,-820,-0.09,682250,170.56,1
2105,多頭進場,2023-06-16 11:35,L_Cmd,17311,1,865550,-540,-0.06,30,0.00,-820,-0.09,682250,170.56,1
2106,多頭出場,2023-06-20 00:05,Trend Rev,17235,1,861850,-140,-0.02,30,0.00,-220,-0.03,682110,170.53,4
2106,多頭進場,2023-06-19 23:45,L_Cmd,17237,1,861850,-140,-0.02,30,0.00,-220,-0.03,682110,170.53,4
2107,空頭出場,2023-06-21 00:25,S_G_Cut,16970,1,848500,-40,0.00,980,0.12,-220,-0.03,682010,170.50,25
2107,空頭進場,2023-06-20 22:20,S_Cmd,16970,1,848500,-40,0.00,980,0.12,-220,-0.03,682010,170.50,25
2108,空頭出場,2023-06-21 00:35,S_Cmd_Fast,16976,1,848050,-790,-0.09,530,0.06,-770,-0.09,681240,170.31,26
2108,空頭進場,2023-06-20 22:25,S_Add,16961,1,848050,-790,-0.09,530,0.06,-770,-0.09,681240,170.31,26
2109,空頭出場,2023-06-21 08:50,TimeStop,16991,1,847750,-1840,-0.22,230,0.03,-1870,-0.22,679420,169.86,79
2109,空頭進場,2023-06-20 22:30,S_Add,16955,1,847750,-1840,-0.22,230,0.03,-1870,-0.22,679420,169.86,79
2110,空頭出場,2023-06-21 08:55,Trend Rev,17000,1,847550,-2490,-0.29,0,0.00,-2720,-0.32,676950,169.24,61
2110,空頭進場,2023-06-21 00:05,S_G_進,16951,1,847550,-2490,-0.29,0,0.00,-2720,-0.32,676950,169.24,61
2111,空頭出場,2023-06-21 22:50,S_Exit,16923,1,847600,1410,0.17,1480,0.17,-670,-0.08,678320,169.58,9
2111,空頭進場,2023-06-21 22:05,S_Cmd,16952,1,847600,1410,0.17,1480,0.17,-670,-0.08,678320,169.58,9
2112,空頭出場,2023-06-21 23:20,S_Exit_Add,16909,1,847000,1510,0.18,1580,0.19,-170,-0.02,679810,169.95,7
2112,空頭進場,2023-06-21 22:45,S_Add,16940,1,847000,1510,0.18,1580,0.19,-170,-0.02,679810,169.95,7
2113,空頭出場,2023-06-22 00:20,S_G_Cut,16947,1,846500,-890,-0.11,1080,0.13,-1070,-0.13,678940,169.74,18
2113,空頭進場,2023-06-21 22:50,S_Add,16930,1,846500,-890,-0.11,1080,0.13,-1070,-0.13,678940,169.74,18
2114,空頭出場,2023-06-26 08:45,S_Exit_Add,16842,1,845650,3510,0.42,3580,0.42,-2170,-0.26,682470,170.62,70
2114,空頭進場,2023-06-21 23:10,S_Add,16913,1,845650,3510,0.42,3580,0.42,-2170,-0.26,682470,170.62,70
2115,空頭出場,2023-06-26 08:45,S_Exit_Add,16842,1,845800,3660,0.43,3730,0.44,-2020,-0.24,686150,171.54,69
2115,空頭進場,2023-06-21 23:15,S_G_進,16916,1,845800,3660,0.43,3730,0.44,-2020,-0.24,686150,171.54,69
2116,空頭出場,2023-06-26 15:10,S_Exit,16845,1,843900,1610,0.19,1680,0.20,-720,-0.09,687740,171.94,10
2116,空頭進場,2023-06-26 13:05,S_Cmd,16878,1,843900,1610,0.19,1680,0.20,-720,-0.09,687740,171.94,10
2117,空頭出場,2023-06-26 15:35,S_Exit_Add,16828,1,843300,1860,0.22,1930,0.23,-970,-0.12,689620,172.41,11
2117,空頭進場,2023-06-26 13:25,S_Add,16866,1,843300,1860,0.22,1930,0.23,-970,-0.12,689620,172.41,11
2118,空頭出場,2023-06-27 02:35,S_Cmd_Fast,16852,1,842700,60,0.01,980,0.12,-620,-0.07,689640,172.41,39
2118,空頭進場,2023-06-26 23:20,S_Cmd,16854,1,842700,60,0.01,980,0.12,-620,-0.07,689640,172.41,39
2119,空頭出場,2023-06-27 04:00,S_Exit_Add,16815,1,842050,1260,0.15,1330,0.16,-970,-0.12,690900,172.73,40
2119,空頭進場,2023-06-27 00:40,S_Add,16841,1,842050,1260,0.15,1330,0.16,-970,-0.12,690900,172.73,40
2120,空頭出場,2023-06-27 04:00,S_Exit_Add,16815,1,841900,1110,0.13,1180,0.14,-1120,-0.13,692030,173.01,39
2120,空頭進場,2023-06-27 00:45,S_Add,16838,1,841900,1110,0.13,1180,0.14,-1120,-0.13,692030,173.01,39
2121,空頭出場,2023-06-27 04:35,S_Exit_Add,16792,1,840700,1060,0.13,1130,0.13,-120,-0.01,693070,173.27,7
2121,空頭進場,2023-06-27 04:00,S_Add,16814,1,840700,1060,0.13,1130,0.13,-120,-0.01,693070,173.27,7
2122,空頭出場,2023-06-27 09:00,S_Exit_Add,16768,1,840150,1710,0.20,1780,0.21,-670,-0.08,694780,173.70,9
2122,空頭進場,2023-06-27 04:30,S_Add,16803,1,840150,1710,0.20,1780,0.21,-670,-0.08,694780,173.70,9
2123,空頭出場,2023-06-27 09:00,S_Exit_Add,16768,1,839900,1460,0.17,1530,0.18,-920,-0.11,696260,174.07,8
2123,空頭進場,2023-06-27 04:35,S_Add,16798,1,839900,1460,0.17,1530,0.18,-920,-0.11,696260,174.07,8
2124,空頭出場,2023-06-27 09:40,S_Exit_Add,16821,1,838900,-2190,-0.26,1680,0.20,-2170,-0.26,694070,173.52,8
2124,空頭進場,2023-06-27 09:00,S_Add,16778,1,838900,-2190,-0.26,1680,0.20,-2170,-0.26,694070,173.52,8
2125,空頭出場,2023-06-27 09:55,S_Exit_Add,16836,1,838150,-3690,-0.44,930,0.11,-3670,-0.44,690400,172.60,8
2125,空頭進場,2023-06-27 09:15,S_Add,16763,1,838150,-3690,-0.44,930,0.11,-3670,-0.44,690400,172.60,8
2126,空頭出場,2023-06-27 15:05,S_G_Cut,16750,1,837500,-40,0.00,2230,0.27,-420,-0.05,690300,172.58,31
2126,空頭進場,2023-06-27 11:15,S_Cmd,16750,1,837500,-40,0.00,2230,0.27,-420,-0.05,690300,172.58,31
2127,空頭出場,2023-06-27 15:10,S_Cmd_Fast,16754,1,836400,-1340,-0.16,1130,0.14,-1520,-0.18,688980,172.25,28
2127,空頭進場,2023-06-27 11:35,S_Add,16728,1,836400,-1340,-0.16,1130,0.14,-1520,-0.18,688980,172.25,28
2128,空頭出場,2023-06-27 22:00,TimeStop,16756,1,835850,-1990,-0.24,580,0.07,-2520,-0.30,687010,171.75,105
2128,空頭進場,2023-06-27 12:00,S_Add,16717,1,835850,-1990,-0.24,580,0.07,-2520,-0.30,687010,171.75,105
2129,空頭出場,2023-06-27 22:50,Trend Rev,16757,1,835650,-2240,-0.27,380,0.05,-2720,-0.33,684790,171.20,114
2129,空頭進場,2023-06-27 12:05,S_G_進,16713,1,835650,-2240,-0.27,380,0.05,-2720,-0.33,684790,171.20,114
2130,空頭出場,2023-06-28 09:05,S_Exit,16764,1,839600,1360,0.16,1430,0.17,-570,-0.07,686130,171.53,3
2130,空頭進場,2023-06-28 08:50,S_Cmd,16792,1,839600,1360,0.16,1430,0.17,-570,-0.07,686130,171.53,3
2131,空頭出場,2023-06-28 10:05,S_Exit_Add,16743,1,839000,1810,0.22,1880,0.22,-770,-0.09,687900,171.98,12
2131,空頭進場,2023-06-28 09:05,S_Add,16780,1,839000,1810,0.22,1880,0.22,-770,-0.09,687900,171.98,12
