交易編號,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
1501,空頭進場,2023-02-17 04:40,S_G_進,15431,1,771550,-1640,-0.21,2330,0.30,-2270,-0.29,452020,113.01
1502,空頭出場,2023-02-17 12:00,Trend Rev,15463,1,770700,-2490,-0.32,1480,0.19,-2570,-0.33,449550,112.39
1502,空頭進場,2023-02-17 09:45,S_Add,15414,1,770700,-2490,-0.32,1480,0.19,-2570,-0.33,449550,112.39
1503,空頭出場,2023-02-17 12:00,Trend Rev,15463,1,769950,-3240,-0.42,730,0.09,-3320,-0.43,446330,111.58
1503,空頭進場,2023-02-17 09:50,S_G_進,15399,1,769950,-3240,-0.42,730,0.09,-3320,-0.43,446330,111.58
1504,空頭出場,2023-02-17 23:10,S_Exit,15436,1,770400,-1440,-0.19,680,0.09,-1420,-0.18,444870,111.22
1504,空頭進場,2023-02-17 22:50,S_Cmd,15408,1,770400,-1440,-0.19,680,0.09,-1420,-0.18,444870,111.22
1505,空頭出場,2023-02-17 23:15,S_Exit_Add,15449,1,769800,-2690,-0.35,80,0.01,-2670,-0.35,442200,110.55
1505,空頭進場,2023-02-17 22:55,S_Add,15396,1,769800,-2690,-0.35,80,0.01,-2670,-0.35,442200,110.55
1506,空頭出場,2023-02-20 09:05,S_Exit,15428,1,769750,-1690,-0.22,280,0.04,-1670,-0.22,440510,110.13
1506,空頭進場,2023-02-20 08:50,S_Cmd,15395,1,769750,-1690,-0.22,280,0.04,-1670,-0.22,440510,110.13
1507,多頭出場,2023-02-20 13:05,L_G_Cut,15513,1,775150,460,0.06,2580,0.33,-720,-0.09,440910,110.23
1507,多頭進場,2023-02-20 09:45,L_Cmd,15503,1,775150,460,0.06,2580,0.33,-720,-0.09,440910,110.23
1508,多頭出場,2023-02-20 13:10,L_Cmd_Fast,15511,1,776550,-1040,-0.13,1180,0.15,-1270,-0.16,439890,109.97
1508,多頭進場,2023-02-20 10:55,L_Add,15531,1,776550,-1040,-0.13,1180,0.15,-1270,-0.16,439890,109.97
1509,多頭出場,2023-02-20 22:55,Trend Rev,15506,1,777150,-1890,-0.24,580,0.07,-2270,-0.29,438020,109.51
1509,多頭進場,2023-02-20 12:15,L_Add,15543,1,777150,-1890,-0.24,580,0.07,-2270,-0.29,438020,109.51
1510,多頭出場,2023-02-20 22:55,Trend Rev,15506,1,777600,-2340,-0.30,130,0.02,-2720,-0.35,435700,108.93
1510,多頭進場,2023-02-20 12:30,L_G_進,15552,1,777600,-2340,-0.30,130,0.02,-2720,-0.35,435700,108.93
1511,空頭出場,2023-02-22 03:15,S_Exit,15394,1,771650,1910,0.25,1980,0.26,-970,-0.13,437550,109.39
1511,空頭進場,2023-02-21 23:15,S_Cmd,15433,1,771650,1910,0.25,1980,0.26,-970,-0.13,437550,109.39
1512,空頭出場,2023-02-22 03:15,S_Exit_Add,15394,1,770850,1110,0.14,1180,0.15,-470,-0.06,438680,109.67
1512,空頭進場,2023-02-22 00:40,S_Add,15417,1,770850,1110,0.14,1180,0.15,-470,-0.06,438680,109.67
1513,空頭出場,2023-02-22 04:20,S_Exit_G,15389,1,770050,560,0.07,630,0.08,-270,-0.04,439260,109.82
1513,空頭進場,2023-02-22 03:05,S_Add,15401,1,770050,560,0.07,630,0.08,-270,-0.04,439260,109.82
1514,空頭出場,2023-02-22 04:50,S_Exit_Add,15379,1,769900,910,0.12,980,0.13,-420,-0.05,440170,110.04
1514,空頭進場,2023-02-22 03:10,S_G_進,15398,1,769900,910,0.12,980,0.13,-420,-0.05,440170,110.04
1515,空頭出場,2023-02-22 08:45,S_Exit_Add,15351,1,769200,1610,0.21,1680,0.22,-120,-0.02,441800,110.45
1515,空頭進場,2023-02-22 04:50,S_Add,15384,1,769200,1610,0.21,1680,0.22,-120,-0.02,441800,110.45
1516,空頭出場,2023-02-22 09:10,S_BE,15344,1,767200,-40,-0.01,1680,0.22,-70,-0.01,441740,110.43
1516,空頭進場,2023-02-22 09:05,S_Cmd,15344,1,767200,-40,-0.01,1680,0.22,-70,-0.01,441740,110.43
1517,空頭出場,2023-02-22 09:30,S_Exit_Add,15372,1,765800,-2840,-0.37,230,0.03,-2820,-0.37,438920,109.73
1517,空頭進場,2023-02-22 09:10,S_Add,15316,1,765800,-2840,-0.37,230,0.03,-2820,-0.37,438920,109.73
1518,空頭出場,2023-02-22 23:55,Trend Rev,15400,1,768750,-1290,-0.17,0,0.00,-1270,-0.17,437630,109.41
1518,空頭進場,2023-02-22 23:35,S_Cmd,15375,1,768750,-1290,-0.17,0,0.00,-1270,-0.17,437630,109.41
1519,空頭出場,2023-02-23 08:45,S_Exit_Add,15426,1,768800,-2540,-0.33,1630,0.21,-2520,-0.33,435030,108.76
1519,空頭進場,2023-02-23 04:00,S_Cmd,15376,1,768800,-2540,-0.33,1630,0.21,-2520,-0.33,435030,108.76
1520,空頭出場,2023-02-23 08:45,S_Exit,15426,1,768000,-3340,-0.43,830,0.11,-3320,-0.43,431710,107.93
1520,空頭進場,2023-02-23 04:05,S_Add,15360,1,768000,-3340,-0.43,830,0.11,-3320,-0.43,431710,107.93
1521,空頭出場,2023-02-23 08:45,S_Exit_Add,15428,1,767550,-3890,-0.51,380,0.05,-3870,-0.50,427840,106.96
1521,空頭進場,2023-02-23 04:40,S_Add,15351,1,767550,-3890,-0.51,380,0.05,-3870,-0.50,427840,106.96
1522,空頭出場,2023-02-23 08:50,S_G_Cut,15465,1,767300,-5990,-0.78,130,0.02,-7170,-0.93,421870,105.47
1522,空頭進場,2023-02-23 04:45,S_G_進,15346,1,767300,-5990,-0.78,130,0.02,-7170,-0.93,421870,105.47
1523,多頭出場,2023-02-23 10:55,L_Exit_G,15655,1,779200,3510,0.45,3580,0.46,-520,-0.07,425320,106.33
1523,多頭進場,2023-02-23 10:20,L_Cmd,15584,1,779200,3510,0.45,3580,0.46,-520,-0.07,425320,106.33
1524,多頭出場,2023-02-23 13:30,L_G_Cut,15602,1,780450,-390,-0.05,2330,0.30,-570,-0.07,424930,106.23
1524,多頭進場,2023-02-23 10:40,L_Add,15609,1,780450,-390,-0.05,2330,0.30,-570,-0.07,424930,106.23
1525,多頭出場,2023-02-23 16:10,L_Cmd_Fast,15583,1,780950,-1840,-0.24,1830,0.23,-1970,-0.25,423110,105.78
1525,多頭進場,2023-02-23 10:45,L_Add,15619,1,780950,-1840,-0.24,1830,0.23,-1970,-0.25,423110,105.78
1526,多頭出場,2023-02-23 22:45,L_Exit_Add,15685,1,781800,2410,0.31,2480,0.32,-3020,-0.39,425540,106.39
1526,多頭進場,2023-02-23 10:50,L_G_進,15636,1,781800,2410,0.31,2480,0.32,-3020,-0.39,425540,106.39
1527,多頭出場,2023-02-23 22:45,L_Exit_Add,15685,1,782750,1460,0.19,1530,0.20,-3970,-0.51,427020,106.76
1527,多頭進場,2023-02-23 11:00,L_G_進,15655,1,782750,1460,0.19,1530,0.20,-3970,-0.51,427020,106.76
1528,多頭出場,2023-02-23 23:40,L_Exit,15647,1,784150,-1840,-0.23,780,0.10,-1820,-0.23,425180,106.30
1528,多頭進場,2023-02-23 22:50,L_Cmd,15683,1,784150,-1840,-0.23,780,0.10,-1820,-0.23,425180,106.30
1529,多頭出場,2023-02-24 09:00,L_Exit_G,15663,1,780650,2460,0.32,2530,0.32,-20,0.00,427580,106.90
1529,多頭進場,2023-02-24 03:15,L_Cmd,15613,1,780650,2460,0.32,2530,0.32,-20,0.00,427580,106.90
1530,多頭出場,2023-02-24 09:00,L_Exit,15683,1,781350,2760,0.35,2830,0.36,-220,-0.03,430360,107.59
1530,多頭進場,2023-02-24 03:25,L_Add,15627,1,781350,2760,0.35,2830,0.36,-220,-0.03,430360,107.59
1531,多頭出場,2023-02-24 09:00,L_Exit_Add,15683,1,781900,2210,0.28,2280,0.29,-720,-0.09,432590,108.15
1531,多頭進場,2023-02-24 03:35,L_Add,15638,1,781900,2210,0.28,2280,0.29,-720,-0.09,432590,108.15
1532,多頭出場,2023-02-24 09:00,L_Exit_Add,15683,1,782450,1660,0.21,1730,0.22,-120,-0.02,434270,108.57
1532,多頭進場,2023-02-24 08:55,L_G_進,15649,1,782450,1660,0.21,1730,0.22,-120,-0.02,434270,108.57
1533,空頭出場,2023-02-24 22:45,S_Exit,15392,1,771150,1510,0.20,1580,0.20,-820,-0.11,435740,108.94
1533,空頭進場,2023-02-24 22:15,S_Cmd,15423,1,771150,1510,0.20,1580,0.20,-820,-0.11,435740,108.94
1534,空頭出場,2023-03-01 08:45,S_Exit_Add,15342,1,770550,3410,0.44,3480,0.45,-1920,-0.25,439170,109.79
1534,空頭進場,2023-02-24 22:20,S_Add,15411,1,770550,3410,0.44,3480,0.45,-1920,-0.25,439170,109.79
1535,空頭出場,2023-03-01 08:45,S_Exit_Add,15342,1,769850,2710,0.35,2780,0.36,-2620,-0.34,441900,110.48
1535,空頭進場,2023-02-24 22:45,S_Add,15397,1,769850,2710,0.35,2780,0.36,-2620,-0.34,441900,110.48
1536,空頭出場,2023-03-01 09:05,S_Exit,15388,1,767600,-1840,-0.24,930,0.12,-1820,-0.24,440060,110.02
1536,空頭進場,2023-03-01 08:50,S_Cmd,15352,1,767600,-1840,-0.24,930,0.12,-1820,-0.24,440060,110.02
1537,多頭出場,2023-03-01 15:00,L_Exit_G,15565,1,775250,2960,0.38,3030,0.39,-1620,-0.21,442960,110.74
1537,多頭進場,2023-03-01 10:45,L_Cmd,15505,1,775250,2960,0.38,3030,0.39,-1620,-0.21,442960,110.74
1538,多頭出場,2023-03-01 16:10,L_Exit_Add,15591,1,776650,2860,0.37,2930,0.38,-870,-0.11,445840,111.46
1538,多頭進場,2023-03-01 11:50,L_Add,15533,1,776650,2860,0.37,2930,0.38,-870,-0.11,445840,111.46
1539,多頭出場,2023-03-01 21:05,L_Cmd_Fast,15572,1,777100,1460,0.19,2630,0.34,-1320,-0.17,447300,111.83
1539,多頭進場,2023-03-01 12:05,L_Add,15542,1,777100,1460,0.19,2630,0.34,-1320,-0.17,447300,111.83
1540,多頭出場,2023-03-01 21:05,L_Exit_Add,15571,1,777650,860,0.11,2080,0.27,-870,-0.11,448180,112.04
1540,多頭進場,2023-03-01 13:20,L_G_進,15553,1,777650,860,0.11,2080,0.27,-870,-0.11,448180,112.04
1541,多頭出場,2023-03-01 21:25,L_Exit_Add,15546,1,778600,-1340,-0.17,130,0.02,-1320,-0.17,446860,111.72
1541,多頭進場,2023-03-01 21:05,L_Add,15572,1,778600,-1340,-0.17,130,0.02,-1320,-0.17,446860,111.72
1542,多頭出場,2023-03-02 08:55,L_Exit,15553,1,779800,-2190,-0.28,380,0.05,-2170,-0.28,444670,111.17
1542,多頭進場,2023-03-02 08:50,L_Cmd,15596,1,779800,-2190,-0.28,380,0.05,-2170,-0.28,444670,111.17
1543,多頭出場,2023-03-03 04:30,L_Exit_G,15635,1,778750,2960,0.38,3030,0.39,-920,-0.12,447570,111.89
1543,多頭進場,2023-03-02 23:55,L_Cmd,15575,1,778750,2960,0.38,3030,0.39,-920,-0.12,447570,111.89
1544,多頭出場,2023-03-03 04:35,L_Exit,15643,1,780550,1560,0.20,1630,0.21,-720,-0.09,449150,112.29
1544,多頭進場,2023-03-03 03:05,L_Add,15611,1,780550,1560,0.20,1630,0.21,-720,-0.09,449150,112.29
1545,多頭出場,2023-03-03 09:00,L_Exit_Add,15661,1,781000,2010,0.26,2080,0.27,-720,-0.09,451160,112.79
1545,多頭進場,2023-03-03 03:30,L_Add,15620,1,781000,2010,0.26,2080,0.27,-720,-0.09,451160,112.79
1546,多頭出場,2023-03-03 09:00,L_Exit_Add,15661,1,780950,2060,0.26,2130,0.27,-670,-0.09,453240,113.31
1546,多頭進場,2023-03-03 03:35,L_G_進,15619,1,780950,2060,0.26,2130,0.27,-670,-0.09,453240,113.31
1547,多頭出場,2023-03-03 09:30,L_Exit_Add,15590,1,782100,-2640,-0.34,1180,0.15,-2620,-0.33,450620,112.66
1547,多頭進場,2023-03-03 08:55,L_Add,15642,1,782100,-2640,-0.34,1180,0.15,-2620,-0.33,450620,112.66
1548,多頭出場,2023-03-03 12:20,L_Cmd_Fast,15616,1,781600,-840,-0.11,1880,0.24,-970,-0.12,449780,112.45
1548,多頭進場,2023-03-03 11:20,L_Cmd,15632,1,781600,-840,-0.11,1880,0.24,-970,-0.12,449780,112.45
1549,多頭出場,2023-03-03 21:15,L_Cmd_Fast,15631,1,781850,-340,-0.04,30,0.00,-320,-0.04,449440,112.36
1549,多頭進場,2023-03-03 21:05,L_Cmd,15637,1,781850,-340,-0.04,30,0.00,-320,-0.04,449440,112.36
1550,多頭出場,2023-03-03 22:30,L_Exit,15642,1,783100,-1040,-0.13,80,0.01,-1020,-0.13,448400,112.10
1550,多頭進場,2023-03-03 22:05,L_Cmd,15662,1,783100,-1040,-0.13,80,0.01,-1020,-0.13,448400,112.10
1551,多頭出場,2023-03-06 08:45,L_Exit,15746,1,785200,2060,0.26,2130,0.27,-320,-0.04,450460,112.62
1551,多頭進場,2023-03-04 03:15,L_Cmd,15704,1,785200,2060,0.26,2130,0.27,-320,-0.04,450460,112.62
1552,多頭出場,2023-03-06 09:00,L_Exit,15722,1,787250,-1190,-0.15,1380,0.18,-1170,-0.15,449250,112.31
1552,多頭進場,2023-03-06 08:50,L_Cmd,15745,1,787250,-1190,-0.15,1380,0.18,-1170,-0.15,449250,112.31
1553,多頭出場,2023-03-06 09:00,L_Exit_Add,15717,1,788000,-2190,-0.28,630,0.08,-2170,-0.28,447080,111.77
1553,多頭進場,2023-03-06 08:55,L_Add,15760,1,788000,-2190,-0.28,630,0.08,-2170,-0.28,447080,111.77
1554,多頭出場,2023-03-06 13:30,L_Cmd_Fast,15767,1,789300,-990,-0.13,2380,0.30,-970,-0.12,446050,111.51
1554,多頭進場,2023-03-06 10:25,L_Cmd,15786,1,789300,-990,-0.13,2380,0.30,-970,-0.12,446050,111.51
1555,多頭出場,2023-03-07 02:40,Trend Rev,15785,1,790800,-1590,-0.20,880,0.11,-2970,-0.38,444480,111.12
1555,多頭進場,2023-03-06 10:45,L_Add,15816,1,790800,-1590,-0.20,880,0.11,-2970,-0.38,444480,111.12
1556,多頭出場,2023-03-07 02:40,Trend Rev,15785,1,791600,-2390,-0.30,80,0.01,-3770,-0.48,442110,110.53
1556,多頭進場,2023-03-06 10:50,L_Add,15832,1,791600,-2390,-0.30,80,0.01,-3770,-0.48,442110,110.53
1557,多頭出場,2023-03-07 10:15,L_Exit_G,15852,1,789650,2910,0.37,2980,0.38,-520,-0.07,444960,111.24
1557,多頭進場,2023-03-07 09:35,L_Cmd,15793,1,789650,2910,0.37,2980,0.38,-520,-0.07,444960,111.24
1558,多頭出場,2023-03-07 11:05,L_Exit_G,15860,1,791000,1960,0.25,2030,0.26,-170,-0.02,446920,111.73
1558,多頭進場,2023-03-07 10:05,L_Add,15820,1,791000,1960,0.25,2030,0.26,-170,-0.02,446920,111.73
1559,多頭出場,2023-03-07 11:25,L_Exit,15865,1,791850,1360,0.17,1430,0.18,-820,-0.10,448280,112.07
1559,多頭進場,2023-03-07 10:10,L_Add,15837,1,791850,1360,0.17,1430,0.18,-820,-0.10,448280,112.07
1560,多頭出場,2023-03-07 11:30,L_Exit_G,15870,1,791750,1710,0.22,1780,0.22,-720,-0.09,449990,112.50
1560,多頭進場,2023-03-07 10:15,L_G_進,15835,1,791750,1710,0.22,1780,0.22,-720,-0.09,449990,112.50
1561,多頭出場,2023-03-07 11:55,L_Exit_G,15875,1,792400,1310,0.17,1380,0.17,-1370,-0.17,451320,112.83
1561,多頭進場,2023-03-07 10:20,L_G_進,15848,1,792400,1310,0.17,1380,0.17,-1370,-0.17,451320,112.83
1562,多頭出場,2023-03-07 12:05,L_Exit_Add,15885,1,792900,1310,0.17,1430,0.18,-170,-0.02,452630,113.16
1562,多頭進場,2023-03-07 11:25,L_G_進,15858,1,792900,1310,0.17,1430,0.18,-170,-0.02,452630,113.16
1563,多頭出場,2023-03-07 12:05,L_Exit_Add,15885,1,793250,960,0.12,1080,0.14,-520,-0.07,453610,113.40
1563,多頭進場,2023-03-07 11:30,L_G_進,15865,1,793250,960,0.12,1080,0.14,-520,-0.07,453610,113.40
1564,多頭出場,2023-03-07 21:45,Trend Rev,15857,1,794250,-1440,-0.18,430,0.05,-1670,-0.21,452190,113.05
1564,多頭進場,2023-03-07 12:05,L_Add,15885,1,794250,-1440,-0.18,430,0.05,-1670,-0.21,452190,113.05
1565,多頭出場,2023-03-08 09:40,Trend Rev,15772,1,789750,-1190,-0.15,580,0.07,-1570,-0.20,451000,112.75
1565,多頭進場,2023-03-08 09:15,L_Cmd,15795,1,789750,-1190,-0.15,580,0.07,-1570,-0.20,451000,112.75
1566,多頭出場,2023-03-08 15:35,Trend Rev,15779,1,789950,-1040,-0.13,430,0.05,-1170,-0.15,449960,112.49
1566,多頭進場,2023-03-08 13:05,L_Cmd,15799,1,789950,-1040,-0.13,430,0.05,-1170,-0.15,449960,112.49
1567,多頭出場,2023-03-08 21:55,L_Cmd_Fast,15807,1,790950,-640,-0.08,80,0.01,-670,-0.08,449320,112.33
1567,多頭進場,2023-03-08 21:35,L_Cmd,15819,1,790950,-640,-0.08,80,0.01,-670,-0.08,449320,112.33
1568,多頭出場,2023-03-10 00:30,L_G_Cut,15761,1,787650,360,0.05,2230,0.28,-970,-0.12,449620,112.41
1568,多頭進場,2023-03-09 22:00,L_Cmd,15753,1,787650,360,0.05,2230,0.28,-970,-0.12,449620,112.41
1569,多頭出場,2023-03-10 01:00,L_Cmd_Fast,15754,1,789000,-1340,-0.17,880,0.11,-1420,-0.18,448300,112.07
1569,多頭進場,2023-03-09 22:50,L_Add,15780,1,789000,-1340,-0.17,880,0.11,-1420,-0.18,448300,112.07
1570,多頭出場,2023-03-10 01:05,Trend Rev,15742,1,789050,-1990,-0.25,830,0.11,-2170,-0.28,446330,111.58
1570,多頭進場,2023-03-09 23:00,L_Add,15781,1,789050,-1990,-0.25,830,0.11,-2170,-0.28,446330,111.58
1571,多頭出場,2023-03-10 01:05,Trend Rev,15742,1,789450,-2390,-0.30,430,0.05,-2570,-0.33,443960,110.99
1571,多頭進場,2023-03-09 23:05,L_G_進,15789,1,789450,-2390,-0.30,430,0.05,-2570,-0.33,443960,110.99
1572,空頭出場,2023-03-10 04:15,S_Exit,15624,1,783100,1860,0.24,1930,0.25,-970,-0.12,445780,111.45
1572,空頭進場,2023-03-10 03:05,S_Cmd,15662,1,783100,1860,0.24,1930,0.25,-970,-0.12,445780,111.45
1573,空頭出場,2023-03-10 08:45,S_Exit_Add,15601,1,782450,2360,0.30,2430,0.31,-70,-0.01,448120,112.03
1573,空頭進場,2023-03-10 04:10,S_Add,15649,1,782450,2360,0.30,2430,0.31,-70,-0.01,448120,112.03
1574,空頭出場,2023-03-10 08:45,S_Exit_Add,15601,1,782050,1960,0.25,2030,0.26,-220,-0.03,450100,112.53
1574,空頭進場,2023-03-10 04:15,S_Add,15641,1,782050,1960,0.25,2030,0.26,-220,-0.03,450100,112.53
1575,空頭出場,2023-03-10 08:45,S_Exit_G,15601,1,781200,1110,0.14,1180,0.15,-1070,-0.14,451230,112.81
1575,空頭進場,2023-03-10 04:20,S_Add,15624,1,781200,1110,0.14,1180,0.15,-1070,-0.14,451230,112.81
1576,空頭出場,2023-03-10 08:50,S_Exit_Add,15579,1,781150,2160,0.28,2230,0.29,-1120,-0.14,453390,113.35
1576,空頭進場,2023-03-10 04:25,S_G_進,15623,1,781150,2160,0.28,2230,0.29,-1120,-0.14,453390,113.35
1577,空頭出場,2023-03-10 09:10,S_Exit_Add,15539,1,780100,3110,0.40,3180,0.41,-120,-0.02,456460,114.12
1577,空頭進場,2023-03-10 08:50,S_Add,15602,1,780100,3110,0.40,3180,0.41,-120,-0.02,456460,114.12
1578,空頭出場,2023-03-10 09:10,S_Exit_G,15539,1,779200,2210,0.28,2280,0.29,-620,-0.08,458690,114.67
1578,空頭進場,2023-03-10 08:55,S_Add,15584,1,779200,2210,0.28,2280,0.29,-620,-0.08,458690,114.67
1579,空頭出場,2023-03-10 09:55,S_Exit_G,15527,1,778850,2460,0.32,2530,0.32,-1320,-0.17,461130,115.28
1579,空頭進場,2023-03-10 09:00,S_Add,15577,1,778850,2460,0.32,2530,0.32,-1320,-0.17,461130,115.28
1580,空頭出場,2023-03-10 10:00,S_Exit_Add,15524,1,778350,2110,0.27,2180,0.28,-1820,-0.23,463240,115.81
1580,空頭進場,2023-03-10 09:05,S_G_進,15567,1,778350,2110,0.27,2180,0.28,-1820,-0.23,463240,115.81
1581,空頭出場,2023-03-10 10:15,S_Exit_Add,15512,1,777050,1410,0.18,1480,0.19,-3120,-0.40,464650,116.16
1581,空頭進場,2023-03-10 09:15,S_Add,15541,1,777050,1410,0.18,1480,0.19,-3120,-0.40,464650,116.16
1582,空頭出場,2023-03-10 10:15,S_Exit_G,15512,1,777350,1710,0.22,1780,0.23,-670,-0.09,466380,116.60
1582,空頭進場,2023-03-10 09:50,S_G_進,15547,1,777350,1710,0.22,1780,0.23,-670,-0.09,466380,116.60
1583,空頭出場,2023-03-10 11:10,S_Exit_G,15504,1,776700,1460,0.19,1530,0.20,-620,-0.08,467820,116.96
1583,空頭進場,2023-03-10 10:00,S_G_進,15534,1,776700,1460,0.19,1530,0.20,-620,-0.08,467820,116.96
1584,空頭出場,2023-03-10 11:20,S_Exit_G,15493,1,776300,1610,0.21,1680,0.22,-1020,-0.13,469450,117.36
1584,空頭進場,2023-03-10 10:05,S_G_進,15526,1,776300,1610,0.21,1680,0.22,-1020,-0.13,469450,117.36
1585,空頭出場,2023-03-10 11:25,S_Exit_Add,15475,1,775750,1960,0.25,2030,0.26,-1570,-0.20,471410,117.85
1585,空頭進場,2023-03-10 10:20,S_Add,15515,1,775750,1960,0.25,2030,0.26,-1570,-0.20,471410,117.85
1586,空頭出場,2023-03-10 12:00,S_Exit_Add,15455,1,775500,2710,0.35,2780,0.36,-1820,-0.23,474100,118.53
1586,空頭進場,2023-03-10 10:30,S_G_進,15510,1,775500,2710,0.35,2780,0.36,-1820,-0.23,474100,118.53
1587,空頭出場,2023-03-10 12:00,S_Exit_G,15455,1,774700,1910,0.25,1980,0.26,-120,-0.02,476030,119.01
1587,空頭進場,2023-03-10 11:25,S_Add,15494,1,774700,1910,0.25,1980,0.26,-120,-0.02,476030,119.01
1588,空頭出場,2023-03-10 21:30,S_Exit_Add,15525,1,773800,-2490,-0.32,1180,0.15,-2470,-0.32,473540,118.39
1588,空頭進場,2023-03-10 11:30,S_Add,15476,1,773800,-2490,-0.32,1180,0.15,-2470,-0.32,473540,118.39
1589,空頭出場,2023-03-10 21:45,Trend Rev,15529,1,773800,-2690,-0.35,1180,0.15,-3320,-0.43,470870,117.72
1589,空頭進場,2023-03-10 11:45,S_G_進,15476,1,773800,-2690,-0.35,1180,0.15,-3320,-0.43,470870,117.72
1590,空頭出場,2023-03-10 21:45,Trend Rev,15529,1,772700,-3790,-0.49,80,0.01,-4420,-0.57,467100,116.78
1590,空頭進場,2023-03-10 12:20,S_Add,15454,1,772700,-3790,-0.49,80,0.01,-4420,-0.57,467100,116.78
1591,空頭出場,2023-03-10 23:00,S_Exit,15497,1,772700,-2190,-0.28,1680,0.22,-2170,-0.28,464910,116.23
1591,空頭進場,2023-03-10 22:45,S_Cmd,15454,1,772700,-2190,-0.28,1680,0.22,-2170,-0.28,464910,116.23
1592,空頭出場,2023-03-13 08:45,S_Exit,15457,1,769650,-3240,-0.42,30,0.00,-3220,-0.42,461670,115.42
1592,空頭進場,2023-03-11 04:50,S_Cmd,15393,1,769650,-3240,-0.42,30,0.00,-3220,-0.42,461670,115.42
1593,空頭出場,2023-03-13 10:10,S_Exit,15451,1,768500,-4090,-0.53,1230,0.16,-4070,-0.53,457580,114.40
1593,空頭進場,2023-03-13 09:25,S_Cmd,15370,1,768500,-4090,-0.53,1230,0.16,-4070,-0.53,457580,114.40
1594,空頭出場,2023-03-14 01:40,S_Cmd_Fast,15428,1,769550,-1890,-0.25,380,0.05,-2170,-0.28,455690,113.92
1594,空頭進場,2023-03-14 00:50,S_Cmd,15391,1,769550,-1890,-0.25,380,0.05,-2170,-0.28,455690,113.92
1595,空頭出場,2023-03-14 03:40,S_Cmd_Fast,15430,1,770800,-740,-0.10,280,0.04,-720,-0.09,454950,113.74
1595,空頭進場,2023-03-14 03:25,S_Cmd,15416,1,770800,-740,-0.10,280,0.04,-720,-0.09,454950,113.74
1596,空頭出場,2023-03-14 04:55,S_Cmd_Fast,15419,1,770500,-490,-0.06,1130,0.15,-520,-0.07,454440,113.61
1596,空頭進場,2023-03-14 03:55,S_Cmd,15410,1,770500,-490,-0.06,1130,0.15,-520,-0.07,454440,113.61
1597,空頭出場,2023-03-14 08:45,S_Exit_Add,15337,1,769450,2560,0.33,2630,0.34,-1820,-0.24,457020,114.26
1597,空頭進場,2023-03-14 04:00,S_Add,15389,1,769450,2560,0.33,2630,0.34,-1820,-0.24,457020,114.26
1598,空頭出場,2023-03-14 08:55,S_Exit,15327,1,768600,2210,0.29,2280,0.30,-20,0.00,459210,114.80
1598,空頭進場,2023-03-14 08:50,S_Cmd,15372,1,768600,2210,0.29,2280,0.30,-20,0.00,459210,114.80
1599,空頭出場,2023-03-14 10:15,Trend Rev,15411,1,767700,-2890,-0.38,2180,0.28,-3270,-0.43,456300,114.07
1599,空頭進場,2023-03-14 08:55,S_Add,15354,1,767700,-2890,-0.38,2180,0.28,-3270,-0.43,456300,114.07
1600,空頭出場,2023-03-14 10:15,Trend Rev,15411,1,766850,-3740,-0.49,1330,0.17,-4120,-0.54,452580,113.15
1600,空頭進場,2023-03-14 09:00,S_Add,15337,1,766850,-3740,-0.49,1330,0.17,-4120,-0.54,452580,113.15
1601,空頭出場,2023-03-14 10:15,Trend Rev,15411,1,766000,-4590,-0.60,480,0.06,-4970,-0.65,448010,112.00
1601,空頭進場,2023-03-14 09:55,S_Add,15320,1,766000,-4590,-0.60,480,0.06,-4970,-0.65,448010,112.00
1602,空頭出場,2023-03-14 15:00,S_Exit,15271,1,768150,4560,0.59,4630,0.60,-170,-0.02,452570,113.14
1602,空頭進場,2023-03-14 13:25,S_Cmd,15363,1,768150,4560,0.59,4630,0.60,-170,-0.02,452570,113.14
1603,空頭出場,2023-03-15 03:35,S_Exit,15364,1,766950,-1290,-0.17,330,0.04,-1270,-0.17,451280,112.82
1603,空頭進場,2023-03-15 03:15,S_Cmd,15339,1,766950,-1290,-0.17,330,0.04,-1270,-0.17,451280,112.82
1604,空頭出場,2023-03-15 13:05,S_Exit,15339,1,769050,2060,0.27,2130,0.28,-370,-0.05,453280,113.32
1604,空頭進場,2023-03-15 11:50,S_Cmd,15381,1,769050,2060,0.27,2130,0.28,-370,-0.05,453280,113.32
1605,空頭出場,2023-03-15 13:35,S_Exit_Add,15319,1,768050,2060,0.27,2130,0.28,-1370,-0.18,455340,113.84
1605,空頭進場,2023-03-15 12:05,S_Add,15361,1,768050,2060,0.27,2130,0.28,-1370,-0.18,455340,113.84
1606,空頭出場,2023-03-15 13:35,S_Exit_G,15319,1,767750,1760,0.23,1830,0.24,-1670,-0.22,457120,114.28
1606,空頭進場,2023-03-15 12:15,S_Add,15355,1,767750,1760,0.23,1830,0.24,-1670,-0.22,457120,114.28
1607,空頭出場,2023-03-15 13:35,S_Exit_G,15319,1,767150,1160,0.15,1230,0.16,-670,-0.09,458300,114.58
1607,空頭進場,2023-03-15 13:05,S_G_進,15343,1,767150,1160,0.15,1230,0.16,-670,-0.09,458300,114.58
