交易 #,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累積損益 TWD,累積損益 %
10,多頭進場,2022-01-13 12:30,L_Add,18438,1,921900,3860,0.42,3930,0.43,-1220,-0.13,400,0.10
11,多頭出場,2022-01-13 22:30,L_Exit,18602,1,928450,1610,0.17,1680,0.18,-120,-0.01,1950,0.49
11,多頭進場,2022-01-13 21:15,L_Cmd,18569,1,928450,1610,0.17,1680,0.18,-120,-0.01,1950,0.49
12,多頭出場,2022-01-13 22:30,L_Exit_Add,18602,1,929000,1060,0.11,1130,0.12,-470,-0.05,3030,0.76
12,多頭進場,2022-01-13 21:35,L_Add,18580,1,929000,1060,0.11,1130,0.12,-470,-0.05,3030,0.76
13,多頭出場,2022-01-13 22:30,L_Exit_G,18602,1,929200,860,0.09,930,0.10,-670,-0.07,3910,0.98
13,多頭進場,2022-01-13 21:50,L_Add,18584,1,929200,860,0.09,930,0.10,-670,-0.07,3910,0.98
14,多頭出場,2022-01-13 22:35,L_Exit_Add,18620,1,929250,1710,0.18,1780,0.19,-720,-0.08,5620,1.41
14,多頭進場,2022-01-13 21:55,L_G_進,18585,1,929250,1710,0.18,1780,0.19,-720,-0.08,5620,1.41
15,多頭出場,2022-01-13 22:50,L_Exit_Add,18642,1,929700,2360,0.25,2430,0.26,-220,-0.02,7940,1.99
15,多頭進場,2022-01-13 22:35,L_Add,18594,1,929700,2360,0.25,2430,0.26,-220,-0.02,7940,1.99
16,多頭出場,2022-01-13 22:50,L_Exit_G,18642,1,930950,1110,0.12,1180,0.13,-670,-0.07,9070,2.27
16,多頭進場,2022-01-13 22:40,L_Add,18619,1,930950,1110,0.12,1180,0.13,-670,-0.07,9070,2.27
17,多頭出場,2022-01-13 23:10,L_Add_BE,18615,1,931050,-340,-0.04,1430,0.15,-520,-0.06,8710,2.18
17,多頭進場,2022-01-13 22:45,L_Add,18621,1,931050,-340,-0.04,1430,0.15,-520,-0.06,8710,2.18
18,多頭出場,2022-01-13 23:10,L_Add_BE,18615,1,931100,-390,-0.04,1380,0.15,-570,-0.06,8340,2.09
18,多頭進場,2022-01-13 22:50,L_G_進,18622,1,931100,-390,-0.04,1380,0.15,-570,-0.06,8340,2.09
19,多頭出場,2022-01-13 23:10,L_Add_BE,18615,1,932050,-1340,-0.14,430,0.05,-1520,-0.16,7020,1.76
19,多頭進場,2022-01-13 22:55,L_Add,18641,1,932050,-1340,-0.14,430,0.05,-1520,-0.16,7020,1.76
20,多頭出場,2022-01-13 23:35,L_G_Cut,18591,1,932100,-2590,-0.28,180,0.02,-3020,-0.32,4450,1.11
20,多頭進場,2022-01-13 23:00,L_G_進,18642,1,932100,-2590,-0.28,180,0.02,-3020,-0.32,4450,1.11
21,多頭出場,2022-01-14 01:20,L_Exit,18561,1,930200,-2190,-0.24,780,0.08,-2170,-0.23,2260,0.56
21,多頭進場,2022-01-14 00:35,L_Cmd,18604,1,930200,-2190,-0.24,780,0.08,-2170,-0.23,2260,0.56
22,多頭出場,2022-01-14 04:10,Trend Rev,18563,1,929800,-1690,-0.18,580,0.06,-1720,-0.18,570,0.14
22,多頭進場,2022-01-14 03:05,L_Cmd,18596,1,929800,-1690,-0.18,580,0.06,-1720,-0.18,570,0.14
23,空頭出場,2022-01-14 13:20,S_Exit,18364,1,913400,-4840,-0.53,2430,0.27,-4820,-0.53,-4270,-1.07
23,空頭進場,2022-01-14 09:45,S_Cmd,18268,1,913400,-4840,-0.53,2430,0.27,-4820,-0.53,-4270,-1.07
24,多頭出場,2022-01-15 01:50,Trend Rev,18378,1,920800,-1940,-0.21,1280,0.14,-2120,-0.23,-6210,-1.55
24,多頭進場,2022-01-14 23:00,L_Cmd,18416,1,920800,-1940,-0.21,1280,0.14,-2120,-0.23,-6210,-1.55
25,多頭出場,2022-01-15 03:30,Trend Rev,18386,1,920200,-940,-0.10,180,0.02,-920,-0.10,-7150,-1.79
25,多頭進場,2022-01-15 03:10,L_Cmd,18404,1,920200,-940,-0.10,180,0.02,-920,-0.10,-7150,-1.79
26,多頭出場,2022-01-17 09:40,L_Exit_G,18507,1,921800,3510,0.38,3580,0.39,-1320,-0.14,-3700,-0.92
26,多頭進場,2022-01-17 08:55,L_Cmd,18436,1,921800,3510,0.38,3580,0.39,-1320,-0.14,-3700,-0.92
27,多頭出場,2022-01-17 09:55,L_Exit,18518,1,923250,2610,0.28,2680,0.29,-1070,-0.12,-1090,-0.27
27,多頭進場,2022-01-17 09:20,L_Add,18465,1,923250,2610,0.28,2680,0.29,-1070,-0.12,-1090,-0.27
28,多頭出場,2022-01-17 11:00,L_Add_BE,18465,1,923650,-440,-0.05,2480,0.27,-1170,-0.13,-1530,-0.38
28,多頭進場,2022-01-17 09:30,L_Add,18473,1,923650,-440,-0.05,2480,0.27,-1170,-0.13,-1530,-0.38
29,多頭出場,2022-01-17 11:00,L_Add_BE,18465,1,923950,-740,-0.08,2180,0.24,-1470,-0.16,-2250,-0.56
29,多頭進場,2022-01-17 09:35,L_G_進,18479,1,923950,-740,-0.08,2180,0.24,-1470,-0.16,-2250,-0.56
30,多頭出場,2022-01-17 11:00,L_G_Cut,18465,1,925350,-2140,-0.23,780,0.08,-2870,-0.31,-4370,-1.09
30,多頭進場,2022-01-17 09:45,L_G_進,18507,1,925350,-2140,-0.23,780,0.08,-2870,-0.31,-4370,-1.09
31,多頭出場,2022-01-17 11:00,L_G_Cut,18465,1,925900,-2690,-0.29,230,0.02,-3420,-0.37,-7040,-1.76
31,多頭進場,2022-01-17 10:05,L_G_進,18518,1,925900,-2690,-0.29,230,0.02,-3420,-0.37,-7040,-1.76
32,多頭出場,2022-01-18 01:25,L_Exit_Add,18514,1,926000,-340,-0.04,1580,0.17,-970,-0.10,-7400,-1.85
32,多頭進場,2022-01-17 13:25,L_Cmd,18520,1,926000,-340,-0.04,1580,0.17,-970,-0.10,-7400,-1.85
33,多頭出場,2022-01-18 01:30,Trend Rev,18512,1,926850,-1290,-0.14,180,0.02,-1420,-0.15,-8670,-2.17
33,多頭進場,2022-01-17 21:05,L_Add,18537,1,926850,-1290,-0.14,180,0.02,-1420,-0.15,-8670,-2.17
34,多頭出場,2022-01-18 04:10,L_Exit,18519,1,926550,-640,-0.07,180,0.02,-620,-0.07,-9310,-2.33
34,多頭進場,2022-01-18 03:15,L_Cmd,18531,1,926550,-640,-0.07,180,0.02,-620,-0.07,-9310,-2.33
35,多頭出場,2022-01-18 08:55,L_Exit,18520,1,927300,-1340,-0.14,380,0.04,-1320,-0.14,-10650,-2.66
35,多頭進場,2022-01-18 08:50,L_Cmd,18546,1,927300,-1340,-0.14,380,0.04,-1320,-0.14,-10650,-2.66
36,多頭出場,2022-01-18 11:40,Trend Rev,18519,1,927050,-1140,-0.12,2080,0.22,-1520,-0.16,-11810,-2.95
36,多頭進場,2022-01-18 09:40,L_Cmd,18541,1,927050,-1140,-0.12,2080,0.22,-1520,-0.16,-11810,-2.95
37,多頭出場,2022-01-18 11:40,Trend Rev,18519,1,928550,-2640,-0.28,580,0.06,-3020,-0.33,-14430,-3.61
37,多頭進場,2022-01-18 09:45,L_Add,18571,1,928550,-2640,-0.28,580,0.06,-3020,-0.33,-14430,-3.61
38,空頭出場,2022-01-18 17:15,S_Exit,18280,1,917400,3360,0.37,3430,0.37,-20,0.00,-11070,-2.77
38,空頭進場,2022-01-18 13:45,S_Cmd,18348,1,917400,3360,0.37,3430,0.37,-20,0.00,-11070,-2.77
39,空頭出場,2022-01-18 23:10,S_Exit,18307,1,914300,-1090,-0.12,1080,0.12,-1070,-0.12,-12180,-3.04
39,空頭進場,2022-01-18 22:35,S_Cmd,18286,1,914300,-1090,-0.12,1080,0.12,-1070,-0.12,-12180,-3.04
40,空頭出場,2022-01-19 01:45,S_Exit_Add,18239,1,913650,1660,0.18,1730,0.19,-2070,-0.23,-10500,-2.62
40,空頭進場,2022-01-18 22:50,S_Add,18273,1,913650,1660,0.18,1730,0.19,-2070,-0.23,-10500,-2.62
41,空頭出場,2022-01-19 09:00,S_Exit,18190,1,911300,1760,0.19,1830,0.20,-1220,-0.13,-8760,-2.19
41,空頭進場,2022-01-19 04:40,S_Cmd,18226,1,911300,1760,0.19,1830,0.20,-1220,-0.13,-8760,-2.19
42,空頭出場,2022-01-19 09:10,S_Exit_Add,18277,1,910500,-3390,-0.37,1030,0.11,-3370,-0.37,-12130,-3.03
42,空頭進場,2022-01-19 09:00,S_Add,18210,1,910500,-3390,-0.37,1030,0.11,-3370,-0.37,-12130,-3.03
43,空頭出場,2022-01-19 12:30,S_Exit,18221,1,908400,-2690,-0.30,130,0.01,-2670,-0.29,-14820,-3.70
43,空頭進場,2022-01-19 11:50,S_Cmd,18168,1,908400,-2690,-0.30,130,0.01,-2670,-0.29,-14820,-3.70
44,空頭出場,2022-01-20 00:55,S_G_Cut,18212,1,910600,-40,0.00,1630,0.18,-220,-0.02,-14920,-3.73
44,空頭進場,2022-01-19 23:30,S_Cmd,18212,1,910600,-40,0.00,1630,0.18,-220,-0.02,-14920,-3.73
45,空頭出場,2022-01-20 01:05,Trend Rev,18217,1,909800,-1090,-0.12,830,0.09,-1370,-0.15,-15990,-4.00
45,空頭進場,2022-01-19 23:40,S_Add,18196,1,909800,-1090,-0.12,830,0.09,-1370,-0.15,-15990,-4.00
46,空頭出場,2022-01-20 01:05,Trend Rev,18217,1,909550,-1340,-0.15,580,0.06,-1620,-0.18,-17310,-4.33
46,空頭進場,2022-01-19 23:50,S_Add,18191,1,909550,-1340,-0.15,580,0.06,-1620,-0.18,-17310,-4.33
47,空頭出場,2022-01-20 01:05,Trend Rev,18217,1,909350,-1540,-0.17,380,0.04,-1820,-0.20,-18830,-4.71
47,空頭進場,2022-01-20 00:15,S_G_進,18187,1,909350,-1540,-0.17,380,0.04,-1820,-0.20,-18830,-4.71
48,空頭出場,2022-01-20 04:10,S_Exit,18206,1,908950,-1390,-0.15,380,0.04,-1370,-0.15,-20220,-5.05
48,空頭進場,2022-01-20 03:25,S_Cmd,18179,1,908950,-1390,-0.15,380,0.04,-1370,-0.15,-20220,-5.05
49,空頭出場,2022-01-21 03:45,S_Exit,18204,1,912050,1810,0.20,1880,0.21,-170,-0.02,-18450,-4.61
49,空頭進場,2022-01-21 03:15,S_Cmd,18241,1,912050,1810,0.20,1880,0.21,-170,-0.02,-18450,-4.61
50,空頭出場,2022-01-21 04:00,S_Exit_Add,18199,1,911500,1510,0.17,1580,0.17,-20,0.00,-16960,-4.24
50,空頭進場,2022-01-21 03:35,S_Add,18230,1,911500,1510,0.17,1580,0.17,-20,0.00,-16960,-4.24
51,空頭出場,2022-01-21 04:05,S_Exit_Add,18180,1,910950,1910,0.21,1980,0.22,-170,-0.02,-15050,-3.76
51,空頭進場,2022-01-21 03:45,S_Add,18219,1,910950,1910,0.21,1980,0.22,-170,-0.02,-15050,-3.76
52,空頭出場,2022-01-21 04:05,S_Exit_Add,18180,1,910600,1560,0.17,1630,0.18,-170,-0.02,-13470,-3.37
52,空頭進場,2022-01-21 03:50,S_Add,18212,1,910600,1560,0.17,1630,0.18,-170,-0.02,-13470,-3.37
53,空頭出場,2022-01-21 04:05,S_Exit_G,18180,1,910550,1510,0.17,1580,0.17,-170,-0.02,-11940,-2.99
53,空頭進場,2022-01-21 03:55,S_G_進,18211,1,910550,1510,0.17,1580,0.17,-170,-0.02,-11940,-2.99
54,空頭出場,2022-01-21 04:05,S_Exit_G,18180,1,910200,1160,0.13,1230,0.14,-120,-0.01,-10760,-2.69
54,空頭進場,2022-01-21 04:05,S_G_進,18204,1,910200,1160,0.13,1230,0.14,-120,-0.01,-10760,-2.69
55,空頭出場,2022-01-21 04:20,S_Exit,18140,1,909200,2160,0.24,2230,0.25,-370,-0.04,-8620,-2.15
55,空頭進場,2022-01-21 04:10,S_Cmd,18184,1,909200,2160,0.24,2230,0.25,-370,-0.04,-8620,-2.15
56,空頭出場,2022-01-21 04:30,S_Exit_Add,18114,1,908250,2510,0.28,2580,0.28,-20,0.00,-6130,-1.53
56,空頭進場,2022-01-21 04:20,S_Add,18165,1,908250,2510,0.28,2580,0.28,-20,0.00,-6130,-1.53
57,空頭出場,2022-01-21 04:50,S_Exit_Add,18096,1,907000,2160,0.24,2230,0.25,-70,-0.01,-3990,-1.00
57,空頭進場,2022-01-21 04:25,S_Add,18140,1,907000,2160,0.24,2230,0.25,-70,-0.01,-3990,-1.00
58,空頭出場,2022-01-21 04:50,S_Exit_Add,18044,1,906700,4460,0.49,4530,0.50,-20,0.00,490,0.12
58,空頭進場,2022-01-21 04:30,S_Add,18134,1,906700,4460,0.49,4530,0.50,-20,0.00,490,0.12
59,空頭出場,2022-01-21 04:50,S_Exit_Add,18044,1,906100,3860,0.43,3930,0.43,-20,0.00,4370,1.09
59,空頭進場,2022-01-21 04:35,S_Add,18122,1,906100,3860,0.43,3930,0.43,-20,0.00,4370,1.09
60,空頭出場,2022-01-21 04:50,S_Exit_G,18044,1,905650,3410,0.38,3480,0.38,-470,-0.05,7800,1.95
60,空頭進場,2022-01-21 04:40,S_G_進,18113,1,905650,3410,0.38,3480,0.38,-470,-0.05,7800,1.95
61,空頭出場,2022-01-21 09:20,S_Exit,17928,1,900150,3710,0.41,3780,0.42,-1570,-0.17,11470,2.87
61,空頭進場,2022-01-21 09:00,S_Cmd,18003,1,900150,3710,0.41,3780,0.42,-1570,-0.17,11470,2.87
62,空頭出場,2022-01-21 11:35,S_Exit_G,17874,1,898200,4460,0.50,4530,0.50,-2570,-0.29,15910,3.98
62,空頭進場,2022-01-21 09:10,S_Add,17964,1,898200,4460,0.50,4530,0.50,-2570,-0.29,15910,3.98
63,空頭出場,2022-01-21 12:45,S_Exit_G,17856,1,896800,3960,0.44,4030,0.45,-3970,-0.44,19870,4.97
63,空頭進場,2022-01-21 09:20,S_Add,17936,1,896800,3960,0.44,4030,0.45,-3970,-0.44,19870,4.97
64,空頭出場,2022-01-21 12:50,S_Exit_Add,17846,1,895400,3060,0.34,3130,0.35,-5370,-0.60,22930,5.73
64,空頭進場,2022-01-21 09:50,S_Add,17908,1,895400,3060,0.34,3130,0.35,-5370,-0.60,22930,5.73
65,空頭出場,2022-01-21 13:05,S_Exit_G,17844,1,895400,3160,0.35,3230,0.36,-1820,-0.20,26090,6.52
65,空頭進場,2022-01-21 10:50,S_G_進,17908,1,895400,3160,0.35,3230,0.36,-1820,-0.20,26090,6.52
66,空頭出場,2022-01-21 15:10,S_G_Cut,17927,1,893850,-2540,-0.28,1980,0.22,-2970,-0.33,23570,5.89
66,空頭進場,2022-01-21 11:40,S_G_進,17877,1,893850,-2540,-0.28,1980,0.22,-2970,-0.33,23570,5.89
67,空頭出場,2022-01-21 23:20,S_Exit_Add,17835,1,893150,1360,0.15,1580,0.18,-4370,-0.49,24950,6.24
67,空頭進場,2022-01-21 12:50,S_G_進,17863,1,893150,1360,0.15,1580,0.18,-4370,-0.49,24950,6.24
68,空頭出場,2022-01-21 23:20,S_Exit_Add,17835,1,892600,810,0.09,1030,0.12,-4920,-0.55,25780,6.44
68,空頭進場,2022-01-21 12:55,S_G_進,17852,1,892600,810,0.09,1030,0.12,-4920,-0.55,25780,6.44
69,空頭出場,2022-01-22 03:55,S_Exit_Add,17766,1,891750,3410,0.38,3480,0.39,-4120,-0.46,29150,7.29
69,空頭進場,2022-01-21 23:20,S_Add,17835,1,891750,3410,0.38,3480,0.39,-4120,-0.46,29150,7.29
70,空頭出場,2022-01-22 04:20,S_Exit_Add,17747,1,890400,3010,0.34,3080,0.35,-920,-0.10,32140,8.04
70,空頭進場,2022-01-22 03:35,S_Add,17808,1,890400,3010,0.34,3080,0.35,-920,-0.10,32140,8.04
71,空頭出場,2022-01-22 04:25,S_Exit_Add,17724,1,889600,3360,0.38,3430,0.39,-170,-0.02,35520,8.88
71,空頭進場,2022-01-22 03:55,S_Add,17792,1,889600,3360,0.38,3430,0.39,-170,-0.02,35520,8.88
72,空頭出場,2022-01-22 04:25,S_Exit_G,17724,1,888300,2060,0.23,2130,0.24,-1020,-0.11,37600,9.40
72,空頭進場,2022-01-22 04:00,S_Add,17766,1,888300,2060,0.23,2130,0.24,-1020,-0.11,37600,9.40
73,空頭出場,2022-01-24 08:45,S_Exit_Add,17729,1,888200,1710,0.19,3180,0.36,-720,-0.08,39290,9.82
73,空頭進場,2022-01-22 04:05,S_G_進,17764,1,888200,1710,0.19,3180,0.36,-720,-0.08,39290,9.82
74,空頭出場,2022-01-24 09:00,S_Exit_Add,17801,1,886500,-3590,-0.40,1480,0.17,-3570,-0.40,35700,8.92
74,空頭進場,2022-01-22 04:30,S_Add,17730,1,886500,-3590,-0.40,1480,0.17,-3570,-0.40,35700,8.92
75,空頭出場,2022-01-24 09:10,S_G_Cut,17804,1,885400,-4840,-0.55,380,0.04,-5320,-0.60,30880,7.72
75,空頭進場,2022-01-22 04:55,S_Add,17708,1,885400,-4840,-0.55,380,0.04,-5320,-0.60,30880,7.72
76,空頭出場,2022-01-24 09:55,S_Exit_Add,17823,1,886450,-4740,-0.53,1280,0.14,-4720,-0.53,26160,6.54
76,空頭進場,2022-01-24 08:45,S_G_進,17729,1,886450,-4740,-0.53,1280,0.14,-4720,-0.53,26160,6.54
77,空頭出場,2022-01-24 22:50,S_Exit,17750,1,889850,2310,0.26,2380,0.27,-1120,-0.13,28430,7.11
77,空頭進場,2022-01-24 22:05,S_Cmd,17797,1,889850,2310,0.26,2380,0.27,-1120,-0.13,28430,7.11
78,空頭出場,2022-01-24 23:10,S_Exit_Add,17702,1,888650,3510,0.39,3580,0.40,-570,-0.06,31920,7.98
78,空頭進場,2022-01-24 22:45,S_Add,17773,1,888650,3510,0.39,3580,0.40,-570,-0.06,31920,7.98
79,空頭出場,2022-01-24 23:10,S_Exit_Add,17702,1,888250,3110,0.35,3180,0.36,-620,-0.07,35050,8.76
79,空頭進場,2022-01-24 22:50,S_Add,17765,1,888250,3110,0.35,3180,0.36,-620,-0.07,35050,8.76
80,空頭出場,2022-01-24 23:10,S_Exit_G,17702,1,887500,2360,0.27,2430,0.27,-820,-0.09,37430,9.36
80,空頭進場,2022-01-24 23:00,S_Add,17750,1,887500,2360,0.27,2430,0.27,-820,-0.09,37430,9.36
81,空頭出場,2022-01-25 00:10,S_Exit_Add,17669,1,887100,3610,0.41,3680,0.41,-870,-0.10,41000,10.25
81,空頭進場,2022-01-24 23:05,S_G_進,17742,1,887100,3610,0.41,3680,0.41,-870,-0.10,41000,10.25
82,空頭出場,2022-01-25 00:25,S_Exit_G,17659,1,886350,3360,0.38,3430,0.39,-1620,-0.18,44360,11.09
82,空頭進場,2022-01-24 23:15,S_Add,17727,1,886350,3360,0.38,3430,0.39,-1620,-0.18,44360,11.09
83,空頭出場,2022-01-25 00:35,S_Exit_Add,17641,1,884500,2410,0.27,2480,0.28,-3470,-0.39,46770,11.69
83,空頭進場,2022-01-24 23:20,S_Add,17690,1,884500,2410,0.27,2480,0.28,-3470,-0.39,46770,11.69
84,空頭出場,2022-01-25 00:40,S_Exit_Add,17618,1,885100,4160,0.47,4230,0.48,-170,-0.02,50930,12.73
84,空頭進場,2022-01-25 00:05,S_G_進,17702,1,885100,4160,0.47,4230,0.48,-170,-0.02,50930,12.73
85,空頭出場,2022-01-25 00:40,S_Exit_G,17618,1,883800,2860,0.32,2930,0.33,-1170,-0.13,53810,13.45
85,空頭進場,2022-01-25 00:15,S_G_進,17676,1,883800,2860,0.32,2930,0.33,-1170,-0.13,53810,13.45
86,空頭出場,2022-01-25 00:40,S_Exit_G,17618,1,883700,2760,0.31,2830,0.32,-270,-0.03,56590,14.15
86,空頭進場,2022-01-25 00:35,S_G_進,17674,1,883700,2760,0.31,2830,0.32,-270,-0.03,56590,14.15
87,空頭出場,2022-01-25 00:50,S_Exit_G,17578,1,882050,3110,0.35,3180,0.36,-120,-0.01,59680,14.92
87,空頭進場,2022-01-25 00:40,S_G_進,17641,1,882050,3110,0.35,3180,0.36,-120,-0.01,59680,14.92
88,空頭出場,2022-01-25 01:15,S_Exit_Add,17510,1,881250,5710,0.65,5780,0.66,-220,-0.02,65410,16.35
88,空頭進場,2022-01-25 00:45,S_Add,17625,1,881250,5710,0.65,5780,0.66,-220,-0.02,65410,16.35
89,空頭出場,2022-01-25 02:50,S_Exit_Add,17708,1,878950,-6490,-0.74,3480,0.40,-6470,-0.74,58940,14.74
89,空頭進場,2022-01-25 00:50,S_Add,17579,1,878950,-6490,-0.74,3480,0.40,-6470,-0.74,58940,14.74
90,空頭出場,2022-01-25 23:15,S_Exit,17571,1,875700,-2890,-0.33,130,0.01,-2870,-0.33,56050,14.01
90,空頭進場,2022-01-25 23:05,S_Cmd,17514,1,875700,-2890,-0.33,130,0.01,-2870,-0.33,56050,14.01
91,空頭出場,2022-02-07 08:45,S_Exit,17800,1,881300,-8740,-0.99,230,0.03,-8720,-0.99,47310,11.83
91,空頭進場,2022-01-26 04:55,S_Cmd,17626,1,881300,-8740,-0.99,230,0.03,-8720,-0.99,47310,11.83
92,多頭出場,2022-02-08 13:25,L_Exit,17993,1,901900,-2290,-0.25,230,0.03,-2270,-0.25,45020,11.26
92,多頭進場,2022-02-08 13:00,L_Cmd,18038,1,901900,-2290,-0.25,230,0.03,-2270,-0.25,45020,11.26
93,多頭出場,2022-02-08 23:00,L_Exit,17963,1,899200,-1090,-0.12,330,0.04,-1070,-0.12,43930,10.98
93,多頭進場,2022-02-08 22:40,L_Cmd,17984,1,899200,-1090,-0.12,330,0.04,-1070,-0.12,43930,10.98
94,多頭出場,2022-02-09 01:40,L_Exit_G,18035,1,899900,1810,0.20,1880,0.21,-170,-0.02,45680,11.42
94,多頭進場,2022-02-08 23:50,L_Cmd,17998,1,899900,1810,0.20,1880,0.21,-170,-0.02,45680,11.42
95,多頭出場,2022-02-09 02:20,L_Add_BE,18015,1,900650,60,0.01,1130,0.13,-270,-0.03,45760,11.44
95,多頭進場,2022-02-09 00:05,L_Add,18013,1,900650,60,0.01,1130,0.13,-270,-0.03,45760,11.44
96,多頭出場,2022-02-09 02:20,L_Add_BE,18015,1,901000,-290,-0.03,780,0.09,-620,-0.07,45490,11.37
96,多頭進場,2022-02-09 00:20,L_Add,18020,1,901000,-290,-0.03,780,0.09,-620,-0.07,45490,11.37
97,多頭出場,2022-02-09 08:45,L_Exit,18075,1,901150,2560,0.28,2630,0.29,-1670,-0.19,48070,12.02
97,多頭進場,2022-02-09 01:00,L_G_進,18023,1,901150,2560,0.28,2630,0.29,-1670,-0.19,48070,12.02
98,多頭出場,2022-02-09 10:30,L_Exit,18051,1,904600,-2090,-0.23,630,0.07,-2070,-0.23,45980,11.50
98,多頭進場,2022-02-09 09:05,L_Cmd,18092,1,904600,-2090,-0.23,630,0.07,-2070,-0.23,45980,11.50
99,多頭出場,2022-02-09 15:00,L_Exit_G,18173,1,906250,2360,0.26,2430,0.27,-620,-0.07,48280,12.07
99,多頭進場,2022-02-09 12:25,L_Cmd,18125,1,906250,2360,0.26,2430,0.27,-620,-0.07,48280,12.07
100,多頭出場,2022-02-09 16:20,L_Exit,18179,1,907300,1610,0.18,1680,0.19,-20,0.00,49910,12.48
100,多頭進場,2022-02-09 13:05,L_Add,18146,1,907300,1610,0.18,1680,0.19,-20,0.00,49910,12.48
101,多頭出場,2022-02-09 16:50,L_Exit_Add,18196,1,908050,1710,0.19,1780,0.20,-720,-0.08,51640,12.91
101,多頭進場,2022-02-09 13:10,L_Add,18161,1,908050,1710,0.19,1780,0.20,-720,-0.08,51640,12.91
102,多頭出場,2022-02-09 17:00,L_Exit_Add,18209,1,908050,2360,0.26,2430,0.27,-720,-0.08,54020,13.51
102,多頭進場,2022-02-09 13:15,L_G_進,18161,1,908050,2360,0.26,2430,0.27,-720,-0.08,54020,13.51
103,多頭出場,2022-02-09 22:00,L_Exit,18213,1,911400,-790,-0.09,130,0.01,-770,-0.08,53230,13.31
103,多頭進場,2022-02-09 21:15,L_Cmd,18228,1,911400,-790,-0.09,130,0.01,-770,-0.08,53230,13.31
104,多頭出場,2022-02-10 00:55,L_Exit,18194,1,911300,-1640,-0.18,480,0.05,-1620,-0.18,51590,12.90
104,多頭進場,2022-02-10 00:00,L_Cmd,18226,1,911300,-1640,-0.18,480,0.05,-1620,-0.18,51590,12.90
105,多頭出場,2022-02-10 12:35,L_Exit_G,18261,1,910200,2810,0.31,2880,0.32,-420,-0.05,54340,13.59
105,多頭進場,2022-02-10 11:10,L_Cmd,18204,1,910200,2810,0.31,2880,0.32,-420,-0.05,54340,13.59
106,多頭出場,2022-02-10 13:00,L_Exit_G,18274,1,911500,2160,0.24,2230,0.24,-1220,-0.13,56500,14.12
106,多頭進場,2022-02-10 11:20,L_Add,18230,1,911500,2160,0.24,2230,0.24,-1220,-0.13,56500,14.12
107,多頭出場,2022-02-10 13:15,L_Exit,18286,1,912150,2110,0.23,2180,0.24,-120,-0.01,58610,14.65
107,多頭進場,2022-02-10 12:25,L_Add,18243,1,912150,2110,0.23,2180,0.24,-120,-0.01,58610,14.65
