date,prev_date,open_today,close_prev,gap_pt,gap_pct,nq_0845,es_0845,kospi_0845,nkx_0845,nq_1500,es_1500,ndx_ret,spx_ret,nkx_ret,kospi_ret,nq_0845_pct,nq_1500_pct,es_0845_pct,es_1500_pct,vote_es,vote_kospi,vote_nkx,vote_ndx_prev,vote_composite
2024-07-05,2024-07-04,23648.0,23622.0,26.0,0.11006688680044027,,,10.14013671875,78.6484375,12.75,-0.5,0.904202027187373,0.5448765178485582,-0.0031220480176674,1.3200294461459317,,0.07083333333333333,,-0.011111111111111112,0,1,1,1,3
2024-07-09,2024-07-08,23938.0,23905.0,33.0,0.13804643380046017,44.0,7.25,-4.47998046875,174.4921875,7.0,0.0,0.1388241074891993,0.0741071936285697,1.960419197232444,0.3366228449555475,0.24444444444444444,0.03888888888888889,0.16111111111111112,0.0,1,0,1,0,2
2024-07-10,2024-07-09,23749.0,23885.0,-136.0,-0.5693950177935944,21.5,3.75,-3.420166015625,70.2421875,15.75,4.25,1.1837687037744349,1.0208065293514812,0.6056165592749796,0.021277523272456,0.11944444444444444,0.08750000000000001,0.08333333333333334,0.09444444444444444,1,0,1,1,3
2024-07-11,2024-07-10,24263.0,24001.0,262.0,1.0916211824507311,-34.0,-4.0,0.869873046875,9.4296875,14.0,1.0,-1.9522190849242784,-0.8763028841120457,0.9371566260830022,0.8145114697546862,-0.18888888888888888,0.07777777777777778,-0.08888888888888889,0.022222222222222223,-1,0,0,-1,-2
2024-07-12,2024-07-11,24050.0,24370.0,-320.0,-1.3130898645876077,1.5,0.25,2.830078125,263.0390625,-16.25,-0.75,0.6291991565953836,0.5517027074430692,-2.447279665038105,-1.18802969187628,0.008333333333333333,-0.09027777777777778,0.005555555555555556,-0.016666666666666666,0,0,1,1,2
2024-07-16,2024-07-15,23826.0,23858.0,-32.0,-0.134126917595775,2.25,2.5,-1.590087890625,-66.328125,-58.0,-13.0,0.1990493506207835,0.6389375498743188,0.2048969284806689,0.1807169077363335,0.0125,-0.32222222222222224,0.05555555555555555,-0.28888888888888886,1,0,-1,0,0
2024-07-17,2024-07-16,23988.0,23987.0,1.0,0.004168924834285238,-24.75,-3.75,1.260009765625,-32.9609375,-146.0,-25.0,-2.768439750961882,-1.3927543241993745,-0.4297671302106121,-0.7955105432469245,-0.13749999999999998,-0.8111111111111111,-0.08333333333333334,-0.5555555555555556,-1,0,0,-1,-2
2024-07-18,2024-07-17,23286.0,23785.0,-499.0,-2.0979608997267185,46.75,8.75,-3.900146484375,30.5390625,23.5,-1.75,-0.6984485083873393,-0.7816403936922511,-2.3634900416870663,-0.6661276600713917,0.2597222222222222,0.13055555555555554,0.19444444444444445,-0.03888888888888889,1,0,0,-1,0
2024-07-19,2024-07-18,23150.0,23405.0,-255.0,-1.0895107882930999,12.5,2.0,-7.9501953125,-174.90234375,-166.0,-26.75,-0.8073385271033628,-0.7140265531926926,-0.1559137513475472,-1.0228950278764692,0.06944444444444445,-0.9222222222222222,0.044444444444444446,-0.5944444444444444,0,-1,-1,-1,-3
2024-07-23,2024-07-22,22604.0,22389.0,215.0,0.9602930010272901,-43.5,-6.5,-14.110107421875,38.16796875,-39.25,-8.25,-0.0567578132287249,-0.1558102589770738,-0.0116401298012602,0.3900846842884942,-0.24166666666666667,-0.21805555555555553,-0.14444444444444443,-0.18333333333333332,-1,-1,0,0,-2
2024-07-30,2024-07-29,21927.0,22248.0,-321.0,-1.442826321467098,-66.25,-11.75,-5.06005859375,-198.05078125,32.0,8.5,-1.2825373737482826,-0.4960171878030217,0.1490053431321802,-0.9886020980063636,-0.3680555555555555,0.17777777777777778,-0.26111111111111107,0.18888888888888888,-1,-1,-1,-1,-4
2024-07-31,2024-07-30,22030.0,22265.0,-235.0,-1.0554682236694364,215.75,33.25,-12.580078125,7.9296875,4.75,9.75,2.635851170667425,1.57933986591674,1.4947615968660788,1.1869154695422155,1.198611111111111,0.026388888888888885,0.7388888888888889,0.21666666666666665,1,-1,0,1,1
2024-08-01,2024-07-31,22718.0,22278.0,440.0,1.9750426429661552,64.25,12.25,-0.280029296875,-243.1796875,-73.5,-21.5,-2.3026352660052707,-1.3693502993456064,-2.494748785872136,0.2522833800315815,0.35694444444444445,-0.40833333333333327,0.2722222222222222,-0.47777777777777775,1,0,-1,-1,-1
2024-08-02,2024-08-01,21992.0,22664.0,-672.0,-2.9650547123190965,-58.0,-13.75,0.75,313.55078125,-16.0,-5.0,-2.4310025495816623,-1.8381860868696756,-5.813906072944175,-3.653768351000408,-0.32222222222222224,-0.08888888888888889,-0.3055555555555556,-0.1111111111111111,-1,0,1,-1,-1
2024-08-06,2024-08-05,20401.0,19374.0,1027.0,5.300918757097141,189.25,38.0,-48.199951171875,-346.98828125,-93.0,-24.25,1.0294364623245844,1.0354085880061037,10.226327398560752,3.3011755607594617,1.051388888888889,-0.5166666666666666,0.8444444444444443,-0.538888888888889,1,-1,-1,1,0
2024-08-07,2024-08-06,20489.0,20497.0,-8.0,-0.03903010196614139,68.0,14.75,39.7998046875,1347.1796875,-71.25,-13.5,-1.0450394739652702,-0.7734647858502863,1.1943897645556811,1.8341498942087808,0.37777777777777777,-0.39583333333333337,0.3277777777777778,-0.3,1,1,1,-1,2
2024-08-08,2024-08-07,20687.0,21160.0,-473.0,-2.2353497164461245,54.75,8.0,11.5,282.71875,-21.0,-6.25,2.8662349907374374,2.3042611519136447,-0.7366071453420164,-0.4547534093197969,0.30416666666666664,-0.11666666666666668,0.17777777777777778,-0.1388888888888889,1,1,1,1,4
2024-08-09,2024-08-08,21300.0,20712.0,588.0,2.8389339513325607,-39.0,-8.25,-11.219970703125,-29.37109375,32.75,6.5,0.511891656789687,0.4671676849538508,0.5565465716637075,1.2398630834713045,-0.21666666666666665,0.18194444444444444,-0.18333333333333332,0.14444444444444443,-1,-1,0,1,-1
2024-08-13,2024-08-12,21850.0,21689.0,161.0,0.7423117709437964,47.25,7.75,-3.10009765625,-132.4375,70.0,14.0,2.4254184750069685,1.6847579753558328,3.447570931477517,0.1222148383378529,0.2625,0.3888888888888889,0.17222222222222222,0.3111111111111111,1,0,-1,1,1
2024-08-14,2024-08-13,22142.0,21773.0,369.0,1.6947595645983557,8.75,1.0,3.650146484375,263.58984375,-20.0,-3.25,0.0290339061478794,0.38237284285767,0.5793635571816225,0.8773602899103672,0.04861111111111111,-0.1111111111111111,0.022222222222222223,-0.07222222222222222,0,0,1,0,1
2024-08-15,2024-08-14,21989.0,22012.0,-23.0,-0.10448846083954207,19.0,1.75,,59.83203125,9.25,4.75,2.337635958240125,1.6133247764330785,0.7798901992462026,0.8773602899103672,0.10555555555555554,0.051388888888888894,0.03888888888888889,0.10555555555555554,0,0,1,1,2
2024-08-16,2024-08-15,22344.0,21852.0,492.0,2.2515101592531575,34.5,4.25,2.960205078125,110.09765625,-27.0,-5.75,0.2115473763107722,0.1989779357261412,3.63777145762294,1.993948968377768,0.19166666666666665,-0.15,0.09444444444444444,-0.1277777777777778,1,0,1,0,2
2024-08-20,2024-08-19,22552.0,22366.0,186.0,0.8316194223374765,8.5,-0.5,3.510009765625,91.15234375,21.5,6.0,-0.3346805921529139,-0.1984555398297116,1.803491975698246,0.8327141632430868,0.04722222222222222,0.11944444444444444,-0.011111111111111112,0.13333333333333333,0,0,1,-1,0
2024-08-21,2024-08-20,22287.0,22432.0,-145.0,-0.646398002853067,20.75,6.0,-5.280029296875,-55.3671875,-16.25,-3.0,0.5727739128175591,0.4239676828782013,-0.2919405244687367,0.1668749585800322,0.11527777777777777,-0.09027777777777778,0.13333333333333333,-0.06666666666666667,1,-1,-1,1,0
2024-08-22,2024-08-21,22245.0,22209.0,36.0,0.16209644738619478,12.25,3.0,-2.050048828125,193.76171875,24.25,6.5,-1.6721959277882892,-0.8932805548120926,0.6830003640514004,0.2421223468043853,0.06805555555555555,0.13472222222222224,0.06666666666666667,0.14444444444444443,1,0,1,-1,1
2024-08-23,2024-08-22,21948.0,22090.0,-142.0,-0.6428248076052513,25.25,5.25,-7.699951171875,-140.0703125,-3.0,-1.75,1.4667933769104025,1.148337085011919,0.4010828439404923,-0.2208533773056409,0.14027777777777778,-0.016666666666666666,0.11666666666666668,-0.03888888888888889,1,-1,-1,1,0
2024-08-27,2024-08-26,22120.0,22200.0,-80.0,-0.36036036036036034,8.0,-1.0,-2.619873046875,22.0,-3.75,1.25,0.1638900990943437,0.1595196086545014,0.4681220669981112,-0.3246841091737118,0.044444444444444446,-0.020833333333333336,-0.022222222222222223,0.027777777777777776,0,0,0,0,0
2024-08-28,2024-08-27,22183.0,22164.0,19.0,0.08572459844793359,-33.5,-4.75,-6.64013671875,53.3515625,15.0,0.75,-1.1196453251911764,-0.597597320797616,0.2171418625821708,0.0215702565771191,-0.18611111111111112,0.08333333333333334,-0.10555555555555554,0.016666666666666666,-1,-1,1,-1,-2
2024-08-29,2024-08-28,21959.0,22401.0,-442.0,-1.9731261997232266,-174.5,-27.5,0.780029296875,-25.5,47.25,10.5,-0.2255613083423591,-0.0039379068060729,-0.0240553686788103,-1.024230082493882,-0.9694444444444444,0.2625,-0.6111111111111112,0.23333333333333336,-1,0,0,0,-1
2024-08-30,2024-08-29,22301.0,22154.0,147.0,0.6635370587704252,-1.0,-0.25,0.33984375,94.4375,66.25,11.0,1.125739986075569,1.0093051774424433,0.7434826136505368,0.4518694188624605,-0.005555555555555556,0.3680555555555555,-0.005555555555555556,0.24444444444444444,0,0,1,1,2
2024-09-03,2024-09-02,22208.0,22223.0,-15.0,-0.06749763758268461,,,-0.56005859375,-165.7890625,47.25,7.0,-3.259177894657106,-2.115107439771169,-0.0376283519942566,-0.6105974333271202,,0.2625,,0.15555555555555556,0,0,-1,-1,-2
2024-09-04,2024-09-03,21236.0,22079.0,-843.0,-3.818107704153268,-138.75,-27.5,14.2001953125,236.12109375,45.25,12.5,-0.3034493888955158,-0.1602543580910387,-4.235863483275681,-3.146021686730205,-0.7708333333333334,0.2513888888888889,-0.6111111111111112,0.2777777777777778,-1,1,1,-1,0
2024-09-05,2024-09-04,21300.0,20946.0,354.0,1.6900601546834717,26.5,7.25,-14.43994140625,69.6328125,58.75,12.5,0.2537966028295813,-0.3018017615584734,-1.054101837711352,-0.2053645663301795,0.14722222222222223,0.3263888888888889,0.16111111111111112,0.2777777777777778,1,-1,1,0,1
2024-09-06,2024-09-05,21208.0,21182.0,26.0,0.12274572750448495,-88.0,-15.25,6.97998046875,82.44921875,-95.5,-25.25,-2.550436394346589,-1.7260249859284649,-0.7246104229282846,-1.2121906698941975,-0.4888888888888889,-0.5305555555555556,-0.33888888888888885,-0.5611111111111111,-1,1,1,-1,0
2024-09-10,2024-09-09,21233.0,21098.0,135.0,0.6398710778272823,-42.0,-6.0,3.8798828125,51.26171875,56.25,14.25,0.8367462259605718,0.4472672652839682,-0.1562575502371155,-0.4929158272095169,-0.23333333333333336,0.3125,-0.13333333333333333,0.31666666666666665,-1,0,1,1,1
2024-09-11,2024-09-10,21106.0,21015.0,91.0,0.4330240304544373,-23.25,-7.25,-8.800048828125,-20.79296875,71.25,13.75,2.171097287436141,1.0665025888896509,-1.4917122595469623,-0.3986563814191046,-0.12916666666666665,0.39583333333333337,-0.16111111111111112,0.3055555555555556,-1,-1,0,1,-1
2024-09-12,2024-09-11,21589.0,20992.0,597.0,2.8439405487804876,3.0,-0.75,-3.0498046875,11.2109375,-28.5,-3.5,1.0011215390628214,0.7495302358939249,3.406815978793376,2.3363041639419717,0.016666666666666666,-0.15833333333333333,-0.016666666666666666,-0.07777777777777778,0,0,0,1,1
2024-09-13,2024-09-12,21779.0,21691.0,88.0,0.4056982158498917,42.5,9.75,-2.16015625,-67.23046875,-9.75,2.5,0.650557000941343,0.5407711405364557,-0.6828278230544216,0.1290710708143461,0.2361111111111111,-0.05416666666666666,0.21666666666666665,0.05555555555555555,1,0,-1,1,1
2024-09-19,2024-09-18,21770.0,21700.0,70.0,0.3225806451612903,90.5,16.5,-9.079833984375,139.06640625,60.25,13.75,2.507665992778008,1.697685316676334,2.1307107967037275,0.2092923807354374,0.5027777777777778,0.33472222222222225,0.36666666666666664,0.3055555555555556,1,-1,1,1,2
2024-09-20,2024-09-19,22342.0,22074.0,268.0,1.2140980338860197,-25.0,-5.5,0.83984375,73.4296875,19.75,1.25,-0.3644955448014686,-0.1941027395123806,1.530283972562807,0.4870609160551931,-0.1388888888888889,0.10972222222222223,-0.12222222222222222,0.027777777777777776,-1,0,1,-1,-1
2024-09-24,2024-09-23,22303.0,22340.0,-37.0,-0.1656222023276634,-5.25,-4.75,-7.380126953125,-39.4296875,48.0,10.5,0.5577417197717205,0.2511178844347039,0.5743828956291219,1.1402693211649997,-0.02916666666666667,0.26666666666666666,-0.10555555555555554,0.23333333333333336,-1,-1,0,1,-1
2024-09-25,2024-09-24,22833.0,22495.0,338.0,1.5025561235830185,-43.0,-7.5,-1.510009765625,84.03125,9.0,5.25,0.042553862838246,-0.1861248930141723,-0.1853638156118053,-1.3436232444576257,-0.23888888888888887,0.05,-0.16666666666666669,0.11666666666666668,-1,0,1,0,0
2024-09-26,2024-09-25,23022.0,22793.0,229.0,1.0046944237265827,54.75,11.0,7.56005859375,225.29296875,64.5,10.5,0.5977041489758417,0.403867571712313,2.786796656801238,2.8983329488937226,0.30416666666666664,0.35833333333333334,0.24444444444444444,0.23333333333333336,1,1,1,1,4
2024-09-27,2024-09-26,23190.0,22962.0,228.0,0.9929448654298406,-9.75,0.75,-4.77001953125,-204.30078125,-71.75,-13.75,-0.3886646248835501,-0.1253216966990544,2.32219674517542,-0.8156267103217485,-0.05416666666666666,-0.39861111111111114,0.016666666666666666,-0.3055555555555556,0,0,-1,-1,-2
2024-10-01,2024-09-30,22250.0,22330.0,-80.0,-0.35826242722794444,35.75,6.75,,36.87890625,34.75,2.5,-1.5328382112681838,-0.9324107094664358,1.931504866645617,-2.1326302236725714,0.19861111111111113,0.19305555555555556,0.15,0.05555555555555555,1,0,0,-1,0
2024-10-08,2024-10-07,22607.0,22748.0,-141.0,-0.6198347107438017,-1.5,1.25,-0.66015625,-130.6484375,28.0,5.0,1.445106955545672,0.9689347495581924,-1.0047589769217602,-0.6136951750242869,-0.008333333333333333,0.15555555555555556,0.027777777777777776,0.1111111111111111,0,0,-1,1,0
2024-10-09,2024-10-08,22768.0,22586.0,182.0,0.8058089081732046,-8.5,-3.0,,-45.4296875,-4.75,-1.5,0.5978094784393262,0.7113411987488272,0.8742768115200583,-0.6136951750242869,-0.04722222222222222,-0.026388888888888885,-0.06666666666666667,-0.03333333333333333,-1,0,0,1,0
2024-10-15,2024-10-14,23163.0,22999.0,164.0,0.7130744814991956,-35.5,-4.25,4.510009765625,197.4609375,-5.25,0.25,-1.0112022354858197,-0.7609466332438197,0.7694579934974355,0.3872965611155132,-0.19722222222222224,-0.02916666666666667,-0.09444444444444444,0.005555555555555556,-1,0,1,-1,-1
2024-10-16,2024-10-15,22890.0,23231.0,-341.0,-1.4678662132495373,23.25,3.0,4.669921875,-89.8671875,-1.75,-1.5,0.2811279069593775,0.4679145956573816,-1.8297166681625288,-0.8767906805946746,0.12916666666666665,-0.009722222222222222,0.06666666666666667,-0.03333333333333333,1,0,-1,0,0
2024-10-17,2024-10-16,23135.0,23061.0,74.0,0.3208880794414813,-14.0,-5.0,-2.89013671875,-175.27734375,106.75,17.25,0.0355489105901885,-0.0171160478911747,-0.6868486704644794,-0.0406096687861623,-0.07777777777777778,0.5930555555555556,-0.1111111111111111,0.3833333333333333,-1,0,-1,0,-2
2024-10-18,2024-10-17,23832.0,23255.0,577.0,2.481186841539454,-23.0,-3.25,-1.289794921875,-28.08984375,49.5,9.0,0.6310213953266919,0.397155273894878,0.1813323910166087,-0.5932618012137847,-0.1277777777777778,0.27499999999999997,-0.07222222222222222,0.2,-1,0,0,1,0
2024-10-22,2024-10-21,23567.0,23573.0,-6.0,-0.025452848597972255,-62.25,-10.75,9.1201171875,-66.83203125,12.0,-0.75,0.214453854812513,-0.0474853888384418,-1.3930077660513909,-1.3136668968500853,-0.3458333333333333,0.06666666666666667,-0.23888888888888887,-0.016666666666666666,-1,1,-1,0,-1
2024-10-23,2024-10-22,23510.0,23626.0,-116.0,-0.49098450859222886,-22.0,-3.0,5.25,-150.8203125,-0.5,1.75,-1.6314472583482398,-0.9191323428069388,-0.7994946235618694,1.1249918918947222,-0.12222222222222222,-0.002777777777777778,-0.06666666666666667,0.03888888888888889,-1,1,-1,-1,-2
2024-10-24,2024-10-23,23376.0,23410.0,-34.0,-0.1452370781717215,63.0,10.25,0.02001953125,-132.83984375,56.75,12.25,0.7596569436006506,0.2145772011323821,0.1008524585323966,-0.715107863941955,0.35000000000000003,0.31527777777777777,0.2277777777777778,0.2722222222222222,1,0,-1,1,1
2024-10-25,2024-10-24,23272.0,23267.0,5.0,0.02148966347187003,6.75,0.25,-9.5,-58.76171875,47.0,10.75,0.5599587049413213,-0.0299447169930133,-0.6013303863863673,0.0867866785333459,0.0375,0.26111111111111107,0.005555555555555556,0.23888888888888887,0,-1,-1,1,-1
2024-10-29,2024-10-28,23145.0,23324.0,-179.0,-0.7674498370776882,6.0,-3.25,-3.81982421875,88.1484375,20.75,4.25,0.7839665084609759,0.1614127248163344,0.7722946112806106,0.2055602380932608,0.03333333333333333,0.11527777777777777,-0.07222222222222222,0.09444444444444444,-1,0,1,1,1
2024-10-30,2024-10-29,23076.0,22994.0,82.0,0.35661476907019224,59.5,12.5,5.89990234375,103.1796875,34.5,4.75,-0.5601545069538139,-0.3300233889343751,0.960605630371969,-0.9171827228123596,0.33055555555555555,0.19166666666666665,0.2777777777777778,0.10555555555555554,1,1,1,-1,2
2024-11-05,2024-11-04,22811.0,23028.0,-217.0,-0.9423310752127845,-38.5,-8.25,3.7099609375,175.59765625,23.5,4.75,1.4256860922954528,1.2265644545291332,1.1069275098698927,-0.4669844775117893,-0.2138888888888889,0.13055555555555554,-0.18333333333333332,0.10555555555555554,-1,0,1,1,1
2024-11-06,2024-11-05,23259.0,23140.0,119.0,0.5142610198789974,26.75,16.0,5.260009765625,115.98046875,97.0,35.5,2.951872473414752,2.5295927786425976,2.6141029043489583,-0.518839591090392,0.1486111111111111,0.538888888888889,0.35555555555555557,0.788888888888889,1,1,1,1,4
2024-11-07,2024-11-06,23182.0,23313.0,-131.0,-0.5619182430403638,-48.5,-13.5,14.239990234375,51.94921875,-26.0,-7.75,1.50652237858655,0.7431229727488331,-0.2514185145183756,0.0436851442985997,-0.2694444444444445,-0.14444444444444443,-0.3,-0.17222222222222222,-1,1,1,1,2
2024-11-08,2024-11-07,23765.0,23516.0,249.0,1.0588535465215174,-1.0,-2.75,-4.179931640625,-239.859375,-11.75,1.0,0.0898746437753006,0.3756833309231711,0.3020738389712507,-0.1356913327756115,-0.005555555555555556,-0.06527777777777777,-0.06111111111111111,0.022222222222222223,-1,0,-1,0,-2
2024-11-12,2024-11-11,23015.0,23579.0,-564.0,-2.3919589465202087,2.75,-2.5,12.41015625,62.8515625,12.0,3.25,-0.0899507284966572,-0.289265965137242,-0.3977163251331683,-1.9390378429264832,0.015277777777777777,0.06666666666666667,-0.05555555555555555,0.07222222222222222,-1,1,1,0,1
2024-11-13,2024-11-12,22762.0,22891.0,-129.0,-0.5635402559958061,-33.75,-7.5,-11.669921875,-172.21875,9.0,-1.5,-0.262842358300086,0.023222772482434,-1.6619976490730104,-2.637991614780666,-0.1875,0.05,-0.16666666666666669,-0.03333333333333333,-1,-1,-1,0,-3
2024-11-14,2024-11-13,22777.0,22798.0,-21.0,-0.09211334327572594,-13.25,-1.0,5.860107421875,-273.41796875,7.75,3.75,-0.6399672399173273,-0.6049734794859041,-0.4802504250840722,0.0736437866905914,-0.07361111111111111,0.043055555555555555,-0.022222222222222223,0.08333333333333334,0,1,-1,-1,-1
2024-11-15,2024-11-14,22709.0,22713.0,-4.0,-0.017611059745520186,-55.0,-12.25,14.5400390625,-188.4609375,-54.5,-14.75,-2.237487295715668,-1.3203489851361216,0.2782119947828398,-0.0826835745425413,-0.3055555555555556,-0.30277777777777776,-0.2722222222222222,-0.3277777777777778,-1,1,-1,-1,-2
2024-11-19,2024-11-18,22630.0,22576.0,54.0,0.23919206236711552,-4.0,-0.75,2.219970703125,60.359375,4.0,-1.0,1.0411990678702132,0.3963584828470035,0.5064725590518515,0.1166383590893271,-0.022222222222222223,0.022222222222222223,-0.016666666666666666,-0.022222222222222223,0,0,1,1,2
2024-11-20,2024-11-19,22892.0,22848.0,44.0,0.19257703081232494,59.0,12.5,8.929931640625,-161.34375,29.5,6.5,-0.1123376486447447,0.0021950862252095,-0.1616315646362554,0.4182968140484799,0.3277777777777778,0.1638888888888889,0.2777777777777778,0.14444444444444443,1,1,-1,0,1
2024-11-21,2024-11-20,22655.0,22787.0,-132.0,-0.579277658313951,-89.25,-21.25,-0.010009765625,17.19140625,-7.75,-1.25,0.0331079316512328,0.5340461540581654,-0.850451289488019,-0.0668800270667402,-0.49583333333333335,-0.043055555555555555,-0.4722222222222222,-0.027777777777777776,-1,0,0,0,-1
2024-11-22,2024-11-21,22805.0,22585.0,220.0,0.9740978525570069,-23.75,-3.0,5.31005859375,65.66015625,44.5,9.5,0.16460983300286,0.3467959094991535,0.677637728949021,0.8308416972913069,-0.13194444444444445,0.2472222222222222,-0.06666666666666667,0.21111111111111108,-1,1,1,0,1
2024-11-26,2024-11-25,22733.0,23064.0,-331.0,-1.4351370100589664,-102.5,-27.75,3.77001953125,24.96875,-5.5,-2.5,0.6269322569991687,0.5722005647630368,-0.8719427509811917,-0.5516221179449388,-0.5694444444444444,-0.030555555555555555,-0.6166666666666667,-0.05555555555555555,-1,0,0,1,0
2024-11-27,2024-11-26,22611.0,22638.0,-27.0,-0.11926848661542538,-13.0,-1.25,3.469970703125,-188.6484375,19.75,1.75,-0.5936086733931978,-0.3801238017440034,-0.7986869829873622,-0.6864117860451935,-0.07222222222222222,0.10972222222222223,-0.027777777777777776,0.03888888888888889,0,0,-1,-1,-2
2024-11-28,2024-11-27,22313.0,22360.0,-47.0,-0.2101967799642218,38.75,6.5,-2.800048828125,250.55859375,0.0,0.0,-0.5936086733931978,-0.3801238017440034,0.5614003387638844,0.0643158071945926,0.2152777777777778,0.0,0.14444444444444443,0.0,1,0,1,-1,1
2024-11-29,2024-11-28,22221.0,22331.0,-110.0,-0.49258877793202277,,,1.570068359375,103.94140625,,,0.8273110081539414,0.5607785488815242,-0.3677465599455032,-1.9467638965027008,,,,,0,0,1,1,2
2024-12-03,2024-12-02,23150.0,22820.0,330.0,1.446099912357581,0.0,-1.0,11.699951171875,120.390625,-4.25,-4.0,0.3966251232281781,0.0451449114514668,1.9106262056469705,1.858646945606268,0.0,-0.02361111111111111,-0.022222222222222223,-0.08888888888888889,0,1,1,1,3
2024-12-04,2024-12-03,23200.0,23112.0,88.0,0.380754586362063,-1.25,0.0,-1.840087890625,-14.6015625,-8.75,-0.75,1.304913283496889,0.6051417924264779,0.0701453505615345,-1.4439460920021796,-0.006944444444444444,-0.04861111111111111,0.0,-0.016666666666666666,0,0,0,1,1
2024-12-05,2024-12-04,23268.0,23279.0,-11.0,-0.04725288886979681,-19.5,-4.0,-5.330078125,87.0703125,-19.75,-2.25,-0.1766362531262388,-0.1869775626924807,0.3035180565296613,-0.898940841872975,-0.10833333333333332,-0.10972222222222223,-0.08888888888888889,-0.05,-1,-1,1,0,-1
2024-12-06,2024-12-05,23330.0,23250.0,80.0,0.34408602150537637,1.75,-3.0,-34.91015625,-97.05859375,-1.0,0.5,0.8096835652052103,0.2495453842181527,-0.7727504478311609,-0.5606480741801145,0.009722222222222222,-0.005555555555555556,-0.06666666666666667,0.011111111111111112,-1,-1,-1,1,-2
2024-12-10,2024-12-09,23238.0,23254.0,-16.0,-0.06880536681861185,3.75,-0.5,5.829833984375,-80.3203125,-6.0,0.25,-0.2505446461395832,-0.2963883313944371,0.528793363210367,2.425675379379899,0.020833333333333336,-0.03333333333333333,-0.011111111111111112,0.005555555555555556,0,1,-1,0,0
2024-12-11,2024-12-10,22879.0,23084.0,-205.0,-0.888060994628314,-12.25,-2.5,0.429931640625,-60.62109375,-10.5,-3.25,1.765866553596385,0.8165786048233592,0.0118177037338407,1.0203289290534825,-0.06805555555555555,-0.05833333333333334,-0.05555555555555555,-0.07222222222222222,-1,0,-1,1,-1
2024-12-12,2024-12-11,23013.0,22846.0,167.0,0.7309813534097873,-3.75,-3.0,5.10009765625,-88.09765625,-12.0,-3.25,-0.6591040785879021,-0.5414022527810203,1.211285595385636,1.6216968308627733,-0.020833333333333336,-0.06666666666666667,-0.06666666666666667,-0.07222222222222222,-1,1,-1,-1,-2
2024-12-13,2024-12-12,22982.0,23105.0,-123.0,-0.5323523046959533,123.0,10.0,4.989990234375,-145.58984375,13.5,4.75,0.1199871956086617,-0.00264666391242,-0.9503322099559064,0.4971493387669889,0.6833333333333333,0.075,0.2222222222222222,0.10555555555555554,1,0,-1,0,0
2024-12-17,2024-12-16,23112.0,22977.0,135.0,0.5875440658049353,-23.75,-4.5,1.469970703125,-53.98046875,-61.5,-10.25,-0.321356347816526,-0.3863994965801476,-0.2352116107555257,-1.2920972325065838,-0.13194444444444445,-0.3416666666666667,-0.1,-0.2277777777777778,-1,0,-1,-1,-3
2024-12-18,2024-12-17,22931.0,23034.0,-103.0,-0.44716506034557607,-21.5,0.5,4.9599609375,123.7578125,-15.25,-1.75,-3.5624294435839587,-2.949284635160343,-0.7188392036881042,1.124216866104999,-0.11944444444444444,-0.08472222222222221,0.011111111111111112,-0.03888888888888889,0,0,1,-1,0
2024-12-19,2024-12-18,22749.0,23180.0,-431.0,-1.8593615185504744,87.75,14.0,-0.840087890625,-75.0,114.0,22.5,-0.1027187173968324,-0.0865112324907046,-0.6860825845849017,-1.9521580939886876,0.4875,0.6333333333333333,0.3111111111111111,0.5,1,0,-1,0,0
2024-12-20,2024-12-19,22775.0,22859.0,-84.0,-0.3674701430508771,-136.25,-25.5,-8.469970703125,162.5390625,20.0,4.75,1.0314997956417882,1.0869123768910471,-0.287733553295022,-1.3046364299760804,-0.7569444444444444,0.1111111111111111,-0.5666666666666667,0.10555555555555554,-1,-1,1,1,0
2024-12-24,2024-12-23,23438.0,23221.0,217.0,0.9344989449205461,-2.0,-0.75,1.93994140625,-135.6015625,0.0,0.0,1.34708628852529,1.104275925539211,-0.3178856539298613,-0.0610149110125024,-0.011111111111111112,0.0,-0.016666666666666666,0.0,0,0,-1,1,0
2024-12-25,2024-12-24,23334.0,23192.0,142.0,0.6122800965850294,0.0,0.0,,36.21875,0.0,0.0,1.34708628852529,1.104275925539211,0.2397173984438172,-0.0610149110125024,0.0,0.0,0.0,0.0,0,0,0,1,1
2024-12-26,2024-12-25,23360.0,23323.0,37.0,0.1586416841744201,,,-8.300048828125,-17.2890625,-11.5,-1.5,-0.0537737207680355,-0.0405658786473916,1.118385128261945,-0.444581383042042,,-0.0638888888888889,,-0.03333333333333333,0,-1,0,0,-1
2024-12-27,2024-12-26,23201.0,23328.0,-127.0,-0.5444101508916324,-12.0,-5.0,-14.199951171875,118.5,-24.75,-6.0,-1.4901334813076983,-1.1055736101235558,1.802215190342027,-1.0248265461727637,-0.06666666666666667,-0.13749999999999998,-0.1111111111111111,-0.13333333333333333,-1,-1,1,-1,-2
2024-12-31,2024-12-30,23003.0,23160.0,-157.0,-0.6778929188255612,-18.75,-5.75,,,-13.5,-2.25,-0.903175989823235,-0.4284800394927401,-0.9598062524770912,-0.2195648338091049,-0.10416666666666667,-0.075,-0.1277777777777778,-0.05,-1,0,0,-1,-2
