date,gap_pt,gap_pct,kospi_first1h_pct,kospi_first1h_h_pct,kospi_first1h_l_pct,kospi_intraday_pct,kospi_open_gap,kospi_open_gap_pct,nkx_first1h_pct,nkx_intraday_pct,nkx_open_gap,nkx_open_gap_pct,nq_1500,nq_1500_pct,es_1500,es_1500_pct,nq_0845,nq_0845_pct,es_0845,es_0845_pct
2024-01-03,-145.0,-0.8144694714373982,-0.7955252799701513,0.0068064654957452,-0.8046036457534859,-1.1064708522581397,-26.800048828125,-1.0036193123736197,,,,,,,,,,,,
2024-01-04,-16.0,-0.09117328622713546,0.2538179581290776,0.3934498542844588,-0.3082034845536629,-0.3109062804123393,-21.85009765625,-0.8357947025681043,-0.7915813515653749,0.2869223497341134,-271.12109375,-0.8101831856551808,,,,,,,,
2024-01-05,25.0,0.14243391066545122,0.0085127258172759,0.2087505347586769,-0.1731801759944718,-0.3451995257411333,2.510009765625,0.0971223225470024,-0.0457205548924444,-0.0601770925867553,109.23046875,0.3281348240665531,,,,,,,,
2024-01-09,177.0,1.0060819644176662,-0.335216380689146,0.0407980021569759,-0.5757573422779492,-1.4078411467489669,27.400146484375,1.0657762201357643,0.7407252021107881,0.173125233819895,327.40625,0.9809213282743996,,,,,,,,
2024-01-10,-41.0,-0.23360492279642184,-0.5312025180677128,0.1645873684693641,-0.5401722201850482,-0.7753555244271555,2.239990234375,0.0874405285277226,0.8031036731946906,1.608996180910082,133.1484375,0.3943598877012611,,,,,,,,
2024-01-11,27.0,0.15462146374985683,0.1348757820832082,0.198583924292915,-0.0727517030839598,0.3220544512608231,-1.06005859375,-0.0416674943546878,0.1055330646371817,0.5119714665298541,429.609375,1.2473517309585485,,,,,,,,
2024-01-12,-101.0,-0.5748107677423027,-0.4092222409694054,0.2870051509623609,-0.4482512455353659,-0.6713855027123474,-14.669921875,-0.575015954855391,-0.3809843776984519,-0.0689267592288015,551.7890625,1.5742975074347212,,,,,,,,
2024-01-16,-63.0,-0.3589130063237053,-0.8560305092580106,0.3211133170241093,-0.8683526603524214,-0.7642256323640619,-3.159912109375,-0.1254217102722638,-0.4514751018601061,-0.8076468914922675,7.41015625,0.0206400751703486,,,,,,,,
2024-01-17,-31.0,-0.17880832900732538,-1.2253932098641314,0.1071445513428061,-1.4025130995121735,-2.507565125673521,4.18994140625,0.1677963244763624,0.5858256027743933,-1.0388502672689708,231.0,0.648527007153581,,,,,,,,
2024-01-18,-5.0,-0.029002320185614848,0.2946745652124318,0.3368895733832722,-0.4442631815087258,0.0450867093666287,1.449951171875,0.0594605380362724,0.6521451037212425,0.2683588366257907,-106.5,-0.3001881460915644,,,,,,,,
2024-01-19,250.0,1.4464244387873177,0.0708952673749533,0.4282101842911002,-0.0818341855831981,-0.1114068487320695,27.369873046875,1.1212289902708203,0.1676870520405242,0.1379717360792663,447.546875,1.261897891256413,,,,,,,,
2024-01-23,-18.0,-0.10103845074375527,-0.0447927382765326,0.0,-0.5681299322375613,-0.0786803608125503,6.47998046875,0.2621520906831708,0.4017732660602326,-0.2396660234381611,58.3515625,0.1596619245856597,8.5,0.0486513557988123,3.0,0.0614565195124449,16.0,0.0916616539199679,1.0,0.0204886544076217
2024-01-24,37.0,0.20710887209627765,-0.595261746079431,0.0,-0.8836001272652358,-0.3105516269649676,-0.150146484375,-0.0060631681562014,0.0527546045233587,-0.5195009144095695,-101.91015625,-0.2790715685022342,29.75,0.1690028829903569,5.75,0.1171795394334624,32.75,0.1865831078193989,4.5,0.0918179963272801
2024-01-25,124.0,0.6926987319144181,-0.4040138419532912,0.0,-0.6228344741330032,0.0360710744609471,-0.800048828125,-0.0324099289305742,-0.2369650864823326,0.0644189501307579,-13.33984375,-0.0368234605663868,2.0,0.0113471958242319,-0.5,-0.01020199959192,-7.75,-0.0439585371733242,-1.75,-0.0357033561154748
2024-01-26,-46.0,-0.25561235830184487,1.0516406501954227,1.1220208472778528,-0.1871441819682677,1.0955810950010494,-10.570068359375,-0.4281771944489168,-0.2891686109490876,-0.6997463753020582,-233.46875,-0.6442922228728483,-34.25,-0.1956500007140511,-6.5,-0.1324908275580921,-49.0,-0.2787337523820359,-6.5,-0.1321406789997967
2024-01-30,4.0,0.022066530589728028,-0.1252104939995606,0.192580182650796,-0.3062979727276588,-0.7742677198291611,11.419921875,0.4545676733542159,-0.1588005620342012,-0.3613077007750632,169.69921875,0.4710342097499299,-32.0,-0.1805537923349272,-4.75,-0.0958821154622527,28.75,0.1624270843632152,4.5,0.0909044997727387
2024-01-31,-99.0,-0.5475058068797699,0.499625236913271,0.5848325655874654,0.0,0.2407649209975076,-16.239990234375,-0.6485256787173818,0.1344375651535383,1.5072786200234718,-317.96875,-0.881633643313123,12.5,0.0716619847503296,3.5,0.0709867153432714,-23.75,-0.1359453928821854,-0.5,-0.0101347927434883
2024-02-01,58.0,0.3236607142857143,0.91616051619755,1.0297302473952783,0.0,1.8451554309345255,-1.9599609375,-0.0785905160982804,-0.1357967089204378,0.0080601497625727,-278.15234375,-0.7665405228627302,17.75,0.1026159849689261,1.5,0.0307392796762129,39.25,0.2273352543403657,7.75,0.1590804125827474
2024-02-02,113.0,0.628266429445124,0.6790703921340814,0.811910216838168,-0.0003910981482742,2.112216170057869,21.489990234375,0.846759379906975,0.0429526000924353,-0.2537069785690663,238.52734375,0.6623650847267156,-17.0,-0.0965250965250965,-2.0,-0.0403591968519826,-26.0,-0.1474926253687315,-4.25,-0.0857027626537608
2024-02-16,3.0,0.016074586079408457,-0.2784853745157722,0.1343147262665878,-0.4029349157151935,0.3255418441319285,18.2099609375,0.695721797840341,0.8315140277109142,-0.07823174750597,359.4296875,0.9419525117283396,33.25,0.1854201229628183,3.75,0.0743568135626828,20.75,0.1158392764930007,-3.75,-0.0743089269790944
2024-02-20,-36.0,-0.192822710230316,-0.2769982350740939,0.0857194894591072,-0.4113713025588181,-0.680501256137785,-8.570068359375,-0.319764338337506,0.0839972592610249,-0.3810966100345331,39.9921875,0.1039557930985253,30.5,0.1724601009315672,4.5,0.0898921294446664,,,,
2024-02-21,-33.0,-0.17601877533603583,-0.3812641370595504,0.5280561593656894,-0.4166412441568045,-0.2393697765931092,3.5498046875,0.1337847541323295,0.0590970123790751,0.1837857762962272,-171.640625,-0.4474047874959627,14.75,0.0839905475044842,0.75,0.0150428721857293,-24.5,-0.1393430968292336,-4.75,-0.0951951500576181
2024-02-22,142.0,0.7595613800481412,-0.1104151767821638,0.0,-0.662500198752801,-0.2979373023094984,21.1298828125,0.7971855889094783,0.8763077869431997,1.5337288267292997,245.91015625,0.6426980474855165,48.0,0.2697841726618705,9.75,0.1937118164208016,61.25,0.3458498023715415,14.25,0.2839352428393524
2024-02-23,105.0,0.5559968228752978,-0.0675135516562902,0.5136092986941035,-0.3192824586151672,-0.5225607178036441,17.300048828125,0.6494670614129073,,,,,-5.25,-0.0290858725761772,-3.25,-0.0636849066771175,4.0,0.0221932477043859,2.5,0.0490845727187944
2024-02-27,-11.0,-0.05799852367394285,-0.4279146657357524,0.0,-0.9006430721203263,-1.102925657655209,5.639892578125,0.2128968234219867,0.2808344841584119,-0.0541551086683992,27.0703125,0.0689975835911201,39.75,0.2215996989588995,5.25,0.1034380849177421,10.0,0.0557134102178394,0.0,0.0
2024-03-01,9.0,0.04746835443037974,,,,,,,0.912012805794212,1.6714662190556242,88.5,0.2259601886791511,27.25,0.1503240932285202,2.75,0.0538055175112502,12.25,0.0677891067055877,1.75,0.0343086800960643
2024-03-05,63.0,0.32627272256460715,0.6080852128573508,0.9031129305435166,-0.1247770707474705,-0.2461683970206549,-14.849853515625,-0.5549998713440496,0.0791794253379842,0.5413467143036104,-227.5,-0.5672011089249153,-16.5,-0.0907041943818371,0.5,0.0097532429532819,-20.0,-0.1096235800320649,-3.0,-0.0584311243122169
2024-03-06,-105.0,-0.5416838629797771,0.2137261975064691,0.4145738673765153,-0.2061582121569045,0.1068584728453191,-15.409912109375,-0.5805750064754639,0.3858014162772838,0.7499180070143391,-305.2578125,-0.7612864421826687,21.25,0.1181753722524226,1.75,0.0343777624987722,-37.75,-0.2099175621759136,-7.25,-0.1424011784925116
2024-03-07,183.0,0.9381247757215359,-0.0746041975945987,0.1435601859015176,-0.4046748774826134,-0.2535806795182133,12.320068359375,0.4663760199751595,-0.3184386722740335,-1.8158404013811085,240.27734375,0.5993331540527164,-29.5,-0.1640803159241337,-8.75,-0.1715013720109761,-44.75,-0.2480564293732071,-10.0,-0.1955703319806385
2024-03-08,232.0,1.1779041429731927,0.1173006673031663,0.418783721319663,-0.1871648389494034,0.0224094346912277,29.5400390625,1.115876440173765,-0.2037630919945321,-0.3029854933356045,210.84765625,0.5324609091007737,7.0,0.0382680953422261,1.25,0.024203698325104,13.25,0.0725868302837734,3.0,0.0581705366232003
2024-03-12,-4.0,-0.02028706192625653,-0.1810414159749119,0.0276790179984846,-0.5143128649536968,0.4140711689558855,12.570068359375,0.4723991439250738,-0.2853655713302235,0.850319137486013,-350.09765625,-0.9018373331978272,-13.0,-0.0718509920963908,-1.75,-0.0340136054421768,40.75,0.2263983221523119,6.0,0.1169989762589577
2024-03-13,38.0,0.19043800741705924,0.0315469074064745,0.2501193201523674,-0.2404704240042067,0.0430531028132013,10.169921875,0.3788329370029273,-0.5247842684127274,-0.931850849860496,262.4375,0.6764286892996016,12.0,0.0658057086452249,0.75,0.0144794632945605,-8.75,-0.0480169019494862,1.25,0.0241545893719806
2024-03-14,-27.0,-0.13549455512621067,0.2012300538772863,0.2101239499683511,-0.0763445526107882,0.5473591371527445,2.5,0.0927344379115769,-0.2957644645979956,0.558794422744591,-104.23828125,-0.2693776241226678,14.5,0.0799625003446659,4.5,0.0869481209544971,15.5,0.0856164383561643,0.25,0.0048332527791203
2024-03-15,-114.0,-0.5716864751015496,-0.3919391872593018,0.1362064576896605,-0.7620477521371375,-0.9211962422053336,-11.22998046875,-0.4139108528635013,0.2824997018238853,0.413717459156459,-259.21875,-0.6679625300802069,-3.25,-0.0180902284935014,-0.25,-0.0048550759819391,-11.0,-0.0610280451607534,1.0,0.0194033470773708
2024-03-19,-97.0,-0.4871189675086627,-0.5748911303802786,0.0,-0.7252526106655838,-0.4776392316168571,-12.329833984375,-0.459057836578937,-0.3352038472382972,0.9616321186823328,-117.86328125,-0.2965827179550743,-20.5,-0.1126373626373626,-3.5,-0.067155945699621,-63.75,-0.3497414656224712,-9.25,-0.1773899702751941
2024-03-20,-20.0,-0.10068465565847766,0.1212369925466389,0.2365086733356119,-0.2465722908809872,0.3707964929795566,19.89990234375,0.747891685905311,,,,,14.25,0.0780939593637397,1.75,0.0334192685954358,-18.75,-0.1026272577996715,-5.0,-0.0953879906519769
2024-03-21,207.0,1.043557168784029,-0.1585334578001992,0.065174369372498,-0.2537339836289064,0.6294050914671455,40.5400390625,1.5067062364728128,0.5078509148191435,0.7506732503085298,507.94921875,1.269758718990341,50.5,0.2713667750342567,6.5,0.1224336033151252,19.0,0.1024700679538345,4.0,0.0755251357092282
